Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Черноземельская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217					
1	"Число избирателей, внесенных в списки избирателей"	8555	740	797	716	1044	487	904	765	545	482	376	760	335	604					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8611	735	802	748	1055	491	915	728	560	491	393	739	345	609					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7690	668	751	621	871	451	777	662	490	462	328	722	313	574					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	231	17	11	31	25	12	35	18	28	11	12	14	5	12					
6	Число погашенных избирательных бюллетеней	690	50	40	96	159	28	103	48	42	18	53	3	27	23					
7	Число избирательных бюллетеней в переносных ящиках для голосования	231	17	11	31	25	12	35	18	28	11	12	14	5	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7690	668	751	621	871	451	777	662	490	462	328	722	313	574					
9	Число недействительных избирательных бюллетеней	28	3	2	0	0	1	1	5	0	0	1	0	13	2					
10	Число действительных избирательных бюллетеней	7893	682	760	652	896	462	811	675	518	473	339	736	305	584					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	320	15	20	25	55	20	30	30	30	30	15	20	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	216	5	13	14	49	17	26	13	22	19	15	2	6	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	161	15	12	1	37	8	13	8	13	16	6	8	10	14					
14	Число погашенных неиспользованных открепительных удостоверений	104	10	7	11	6	3	4	17	8	11	0	18	9	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	1	1	0	0	1	0	1	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	51	6	9	4	4	1	9	8	2	3	1	0	2	2					
		0.64%	0.88%	1.18%	0.61%	0.45%	0.22%	1.11%	1.18%	0.39%	0.63%	0.29%	0.00%	0.63%	0.34%					
19	2.Всероссийская политическая партия «Гражданская Сила»	3	0	1	0	0	0	0	0	1	0	0	0	0	1					
		0.04%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.17%					
20	3.Политическая партия «Демократическая партия России»	14	3	0	2	0	0	3	1	0	0	2	0	2	1					
		0.18%	0.44%	0.00%	0.31%	0.00%	0.00%	0.37%	0.15%	0.00%	0.00%	0.59%	0.00%	0.63%	0.17%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	193	12	28	9	40	6	11	67	5	2	4	2	3	4					
		2.44%	1.75%	3.67%	1.38%	4.46%	1.30%	1.35%	9.85%	0.97%	0.42%	1.18%	0.27%	0.94%	0.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	13	1	3	1	0	0	3	4	1	0	0	0	0	0					
		0.16%	0.15%	0.39%	0.15%	0.00%	0.00%	0.37%	0.59%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	7	0	0	1	0	0	0	4	0	0	0	0	0	2					
		0.09%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%					
24	7.Политическая партия «Либерально-демократическая партия России»	51	7	6	2	0	1	6	20	1	2	3	1	0	2					
		0.64%	1.02%	0.79%	0.31%	0.00%	0.22%	0.74%	2.94%	0.19%	0.42%	0.88%	0.14%	0.00%	0.34%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	48	9	12	2	7	0	5	0	2	2	6	0	0	3					
		0.61%	1.31%	1.57%	0.31%	0.78%	0.00%	0.62%	0.00%	0.39%	0.42%	1.76%	0.00%	0.00%	0.51%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	26	5	8	2	0	0	1	4	3	0	0	0	1	2					
		0.33%	0.73%	1.05%	0.31%	0.00%	0.00%	0.12%	0.59%	0.58%	0.00%	0.00%	0.00%	0.31%	0.34%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7476	635	690	627	845	454	772	567	502	464	323	733	297	567					
		94.38%	92.70%	90.55%	96.17%	94.31%	98.06%	95.07%	83.38%	96.91%	98.10%	95.00%	99.59%	93.40%	96.76%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	11	4	3	2	0	0	1	0	1	0	0	0	0	0					
		0.14%	0.58%	0.39%	0.31%	0.00%	0.00%	0.12%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
