Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
"Наименование Избирательной комиссии:    Новороссийск, Восточная"																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3499					
1	"Число избирателей, внесенных в список избирателей"	23508	1116	1943	1602	1712	1396	1154	1130	1896	1741	1233	1408	1580	1405	1268	128	1328	1296	172					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25984	1260	2180	1520	1930	1560	1210	1150	2130	1940	1590	1600	1780	1580	1420	184	1450	1300	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	17168	824	1434	913	1074	954	1097	670	1257	1325	941	1049	1409	967	981	107	863	1131	172					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2772	151	367	263	70	79	23	460	480	203	107	102	111	111	106	11	78	50	0					
6	Число погашенных избирательных бюллетеней	6044	285	379	344	786	527	90	20	393	412	542	449	260	502	333	66	509	119	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2772	151	367	263	70	79	23	460	480	203	107	102	111	111	106	11	78	50	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17166	824	1434	911	1074	954	1097	670	1257	1325	941	1049	1409	967	981	107	863	1131	172					
9	Число недействительных избирательных бюллетеней	186	17	5	7	25	9	16	21	0	37	3	0	6	12	3	2	4	10	9					
10	Число действительных избирательных бюллетеней	19752	958	1796	1167	1119	1024	1104	1109	1737	1491	1045	1151	1514	1066	1084	116	937	1171	163					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	975	45	80	50	70	55	65	45	70	80	55	55	80	55	50	10	50	60	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	972	45	80	50	70	52	65	45	70	80	55	55	80	55	50	10	50	60	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	765	48	38	57	26	48	201	20	10	85	32	14	26	34	26	31	33	22	14					
14	Число погашенных неиспользованных открепительных удостоверений	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	2	5	0	2	3	0	0	4	0	0	3	2	3	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2158	126	164	133	143	128	143	103	80	221	163	170	77	117	130	17	131	102	10					
		10.82%	12.92%	9.11%	11.33%	12.50%	12.39%	12.77%	9.12%	4.61%	14.46%	15.55%	14.77%	5.07%	10.85%	11.96%	14.41%	13.92%	8.64%	5.81%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1950	61	128	94	35	205	215	155	31	249	50	195	71	65	75	17	216	47	41					
		9.78%	6.26%	7.11%	8.01%	3.06%	19.85%	19.20%	13.72%	1.78%	16.30%	4.77%	16.94%	4.67%	6.03%	6.90%	14.41%	22.95%	3.98%	23.84%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	169	2	3	7	6	8	15	25	0	19	2	2	18	16	17	3	13	13	0					
		0.85%	0.21%	0.17%	0.60%	0.52%	0.77%	1.34%	2.21%	0.00%	1.24%	0.19%	0.17%	1.18%	1.48%	1.56%	2.54%	1.38%	1.10%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2996	171	219	168	217	170	201	170	217	245	183	173	207	212	119	30	161	122	11					
		15.03%	17.54%	12.16%	14.31%	18.97%	16.46%	17.95%	15.04%	12.49%	16.03%	17.46%	15.03%	13.62%	19.67%	10.95%	25.42%	17.11%	10.33%	6.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	302	8	11	26	9	30	36	22	2	45	2	2	24	13	8	2	32	27	3					
		1.51%	0.82%	0.61%	2.21%	0.79%	2.90%	3.21%	1.95%	0.12%	2.95%	0.19%	0.17%	1.58%	1.21%	0.74%	1.69%	3.40%	2.29%	1.74%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12061	589	1268	731	700	476	486	625	1407	704	638	607	1109	634	717	46	376	853	95					
		60.49%	60.41%	70.41%	62.27%	61.19%	46.08%	43.39%	55.31%	81.00%	46.07%	60.88%	52.74%	72.96%	58.81%	65.96%	38.98%	39.96%	72.23%	55.23%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	116	1	3	8	9	7	8	9	0	8	7	2	8	9	18	1	8	7	3					
		0.58%	0.10%	0.17%	0.68%	0.79%	0.68%	0.71%	0.80%	0.00%	0.52%	0.67%	0.17%	0.53%	0.83%	1.66%	0.85%	0.85%	0.59%	1.74%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
