Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Темрюкская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №4901	УИК №4902	УИК №4903	УИК №4904	УИК №4905	УИК №4906	УИК №4907	УИК №4908	УИК №4909	УИК №4910	УИК №4911	УИК №4912	УИК №4913	УИК №4914	УИК №4915	УИК №4916	УИК №4917	УИК №4918	УИК №4919	УИК №4920	УИК №4921	УИК №4922	УИК №4923	УИК №4924	УИК №4925	УИК №4926	УИК №4927	УИК №4928	УИК №4929	УИК №4930	УИК №4931	УИК №4932	УИК №4933	УИК №4934	УИК №4935	УИК №4936	УИК №4937	УИК №4938	УИК №4939	УИК №4940	УИК №4941	УИК №4942	УИК №4943	УИК №4944	УИК №4945	УИК №4946	УИК №4947	УИК №4948	УИК №4949	УИК №4950	УИК №4951	УИК №4952	УИК №4953	УИК №4954					
1	"Число избирателей, внесенных в списки избирателей"	87181	1207	367	1878	1975	1250	2315	1839	2465	1963	2824	1516	1558	1462	1337	1788	1754	1540	1429	1765	1659	1899	1396	983	2173	1098	1404	2224	1494	1414	1391	2430	1337	2073	2060	1684	1592	1160	2084	1260	951	1721	1256	2195	1690	1099	328	475	2707	2308	2292	895	1428	1194	1595					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	69071	1087	267	1434	1560	946	1724	1418	1920	1574	2094	1158	1181	1090	1022	1358	1320	1096	1077	1359	1295	1469	1087	773	1668	886	2082	1762	1214	1132	1070	1895	1030	1682	1678	1274	1307	908	1587	1001	778	1318	958	1742	1291	828	402	376	2067	2014	1762	695	1133	939	1283					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	48030	498	215	951	1028	640	1249	1021	1382	1126	1448	749	784	727	928	922	865	724	833	1035	965	1066	707	603	1232	548	1315	1218	767	865	703	1319	831	1144	1160	917	874	692	1206	652	572	965	714	1230	800	541	281	336	1335	1225	1054	532	870	752	914					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3625	187	29	86	59	41	134	47	63	76	31	36	45	99	36	35	92	79	56	40	45	100	46	83	66	49	89	65	51	77	60	65	27	107	86	48	199	51	82	19	28	41	131	22	102	85	45	25	109	86	95	17	63	15	75					
6	Число погашенных избирательных бюллетеней	17416	402	23	397	473	265	341	350	475	372	615	373	352	264	58	401	363	293	188	284	285	303	334	87	370	289	678	479	396	190	307	511	172	431	432	309	234	165	299	330	178	312	113	490	389	202	76	15	623	703	613	146	200	172	294					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3580	187	29	86	59	41	134	47	63	76	31	36	45	99	36	35	92	79	56	40	45	55	46	83	66	49	89	65	51	77	60	65	27	107	86	48	199	51	82	19	28	41	131	22	102	85	45	25	109	86	95	17	63	15	75					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	48008	498	215	948	1028	640	1249	1021	1382	1124	1448	749	784	727	928	922	865	724	833	1035	965	1066	706	602	1227	548	1315	1218	767	865	702	1319	831	1144	1160	917	874	692	1206	652	572	965	714	1230	800	541	280	336	1335	1225	1054	532	866	752	910					
9	Число недействительных избирательных бюллетеней	1191	7	7	22	0	13	16	25	17	14	28	10	15	15	19	17	9	8	20	33	22	75	23	14	14	10	33	41	16	21	10	43	29	19	34	19	19	24	17	22	2	38	24	37	29	25	20	4	76	44	33	7	14	16	22					
10	Число действительных избирательных бюллетеней	50397	678	237	1012	1087	668	1367	1043	1428	1186	1451	775	814	811	945	940	948	795	869	1042	988	1046	729	671	1279	587	1371	1242	802	921	752	1341	829	1232	1212	946	1054	719	1271	649	598	968	821	1215	873	601	305	357	1368	1267	1116	542	915	751	963					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1037	17	6	23	24	17	25	22	17	24	29	19	19	17	12	17	20	12	17	20	20	23	17	14	24	15	29	20	19	18	17	27	16	23	24	19	20	23	23	15	18	20	10	25	20	14	9	8	27	29	25	10	24	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	632	3	3	10	10	5	19	8	12	10	13	9	10	7	12	8	11	3	6	14	6	9	6	5	5	4	14	19	16	9	12	27	14	23	24	13	17	15	19	15	18	17	10	6	7	10	1	6	20	14	19	3	24	14	18					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	275	1	9	28	4	6	6	3	13	3	6	6	5	2	2	3	8	3	1	6	6	7	1	9	4	4	0	4	4	2	1	8	3	2	7	1	2	3	4	1	4	7	1	6	36	6	5	2	7	7	2	0	1	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	405	14	3	13	14	12	6	14	5	14	16	10	9	10	0	9	9	9	11	6	14	14	11	9	19	11	15	1	3	9	5	0	2	0	0	6	3	8	4	0	0	3	0	19	13	4	8	2	7	15	6	7	0	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	1	1	1	1	1	0	2	3	1	0	0	1	1	0	1	0	0	1	1	0	1	4	1	1	1	3	0	0	0	1	4	0	2	0	2	1	0	5	0	0	1	0	0	1	0	0	0	1	2	1	1	2	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	1054	14	5	18	23	8	30	18	32	14	26	11	14	13	7	11	17	5	10	9	14	34	14	20	30	9	43	31	23	10	17	35	33	30	36	14	21	30	36	14	38	21	4	29	11	7	4	7	29	33	17	19	14	19	23					
