Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Валдайская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103					
1	"Число избирателей, внесенных в списки избирателей"	23117	2001	1592	1832	1194	1671	1151	995	1211	771	996	123	168	1160	262	814	431	216	153	286	210	250	470	68	148	842	463	302	1561	628	1020	128					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20495	1500	1500	1500	1000	1500	1000	900	1000	700	900	100	150	1000	250	700	400	200	150	250	200	245	400	75	125	800	450	275	1500	600	1000	125					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	14109	1168	989	1115	724	1021	765	621	708	417	524	69	104	693	168	425	287	86	100	235	108	157	302	48	118	523	327	262	843	390	690	122					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1110	29	20	20	24	29	21	18	23	33	39	31	32	163	35	32	26	71	13	15	62	56	32	11	2	32	32	7	174	28	0	0					
6	Число погашенных избирательных бюллетеней	5276	303	491	365	252	450	214	261	269	250	337	0	14	144	47	243	87	43	37	0	30	32	66	16	5	245	91	6	483	182	310	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1110	29	20	20	24	29	21	18	23	33	39	31	32	163	35	32	26	71	13	15	62	56	32	11	2	32	32	7	174	28	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14108	1167	989	1115	724	1021	765	621	708	417	524	69	104	693	168	425	287	86	100	235	108	157	302	48	118	523	327	262	843	390	690	122					
9	Число недействительных избирательных бюллетеней	106	6	11	7	1	0	8	5	4	4	4	0	0	3	0	6	3	2	2	0	0	3	6	0	0	11	2	1	2	6	8	1					
10	Число действительных избирательных бюллетеней	15112	1190	998	1128	747	1050	778	634	727	446	559	100	136	853	203	451	310	155	111	250	170	210	328	59	120	544	357	268	1015	412	682	121					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	286	10	11	12	3	12	10	12	10	7	5	7	7	10	3	7	7	7	15	7	7	7	12	7	7	7	2	2	19	21	25	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	242	10	11	12	3	11	10	12	7	2	5	0	2	7	0	6	5	7	15	7	6	6	12	7	0	5	1	0	19	21	25	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	368	5	10	10	21	16	102	11	14	5	7	4	1	45	3	4	11	5	4	4	8	4	8	7	3	18	7	7	10	3	9	2					
14	Число погашенных неиспользованных открепительных удостоверений	44	0	0	0	0	1	0	0	3	5	0	7	5	3	3	1	2	0	0	0	1	1	0	0	7	2	1	2	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
