Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Долгоруковская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414					
1	"Число избирателей, внесенных в список избирателей"	15718	318	82	901	1481	176	775	823	540	2759	561	135	495	270	398	530	452	118	375	204	207	146	510	342	359	1178	399	544	523	117					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15720	320	80	910	1490	170	760	820	540	2760	570	130	500	270	400	530	440	115	370	200	210	140	510	340	360	1200	390	550	530	115					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7451	167	44	340	766	81	299	313	97	1599	279	95	203	108	212	159	229	56	239	156	117	87	204	121	199	547	211	178	306	39					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3068	45	30	128	137	57	185	175	248	127	61	29	134	118	116	123	94	59	81	44	60	38	165	114	113	163	119	126	123	56					
6	Число погашенных избирательных бюллетеней	5201	108	6	442	587	32	276	332	195	1034	230	6	163	44	72	248	117	0	50	0	33	15	141	105	48	490	60	246	101	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3068	45	30	128	137	57	185	175	248	127	61	29	134	118	116	123	94	59	81	44	60	38	165	114	113	163	119	126	123	56					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7450	167	44	340	766	81	299	313	97	1598	279	95	203	108	212	159	229	56	239	156	117	87	204	121	199	547	211	178	306	39					
9	Число недействительных избирательных бюллетеней	84	3	0	3	6	0	4	5	5	6	8	0	2	1	2	2	7	0	0	8	2	0	4	3	2	7	4	0	0	0					
10	Число действительных избирательных бюллетеней	10434	209	74	465	897	138	480	483	340	1719	332	124	335	225	326	280	316	115	320	192	175	125	365	232	310	703	326	304	429	95					
