Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Пронская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358					
1	"Число избирателей, внесенных в списки избирателей"	27860	471	360	770	157	304	111	316	426	848	180	202	756	150	472	530	585	376	170	106	775	1125	1230	510	1868	1619	1683	1847	1818	2114	1997	1922	2062					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26620	450	330	760	140	280	100	300	400	800	150	170	720	130	450	500	550	350	140	100	700	1100	1200	500	1800	1500	1600	1800	1750	2000	1950	1900	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15623	299	163	414	63	150	58	159	224	406	101	115	335	84	222	278	275	181	100	35	373	548	618	237	988	891	1009	1170	1206	1436	1198	1111	1176					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1125	18	35	42	41	46	26	42	77	74	21	4	50	7	35	29	51	37	4	30	43	77	37	35	29	26	35	30	53	39	23	7	22					
6	Число погашенных избирательных бюллетеней	9872	133	132	304	36	84	16	99	99	320	28	51	335	39	193	193	224	132	36	35	284	475	545	228	783	583	556	600	491	525	729	782	802					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1125	18	35	42	41	46	26	42	77	74	21	4	50	7	35	29	51	37	4	30	43	77	37	35	29	26	35	30	53	39	23	7	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15618	299	163	414	63	150	58	159	224	406	101	115	335	84	222	278	275	181	100	35	373	548	617	237	988	891	1009	1168	1205	1435	1198	1111	1176					
9	Число недействительных избирательных бюллетеней	209	0	1	5	2	1	0	1	2	2	1	2	2	0	4	2	0	6	2	1	5	5	8	3	22	17	6	11	19	22	26	13	18					
10	Число действительных избирательных бюллетеней	16534	317	197	451	102	195	84	200	299	478	121	117	383	91	253	305	326	212	102	64	411	620	646	269	995	900	1038	1187	1239	1452	1195	1105	1180					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	341	5	4	9	2	3	1	3	5	10	1	4	8	2	5	6	7	4	2	1	15	19	19	2	30	26	18	24	19	20	20	20	27					
