Выборы Президента Российской Федерации																																															
																																															
Наименование Избирательной комиссии:    Стерлибашевская																																															
																																															
Итоги голосования 																																															
																																															
		Сумма	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135	УИК №3136	УИК №3137	УИК №3138	УИК №3139	УИК №3140	УИК №3141	УИК №3142	УИК №3143	УИК №3144	УИК №3145	УИК №3146	УИК №3147	УИК №3148	УИК №3149	УИК №3150	УИК №3151	УИК №3152	УИК №3153	УИК №3154	УИК №3155	УИК №3156	УИК №3157	УИК №3158	УИК №3159					
1	"Число избирателей, внесенных в список"	15494	440	193	422	433	180	437	197	61	226	444	442	130	475	212	389	235	259	360	113	136	127	236	300	436	527	989	905	931	937	550	413	452	462	206	439	295	459	378	290	378					
2	Число полученных избирательных бюллетеней	15482	448	195	425	437	180	451	209	66	234	450	444	131	481	213	392	232	254	355	113	136	126	236	296	437	544	959	868	895	886	530	417	459	463	213	445	305	460	393	307	397					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	13442	403	176	402	431	170	367	179	61	200	425	411	93	418	149	388	230	216	334	111	130	112	197	278	408	511	831	709	727	678	459	361	372	411	180	407	269	385	287	242	324					
5	"Число избирательных бюллетеней, выданных вне помещения"	1223	33	17	19	0	7	62	14	0	25	18	25	36	54	62	0	0	38	21	2	6	13	34	18	22	9	75	50	62	26	53	47	68	37	22	30	24	69	64	45	16					
6	Число погашенных избирательных бюллетеней	817	12	2	4	6	3	22	16	5	9	7	8	2	9	2	4	2	0	0	0	0	1	5	0	7	24	53	109	106	182	18	9	19	15	11	8	12	6	42	20	57					
7	Число избирательных бюллетеней в переносных ящиках	1223	33	17	19	0	7	62	14	0	25	18	25	36	54	62	0	0	38	21	2	6	13	34	18	22	9	75	50	62	26	53	47	68	37	22	30	24	69	64	45	16					
8	Число бюллетеней в стационарных ящиках для голосования	13442	403	176	402	431	170	367	179	61	200	425	411	93	418	149	388	230	216	334	111	130	112	197	278	408	511	831	709	727	678	459	361	372	411	180	407	269	385	287	242	324					
9	Число недействительных избирательных бюллетеней	37	0	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	3	0	0	9	1	2	0	1	0	0	1	1	0	0	0	1	0	10					
10	Число действительных избирательных бюллетеней	14628	436	193	421	431	175	429	193	61	225	443	436	129	472	208	387	230	253	354	113	136	125	231	293	430	520	897	758	787	704	511	408	440	447	201	437	293	454	350	287	330					
