Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Новопокровская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326					
1	"Число избирателей, внесенных в списки"	35163	2686	2085	1608	2993	2967	2560	364	252	2284	460	291	2389	2560	99	427	1640	124	1761	268	1283	730	1587	1833	751	785	376					
2	"Число бюллетеней, полученных участковыми комиссиями"	32715	2400	2000	1400	2600	2700	2400	320	240	2100	400	270	2300	2500	90	400	1500	125	1700	250	1200	700	1500	1700	780	770	370					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20574	1445	1065	895	1617	1683	1351	276	183	1482	310	214	1185	1430	90	312	1024	100	995	197	934	504	986	999	495	523	279					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1468	56	93	30	93	84	89	22	12	126	0	5	204	143	0	14	110	0	110	13	49	48	52	27	40	28	20					
6	Число погашенных бюллетеней	10673	899	842	475	890	933	960	22	45	492	90	51	911	927	0	74	366	25	595	40	217	148	462	674	245	219	71					
7	Число бюллетеней в переносных ящиках для голосования	1468	56	93	30	93	84	89	22	12	126	0	5	204	143	0	14	110	0	110	13	49	48	52	27	40	28	20					
8	Число бюллетеней в стационарных ящиках для голосования	20574	1445	1065	895	1617	1683	1351	276	183	1482	310	214	1185	1430	90	312	1024	100	995	197	934	504	986	999	495	523	279					
9	Число недействительных бюллетеней	229	14	10	7	13	5	18	7	2	12	5	4	20	10	0	2	7	2	17	3	6	12	10	15	12	2	14					
10	Число действительных бюллетеней	21813	1487	1148	918	1697	1762	1422	291	193	1596	305	215	1369	1563	90	324	1127	98	1088	207	977	540	1028	1011	523	549	285					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	335	20	20	20	20	20	20	5	5	15	5	5	20	40	5	5	15	5	15	5	15	5	15	15	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	112	4	0	4	9	9	3	0	0	12	1	0	16	34	0	2	0	0	2	3	4	0	5	0	0	4	0					
