Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Ногайская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678					
1	"Число избирателей, внесенных в списки"	13244	230	617	1107	336	1287	928	93	96	117	858	233	439	1457	1961	1424	555	460	59	313	337	337					
2	"Число бюллетеней, полученных участковыми комиссиями"	13164	224	607	1097	336	1277	928	89	120	100	840	233	424	1457	1961	1404	617	441	59	313	337	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5950	102	238	545	306	413	430	69	96	84	444	170	202	570	579	449	374	278	31	200	208	162					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	461	14	4	95	0	93	9	0	0	0	41	10	0	27	39	41	17	8	0	17	16	30					
6	Число погашенных бюллетеней	6753	108	365	457	30	771	489	20	24	16	355	53	222	860	1343	914	226	155	28	96	113	108					
7	Число бюллетеней в переносных ящиках для голосования	461	14	4	95	0	93	9	0	0	0	41	10	0	27	39	41	17	8	0	17	16	30					
8	Число бюллетеней в стационарных ящиках для голосования	5931	102	238	527	306	413	430	69	96	84	444	177	195	570	579	449	374	278	31	199	208	162					
9	Число недействительных бюллетеней	50	0	5	5	0	12	0	0	0	0	5	2	3	0	0	2	0	12	1	2	0	1					
10	Число действительных бюллетеней	6342	116	237	617	306	494	439	69	96	84	480	185	192	597	618	488	391	274	30	214	224	191					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	50	2	2	2	2	2	2	2	2	2	2	2	2	5	5	4	2	2	2	2	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	7	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0					
14	Число погашенных открепительных удостоверений	43	2	2	2	2	2	2	2	2	2	2	2	2	4	0	3	2	2	2	2	2	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	33	0	2	0	1	2	7	2	5	1	0	1	0	1	2	2	1	1	0	2	1	2					
		0.51%	0.0%	0.82%	0.0%	0.32%	0.39%	1.59%	2.89%	5.20%	1.19%	0.0%	0.53%	0.0%	0.16%	0.32%	0.40%	0.25%	0.34%	0.0%	0.92%	0.44%	1.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	9	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0					
		0.14%	0.0%	0.41%	0.0%	0.32%	0.19%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.16%	0.0%	0.25%	0.34%	0.0%	0.46%	0.44%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	18	0	0	1	1	1	1	0	1	0	3	2	0	2	2	0	0	0	0	2	1	1					
		0.28%	0.0%	0.0%	0.16%	0.32%	0.19%	0.22%	0.0%	1.04%	0.0%	0.61%	1.06%	0.0%	0.33%	0.32%	0.0%	0.0%	0.0%	0.0%	0.92%	0.44%	0.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	12	0	1	0	0	1	0	0	2	0	3	0	0	0	2	1	0	1	0	1	0	0					
		0.18%	0.0%	0.41%	0.0%	0.0%	0.19%	0.0%	0.0%	2.08%	0.0%	0.61%	0.0%	0.0%	0.0%	0.32%	0.20%	0.0%	0.34%	0.0%	0.46%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
