Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    район Косино-Ухтомский 																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050					
1	"Число избирателей, внесенных в список избирателей"	38287	2567	2809	2387	2142	2870	2811	2894	2947	2909	2693	2965	2783	2613	2897					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34000	2300	2500	2300	1900	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	23413	1833	2129	1514	961	1731	1720	1662	1672	1770	1813	1450	1741	1450	1967					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	405	35	31	22	102	32	23	22	19	33	23	21	14	12	16					
6	Число погашенных избирательных бюллетеней	10182	432	340	764	837	737	757	816	809	697	664	1029	745	1038	517					
7	Число избирательных бюллетеней в переносных ящиках для голосования	402	35	31	22	102	32	23	22	19	33	23	21	14	9	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23215	1773	2081	1514	961	1731	1713	1662	1672	1765	1797	1405	1741	1449	1951					
9	Число недействительных избирательных бюллетеней	330	35	35	35	9	56	1	31	36	22	11	0	46	2	11					
10	Число действительных избирательных бюллетеней	23287	1773	2077	1501	1054	1707	1735	1653	1655	1776	1809	1426	1709	1456	1956					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	751	55	55	36	36	58	58	58	48	58	52	68	60	46	63					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	674	50	55	30	33	57	51	49	42	53	43	63	51	41	56					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1229	114	28	76	78	116	95	75	108	160	36	120	80	73	70					
14	Число погашенных неиспользованных открепительных удостоверений	77	5	0	6	3	1	7	9	6	5	9	5	9	5	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	6	5	4	3	0	4	1	7	4	4	1	4	3	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2089	50	225	123	131	209	24	162	196	118	294	133	115	105	204					
		8.85%	2.77%	10.65%	8.01%	12.32%	11.85%	1.38%	9.62%	11.59%	6.56%	16.15%	9.33%	6.55%	7.20%	10.37%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1427	33	196	95	83	189	32	131	112	71	126	36	172	68	83					
		6.04%	1.83%	9.28%	6.18%	7.81%	10.72%	1.84%	7.78%	6.62%	3.95%	6.92%	2.52%	9.80%	4.66%	4.22%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	290	10	15	18	9	36	4	24	15	11	23	14	37	23	51					
		1.23%	0.55%	0.71%	1.17%	0.85%	2.04%	0.23%	1.43%	0.89%	0.61%	1.26%	0.98%	2.11%	1.58%	2.59%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4352	110	363	286	221	462	163	366	307	432	284	443	333	365	217					
		18.43%	6.08%	17.19%	18.62%	20.79%	26.21%	9.39%	21.73%	18.15%	24.03%	15.60%	31.07%	18.97%	25.03%	11.03%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1129	27	113	47	69	118	27	100	25	179	76	93	47	129	79					
		4.78%	1.49%	5.35%	3.06%	6.49%	6.69%	1.56%	5.94%	1.48%	9.96%	4.18%	6.52%	2.68%	8.85%	4.02%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13830	1540	1151	923	535	679	1479	863	983	959	990	695	990	760	1283					
		58.56%	85.18%	54.50%	60.09%	50.33%	38.51%	85.20%	51.25%	58.13%	53.34%	54.40%	48.74%	56.41%	52.13%	65.23%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	170	3	14	9	6	14	6	7	17	6	16	12	15	6	39					
		0.72%	0.17%	0.66%	0.59%	0.56%	0.79%	0.35%	0.42%	1.01%	0.33%	0.88%	0.84%	0.85%	0.41%	1.98%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
