Выборы Президента Российской Федерации																																																																				
Дата голосования: 02.03.2008																																																																				
																																																																				
"Наименование Избирательной комиссии:    Тамбов, Октябрьская"																																																																				
																																																																				
Сводная таблица результатов выборов																																																																				
																																																																				
	Число участковых избирательных комиссий	61																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	61																																																																		
																																																																				
		Сумма	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835					
1	"Число избирателей, включенных в списки избирателей"	128948	1060	2451	1423	2405	2781	2090	2217	1973	2181	2810	2794	2303	2010	2551	2255	2733	2162	2753	134	1200	498	561	2570	1860	1627	1991	2605	2053	1737	3014	1751	1693	1698	2919	2558	1745	1844	2144	2473	2438	2439	1543	2524	2692	1646	2880	1709	1878	2595	92	124	2454	2822	2815	2759	2586	2689	2477	2277	2847	3035					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	118900	1000	2000	1300	2000	2500	2000	2200	1600	2200	2500	2600	2200	2000	2500	2000	2600	2200	2700	150	1250	550	600	2500	1700	1200	1800	2500	2000	1600	2500	1500	1500	1500	2600	2300	1700	1800	2100	2300	2100	2300	1700	2200	2500	1500	2700	1700	1700	2300	100	150	2500	2600	2700	2500	2500	2500	2200	1600	2600	2500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	91460	656	1867	1141	1932	2171	1510	1868	1384	1925	1609	1697	1624	1805	1454	1768	1470	1259	2070	134	807	498	387	2044	1023	685	1441	1440	1124	1007	1792	1292	1050	1245	2085	1948	913	1552	1890	2180	1778	1347	814	1536	2295	1045	1998	1079	1113	1546	92	123	1779	1932	2598	2452	1913	2428	2111	1441	2200	2093					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	8728	39	128	73	63	151	77	156	148	136	139	76	96	155	602	151	113	157	153	0	391	0	174	156	169	489	200	168	109	157	164	159	141	200	219	122	122	143	79	111	138	357	220	107	114	42	84	174	208	249	0	0	133	58	75	33	60	47	62	83	152	246					
6	Число погашенных избирательных бюллетеней	18712	305	5	86	5	178	413	176	68	139	752	827	480	40	444	81	1017	784	477	16	52	52	39	300	508	26	159	892	767	436	544	49	309	55	296	230	665	105	131	9	184	596	666	557	91	413	618	447	379	505	8	27	588	610	27	15	527	25	27	76	248	161					
7	Число избирательных бюллетеней в переносных ящиках для голосования	8728	39	128	73	63	151	77	156	148	136	139	76	96	155	602	151	113	157	153	0	391	0	174	156	169	489	200	168	109	157	164	159	141	200	219	122	122	143	79	111	138	357	220	107	114	42	84	174	208	249	0	0	133	58	75	33	60	47	62	83	152	246					
8	Число бюллетеней в стационарных ящиках для голосования	91092	656	1867	1140	1931	2168	1510	1868	1373	1922	1609	1696	1624	1785	1454	1764	1469	1259	2070	134	807	498	387	2034	1023	683	1441	1440	1124	1004	1792	1292	1049	1245	2085	1788	911	1552	1890	2180	1776	1331	814	1533	2294	1044	1998	1079	1113	1543	92	123	1779	1932	2598	2447	1902	2390	2049	1441	2197	2093					
9	Число недействительных избирательных бюллетеней	2045	11	34	14	30	104	14	26	23	35	29	27	68	22	85	23	102	33	51	0	49	5	21	32	22	31	13	24	17	23	20	11	34	19	312	49	14	14	24	20	24	23	14	28	29	14	37	17	25	18	0	15	24	34	33	27	25	36	12	14	56	55					
10	Число действительных избирательных бюллетеней	97775	684	1961	1199	1964	2215	1573	1998	1498	2023	1719	1745	1652	1918	1971	1892	1480	1383	2172	134	1149	493	540	2158	1170	1141	1628	1584	1216	1138	1936	1440	1156	1426	1992	1861	1019	1681	1945	2271	1890	1665	1020	1612	2379	1072	2045	1236	1296	1774	92	108	1888	1956	2640	2453	1937	2401	2099	1510	2293	2284					
11	Число полученных открепительных  удостоверений	1805	15	40	22	34	48	38	75	38	25	35	44	34	32	34	28	31	28	48	0	0	0	0	25	20	26	30	35	28	24	42	29	25	27	36	34	29	27	36	29	31	21	9	39	34	25	31	26	30	30	0	0	37	47	30	33	49	45	35	25	43	34					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1784	15	39	22	34	48	38	75	37	25	35	44	34	31	34	28	31	28	47	0	0	0	0	23	20	26	30	35	27	24	42	29	25	24	36	32	27	27	36	29	31	21	7	39	34	25	31	26	30	30	0	0	37	46	30	32	49	45	34	25	41	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2296	11	25	13	21	31	16	28	9	13	21	15	16	28	23	233	12	30	24	3	217	14	172	20	12	27	78	15	9	10	251	6	17	13	50	69	47	39	34	18	13	14	1	65	17	22	17	5	26	27	9	19	14	94	24	6	17	33	23	29	58	73					
14	Число неиспользованных открепительных удостоверений	21	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	38	0	0	1	1	1	2	2	0	0	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	3	1	3	1	1	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
