Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Шарыповская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №2080	УИК №2081	УИК №2082	УИК №2083	УИК №2084	УИК №2085	УИК №2086	УИК №2087	УИК №2088	УИК №2089	УИК №2090	УИК №2091	УИК №2092	УИК №2093	УИК №2094	УИК №2095	УИК №2096	УИК №2097	УИК №2098	УИК №2099	УИК №2100	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112					
1	"Число избирателей, внесенных в списки"	12331	1242	172	151	143	225	741	232	253	155	146	271	812	304	199	123	711	695	113	321	126	732	1088	274	357	331	169	341	953	88	230	253	306	74					
2	"Число бюллетеней, полученных участковыми комиссиями"	11983	1202	165	135	130	215	717	212	248	153	138	267	798	303	192	125	701	696	106	321	126	709	1058	260	346	320	151	328	941	83	230	243	295	69					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6256	560	80	93	86	141	393	136	174	99	99	141	400	124	87	90	321	322	56	163	82	347	547	118	157	176	86	154	463	53	170	152	141	45					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	315	27	0	0	0	13	11	16	0	0	0	14	15	7	13	6	17	11	0	13	8	45	4	0	3	9	0	17	42	1	0	0	15	8					
6	Число погашенных бюллетеней	5401	615	85	42	44	61	313	60	74	54	39	112	383	172	92	29	352	363	50	145	36	317	507	142	186	135	65	157	436	29	60	91	139	16					
7	Число бюллетеней в переносных ящиках для голосования	326	27	0	0	0	13	11	16	0	0	0	14	15	7	13	6	28	11	0	13	8	45	4	0	3	9	0	17	42	1	0	0	15	8					
8	Число бюллетеней в стационарных ящиках для голосования	6254	560	80	93	85	141	393	136	174	99	99	141	400	124	87	90	321	322	56	163	82	347	547	118	157	176	86	154	463	53	170	152	141	44					
9	Число недействительных бюллетеней	95	7	2	0	3	0	5	2	3	1	3	2	5	1	3	2	5	7	2	3	4	10	3	0	5	1	2	3	8	1	0	1	1	0					
10	Число действительных бюллетеней	6485	580	78	93	82	154	399	150	171	98	96	153	410	130	97	94	344	326	54	173	86	382	548	118	155	184	84	168	497	53	170	151	155	52					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	115	5	3	3	3	3	5	3	3	3	3	3	5	3	3	3	5	5	3	3	3	5	5	3	3	3	3	3	5	3	3	3	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	29	3	0	2	0	1	0	0	1	0	0	1	2	1	0	0	0	4	2	1	0	1	5	0	0	0	1	0	3	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	3	0	2	0	1	1	1	0	1	0	0	1	0	3	0	2	2	1	0	1	1	3	0	0	3	9	0	3	1	0	1	0	0					
14	Число погашенных открепительных удостоверений	86	2	3	1	3	2	5	3	2	3	3	2	3	2	3	3	5	1	1	2	3	4	0	3	3	3	2	3	2	3	3	3	2	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	87	5	0	1	4	0	5	1	3	1	3	1	11	5	2	0	4	6	1	6	1	6	3	2	2	3	0	1	3	1	2	1	2	1					
		1.32%	0.85%	0.0%	1.07%	4.70%	0.0%	1.23%	0.65%	1.72%	1.01%	3.03%	0.64%	2.65%	3.81%	2.0%	0.0%	1.14%	1.80%	1.78%	3.40%	1.11%	1.53%	0.54%	1.69%	1.25%	1.62%	0.0%	0.58%	0.59%	1.85%	1.17%	0.65%	1.28%	1.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	61	8	1	0	0	0	11	1	3	0	0	2	2	2	1	0	0	3	0	0	0	2	15	0	0	0	0	0	7	1	0	0	1	1					
		0.92%	1.36%	1.25%	0.0%	0.0%	0.0%	2.72%	0.65%	1.72%	0.0%	0.0%	1.29%	0.48%	1.52%	1.0%	0.0%	0.0%	0.90%	0.0%	0.0%	0.0%	0.51%	2.72%	0.0%	0.0%	0.0%	0.0%	0.0%	1.38%	1.85%	0.0%	0.0%	0.64%	1.92%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	116	11	5	1	4	1	2	1	1	2	1	2	11	1	2	4	6	9	1	2	4	1	4	5	0	1	3	10	10	1	1	7	2	0					
		1.76%	1.87%	6.25%	1.07%	4.70%	0.64%	0.49%	0.65%	0.57%	2.02%	1.01%	1.29%	2.65%	0.76%	2.0%	4.16%	1.71%	2.70%	1.78%	1.13%	4.44%	0.25%	0.72%	4.23%	0.0%	0.54%	3.48%	5.84%	1.98%	1.85%	0.58%	4.60%	1.28%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	45	5	1	0	0	2	2	0	0	0	0	0	1	1	2	0	4	2	3	0	1	5	8	0	0	1	0	0	3	1	0	1	2	0					
		0.68%	0.85%	1.25%	0.0%	0.0%	1.29%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.76%	2.0%	0.0%	1.14%	0.60%	5.35%	0.0%	1.11%	1.27%	1.45%	0.0%	0.0%	0.54%	0.0%	0.0%	0.59%	1.85%	0.0%	0.65%	1.28%	0.0%					
22	"5. ""За Русь Святую"""	18	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	7	1	0	0	0	1					
		0.27%	0.0%	1.25%	0.0%	0.0%	0.64%	0.24%	0.0%	0.0%	1.01%	0.0%	0.0%	0.24%	0.0%	1.0%	0.0%	0.57%	0.0%	0.0%	0.0%	1.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.38%	1.85%	0.0%	0.0%	0.0%	1.92%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	3	0	0	1	0	0	1	0	0	2	0	1	0	0	0	1	4	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0					
