Выборы Президента Российской Федерации																																										
Дата голосования: 02.03.2008																																										
																																										
Наименование Избирательной комиссии:    Полевская городская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
	Число участковых избирательных комиссий	35																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	35																																								
																																										
		Сумма	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444					
1	"Число избирателей, включенных в списки избирателей"	61704	914	1584	2271	2651	2472	1876	1312	1468	1969	1719	1645	1667	1936	1405	2609	2652	2117	2514	2363	2705	2202	2657	1953	1884	2304	1356	1745	1537	401	1241	587	642	1022	828	1496					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	59000	900	1500	2050	2450	2400	1800	1250	1450	1900	1650	1600	1600	1850	1300	2550	2600	2050	2450	2250	2500	2150	2600	1850	1850	2250	1300	1650	1450	350	1200	500	600	950	800	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	118					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	34804	509	985	1316	1329	1445	978	722	787	1185	1000	1045	1005	1043	825	1558	1608	1322	1607	1508	1377	1245	1389	1111	993	1337	674	873	555	261	694	334	334	589	512	749					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2457	32	55	157	158	54	68	27	47	43	56	33	30	94	78	55	33	26	23	7	226	45	39	54	53	63	67	90	174	10	154	87	70	62	81	106					
6	Число погашенных избирательных бюллетеней	21573	359	460	577	963	901	754	501	616	672	594	522	565	713	397	937	959	702	820	735	897	860	1172	685	804	850	559	687	721	79	304	79	196	299	207	427					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2623	32	55	157	158	54	68	27	47	43	56	33	30	94	78	55	33	26	23	7	226	45	39	54	53	63	67	90	174	10	202	87	70	62	81	224					
8	Число бюллетеней в стационарных ящиках для голосования	34786	509	985	1316	1329	1445	978	722	787	1185	1000	1045	1005	1042	812	1558	1608	1322	1607	1508	1376	1245	1389	1111	993	1337	671	873	555	261	694	334	334	589	512	749					
9	Число недействительных избирательных бюллетеней	435	8	11	17	19	18	13	6	6	16	11	16	13	13	13	24	19	10	27	18	22	15	22	11	11	10	10	9	7	3	11	3	7	6	5	5					
10	Число действительных избирательных бюллетеней	36974	533	1029	1456	1468	1481	1033	743	828	1212	1045	1062	1022	1123	877	1589	1622	1338	1603	1497	1580	1275	1406	1154	1035	1390	728	954	722	268	885	418	397	645	588	968					
11	Число полученных открепительных  удостоверений	718	4	16	30	27	27	24	23	16	21	18	23	18	17	13	28	28	23	27	25	17	24	28	21	25	35	15	15	14	5	20	6	16	9	35	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	605	2	13	28	21	17	20	21	15	20	12	23	14	13	12	20	20	17	20	19	14	23	28	21	20	34	15	13	12	1	12	5	16	6	33	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	529	7	11	46	16	20	22	19	10	15	21	17	11	13	12	12	12	12	8	32	11	7	8	14	18	13	9	19	14	13	6	30	9	12	15	15					
14	Число неиспользованных открепительных удостоверений	113	2	3	2	6	10	4	2	1	1	6	0	4	4	1	8	8	6	7	6	3	1	0	0	5	1	0	2	2	4	8	1	0	3	2	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	29	0	1	1	0	3	1	1	0	2	0	0	1	0	0	1	1	0	4	3	1	0	0	0	1	1	0	1	1	0	1	0	0	1	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	Богданов Андрей Владимирович	535	3	13	26	29	25	18	10	8	15	13	16	11	11	11	26	30	20	25	33	23	20	24	17	15	20	7	11	12	8	7	6	4	5	7	6					
		1.43%	0.55%	1.25%	1.77%	1.95%	1.67%	1.72%	1.34%	0.96%	1.22%	1.23%	1.48%	1.06%	0.97%	1.24%	1.61%	1.83%	1.48%	1.53%	2.18%	1.44%	1.55%	1.68%	1.46%	1.43%	1.43%	0.95%	1.14%	1.65%	2.95%	0.78%	1.43%	0.99%	0.77%	1.18%	0.62%					
19	Жириновский Владимир Вольфович	5619	86	146	220	142	205	139	132	100	146	128	143	160	159	127	252	284	195	250	278	260	195	250	198	150	256	125	165	152	31	132	46	52	84	89	142					
		15.02%	15.90%	14.04%	14.94%	9.55%	13.68%	13.29%	17.62%	11.99%	11.89%	12.12%	13.27%	15.46%	13.99%	14.27%	15.62%	17.31%	14.47%	15.34%	18.35%	16.23%	15.12%	17.51%	16.99%	14.34%	18.29%	16.94%	17.13%	20.85%	11.44%	14.73%	10.93%	12.87%	12.90%	15.01%	14.59%					
20	Зюганов Геннадий Андреевич	4601	74	138	175	239	208	129	72	108	177	122	137	146	146	124	176	164	149	191	127	207	200	174	175	170	158	90	129	86	29	98	21	57	54	48	103					
		12.30%	13.68%	13.27%	11.88%	16.07%	13.88%	12.33%	9.61%	12.95%	14.41%	11.55%	12.71%	14.11%	12.85%	13.93%	10.91%	9.99%	11.05%	11.72%	8.38%	12.92%	15.50%	12.18%	15.02%	16.25%	11.29%	12.20%	13.40%	11.80%	10.70%	10.94%	4.99%	14.11%	8.29%	8.09%	10.59%					
21	Медведев Дмитрий Анатольевич	26219	370	732	1035	1058	1043	747	529	612	874	782	766	705	807	615	1135	1144	974	1137	1059	1090	860	958	764	700	956	506	649	472	200	648	345	284	502	444	717					
		70.09%	68.39%	70.38%	70.26%	71.15%	69.58%	71.41%	70.63%	73.38%	71.17%	74.05%	71.06%	68.12%	71.04%	69.10%	70.37%	69.71%	72.26%	69.75%	69.90%	68.04%	66.67%	67.09%	65.58%	66.92%	68.29%	68.56%	67.39%	64.75%	73.80%	72.32%	81.95%	70.30%	77.11%	74.87%	73.69%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
