Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Обоянская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788					
1	"Число избирателей, внесенных в список избирателей"	26831	820	456	323	294	257	131	185	248	335	488	251	323	230	1106	901	424	142	473	225	129	175	358	169	408	350	361	696	860	448	704	353	296	640	632	771	291	2242	1411	2189	1338	1278	1662	1220	238					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24591	740	408	293	266	234	121	175	240	301	456	235	291	229	1008	830	392	129	439	214	117	161	331	168	367	318	330	647	788	402	645	320	263	599	578	691	268	2055	1289	2007	1198	1176	1516	1118	238					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	11441	381	207	126	122	136	71	114	146	143	252	122	163	110	387	379	167	56	265	124	72	27	162	81	200	172	134	306	328	174	358	160	169	285	262	261	163	922	617	872	527	462	691	564	1					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2502	61	39	39	44	23	33	27	14	32	48	24	47	48	150	84	79	37	80	33	18	106	51	16	45	51	57	50	82	55	36	70	40	65	67	109	59	49	28	44	39	74	71	41	237					
6	Число погашенных избирательных бюллетеней	10648	298	162	128	100	75	17	34	80	126	156	89	81	71	471	367	146	36	94	57	27	28	118	71	122	95	139	291	378	173	251	90	54	249	249	321	46	1084	644	1091	632	640	754	513	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2502	61	39	39	44	23	33	27	14	32	48	24	47	48	150	84	79	37	80	33	18	106	51	16	45	51	57	50	82	55	36	70	40	65	67	109	59	49	28	44	39	74	71	41	237					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11441	381	207	126	122	136	71	114	146	143	252	122	163	110	387	379	167	56	265	124	72	27	162	81	200	172	134	306	328	174	358	160	169	285	262	261	163	922	617	872	527	462	691	564	1					
9	Число недействительных избирательных бюллетеней	206	11	5	5	5	6	1	3	1	7	1	1	6	1	6	3	2	0	3	6	1	0	6	0	3	2	1	7	14	4	4	5	1	9	4	1	0	15	7	17	5	7	8	10	2					
10	Число действительных избирательных бюллетеней	13737	431	241	160	161	153	103	138	159	168	299	145	204	157	531	460	244	93	342	151	89	133	207	97	242	221	190	349	396	225	390	225	208	341	325	369	222	956	638	899	561	529	754	595	236					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	486	8	10	8	8	8	5	5	10	10	15	10	5	10	10	10	8	5	10	5	5	5	10	10	10	10	15	20	12	12	15	8	8	15	15	8	13	20	15	25	15	20	20	20	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	251	5	2	1	1	1	1	0	4	0	11	6	1	2	10	5	3	1	3	1	0	0	1	10	2	5	1	6	12	4	6	3	0	15	2	1	10	20	11	25	15	15	13	16	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	142	5	7	2	2	2	2	1	2	2	3	2	2	2	3	2	1	2	1	2	2	6	2	2	4	6	4	3	4	5	2	2	2	1	2	1	4	6	6	9	8	3	7	6	0					
14	Число погашенных неиспользованных открепительных удостоверений	235	3	8	7	7	7	4	5	6	10	4	4	4	8	0	5	5	4	7	4	5	5	9	0	8	5	14	14	0	8	9	5	8	0	13	7	3	0	4	0	0	5	7	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2168	73	45	24	19	19	13	13	29	37	34	13	34	14	81	82	56	5	23	13	14	10	28	19	34	47	31	52	54	30	92	34	18	57	68	32	36	165	124	165	106	86	119	106	14					
		15.55%	16.52%	18.29%	14.55%	11.45%	11.95%	12.50%	9.22%	18.13%	21.14%	11.33%	8.90%	16.19%	8.86%	15.08%	17.71%	22.76%	5.38%	6.67%	8.28%	15.56%	7.52%	13.15%	19.59%	13.88%	21.08%	16.23%	14.61%	13.17%	13.10%	23.35%	14.78%	8.61%	16.29%	20.67%	8.65%	16.22%	16.99%	19.22%	18.01%	18.73%	16.04%	15.62%	17.52%	5.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1480	43	28	13	12	17	10	13	18	9	35	23	22	13	59	54	21	9	39	6	11	14	14	15	25	20	14	25	32	28	37	22	17	38	41	45	25	121	66	113	63	79	91	76	4					
		10.61%	9.73%	11.38%	7.88%	7.23%	10.69%	9.62%	9.22%	11.25%	5.14%	11.67%	15.75%	10.48%	8.23%	10.99%	11.66%	8.54%	9.68%	11.30%	3.82%	12.22%	10.53%	6.57%	15.46%	10.20%	8.97%	7.33%	7.02%	7.80%	12.23%	9.39%	9.57%	8.13%	10.86%	12.46%	12.16%	11.26%	12.46%	10.23%	12.34%	11.13%	14.74%	11.94%	12.56%	1.68%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	166	9	5	0	1	0	0	3	0	0	6	2	1	2	9	5	0	0	1	0	0	0	4	1	4	3	3	4	8	3	8	1	1	2	1	4	3	12	17	10	3	8	12	7	3					
		1.19%	2.04%	2.03%	0.00%	0.60%	0.00%	0.00%	2.13%	0.00%	0.00%	2.00%	1.37%	0.48%	1.27%	1.68%	1.08%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	1.88%	1.03%	1.63%	1.35%	1.57%	1.12%	1.95%	1.31%	2.03%	0.43%	0.48%	0.57%	0.30%	1.08%	1.35%	1.24%	2.64%	1.09%	0.53%	1.49%	1.57%	1.16%	1.26%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2415	61	29	11	25	21	22	26	28	20	40	22	16	16	79	76	31	15	39	24	5	22	14	11	30	23	31	80	86	39	73	33	18	43	46	60	33	220	162	188	132	123	155	167	20					
