Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
"Наименование Избирательной комиссии:    Ростов-на-Дону, Ленинская"																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665					
1	"Число избирателей, внесенных в список избирателей"	53819	1515	1831	1304	1431	2231	1850	2262	1850	1729	1586	2097	2247	2328	2475	1951	2694	2397	2228	2823	2435	2150	2736	2235	2768	2598	68					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	49800	1400	1700	1200	1300	2100	1700	2100	1700	1600	1400	1800	2200	2100	2200	1800	2500	2300	2100	2600	2200	2100	2500	2100	2500	2400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31592	793	924	785	748	815	1278	985	873	756	755	1410	2128	1706	1406	965	1685	1897	1580	1150	1675	1212	1753	1404	1413	1428	68					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3891	31	161	146	263	80	115	87	257	70	168	211	46	34	172	199	332	94	110	154	331	213	194	128	91	204	0					
6	Число погашенных избирательных бюллетеней	14317	576	615	269	289	1205	307	1028	570	774	477	179	26	360	622	636	483	309	410	1296	194	675	553	568	996	768	132					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3890	31	161	146	263	80	115	87	257	70	168	211	46	34	172	199	332	94	110	154	331	213	193	128	91	204	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31544	793	924	785	748	801	1277	985	873	756	755	1409	2126	1706	1387	965	1685	1897	1580	1140	1675	1212	1752	1404	1413	1428	68					
9	Число недействительных избирательных бюллетеней	322	15	15	2	17	24	12	12	11	10	11	22	7	3	27	0	8	16	7	14	16	10	22	7	15	19	0					
10	Число действительных избирательных бюллетеней	35112	809	1070	929	994	857	1380	1060	1119	816	912	1598	2165	1737	1532	1164	2009	1975	1683	1280	1990	1415	1923	1525	1489	1613	68					
