Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
"Наименование Избирательной комиссии:    Ростов-на-Дону, Ленинская"																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665					
1	"Число избирателей, внесенных в списки избирателей"	53809	1488	1969	1441	1541	2188	1957	2045	1933	1755	1653	2051	2242	2197	2092	2120	2899	2376	2227	2792	2355	2185	2822	2242	2468	2647	124					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50100	1400	1800	1300	1300	1900	1700	2000	1800	1600	1500	1800	2300	2000	2200	1900	2500	2200	2100	2500	2100	2000	2500	2100	2200	2400	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	33841	1034	1282	794	885	1547	1405	1814	1388	1399	1070	1186	1628	1168	1824	996	1337	1872	1381	1349	1308	1028	1624	1365	1302	1731	124					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4804	186	227	182	206	204	295	53	196	86	288	239	48	54	182	129	207	169	163	231	237	291	232	233	166	300	0					
6	Число погашенных избирательных бюллетеней	11444	180	291	324	209	149	0	133	216	115	142	375	624	778	194	775	956	159	556	920	555	681	634	502	731	369	876					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4804	186	227	182	206	204	295	53	196	86	288	239	48	54	182	129	207	169	163	231	237	291	232	233	166	300	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	33624	1034	1282	741	885	1547	1405	1814	1388	1313	1070	1186	1628	1168	1764	994	1335	1871	1381	1349	1308	1028	1614	1365	1301	1731	122					
9	Число недействительных избирательных бюллетеней	236	5	1	7	12	16	0	3	14	4	0	20	10	10	3	0	9	18	5	2	2	6	23	2	13	51	0					
10	Число действительных избирательных бюллетеней	38192	1215	1508	916	1079	1735	1700	1864	1570	1395	1358	1405	1666	1212	1943	1123	1533	2022	1539	1578	1543	1313	1823	1596	1454	1980	122					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1600	100	50	50	50	50	50	50	50	50	50	100	200	50	50	50	100	50	50	100	50	50	50	50	50	50	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1136	92	33	25	27	39	31	47	33	27	18	68	160	48	36	29	77	43	32	59	34	21	46	34	32	45	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	980	54	56	50	137	47	41	19	33	16	47	45	25	32	18	28	18	14	12	23	15	27	22	25	28	26	122					
14	Число погашенных неиспользованных открепительных удостоверений	464	8	17	25	23	11	19	3	17	23	32	32	40	2	14	21	23	7	18	41	16	29	4	16	18	5	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	55	2	2	3	1	5	1	3	2	4	1	1	0	0	2	6	2	5	2	2	2	2	2	3	1	1	0					
16	Число утраченных избирательных бюллетеней	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	257	10	10	4	9	2	20	2	6	12	1	10	0	18	3	1	21	18	9	14	7	6	27	11	27	9	0					
		0.67%	0.82%	0.66%	0.43%	0.82%	0.11%	1.18%	0.11%	0.38%	0.86%	0.07%	0.70%	0.00%	1.47%	0.15%	0.09%	1.36%	0.88%	0.58%	0.89%	0.45%	0.45%	1.46%	0.69%	1.84%	0.44%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	306	12	21	5	30	8	20	2	14	14	0	17	0	29	9	2	19	10	6	8	11	6	21	6	23	12	1					
		0.80%	0.98%	1.39%	0.54%	2.75%	0.46%	1.18%	0.11%	0.88%	1.00%	0.00%	1.19%	0.00%	2.37%	0.46%	0.18%	1.23%	0.49%	0.39%	0.51%	0.71%	0.45%	1.14%	0.38%	1.57%	0.59%	0.82%					
20	3.Политическая партия «Демократическая партия России»	34	1	2	0	2	3	0	0	1	0	0	1	0	2	5	1	2	3	0	0	1	0	4	2	1	3	0					
		0.09%	0.08%	0.13%	0.00%	0.18%	0.17%	0.00%	0.00%	0.06%	0.00%	0.00%	0.07%	0.00%	0.16%	0.26%	0.09%	0.13%	0.15%	0.00%	0.00%	0.06%	0.00%	0.22%	0.13%	0.07%	0.15%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3596	99	125	95	102	115	163	112	131	152	79	125	142	163	219	104	163	148	181	174	104	141	197	124	176	256	6					
