Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
"Наименование Избирательной комиссии:    Казань, Авиастроительная "																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
1	"Число избирателей, внесенных в списки"	82700	2726	2534	2417	2726	2682	2126	2696	2393	2704	2827	2710	2513	2749	1821	1651	2895	2392	2747	2267	2677	1755	2121	1887	2471	2188	2081	2464	2812	1618	2717	2100	2323	220	663	819	2306	1459	443					
2	"Число бюллетеней, полученных участковыми комиссиями"	81050	2500	2400	2300	2600	2600	2100	2650	2000	2600	2700	2550	2400	2700	2700	2500	2700	2300	2650	2700	2500	1700	2000	1800	2300	2000	2000	2300	2600	1500	2600	2050	2200	220	680	750	2250	1450	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	53979	1607	1411	1748	2021	1647	1304	1969	1761	1562	1783	1585	1734	1910	1795	1594	1825	1705	1830	1406	1685	980	1231	1213	1634	1245	1198	1397	1566	833	1620	1226	1434	220	663	530	1667	1064	376					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2400	124	137	14	38	52	89	80	55	115	88	46	54	22	26	57	59	57	100	101	67	47	56	60	29	103	63	52	178	40	40	54	47	0	0	112	26	98	14					
6	Число погашенных бюллетеней	24671	769	852	538	541	901	707	601	184	923	829	919	612	768	879	849	816	538	720	1193	748	673	713	527	637	652	739	851	856	627	940	770	719	0	17	108	557	288	110					
7	Число бюллетеней в переносных ящиках для голосования	2400	124	137	14	38	52	89	80	55	115	88	46	54	22	26	57	59	57	100	101	67	47	56	60	29	103	63	52	178	40	40	54	47	0	0	112	26	98	14					
8	Число бюллетеней в стационарных ящиках для голосования	53957	1607	1411	1746	2021	1647	1304	1969	1761	1562	1783	1581	1731	1909	1795	1594	1823	1701	1824	1406	1685	980	1231	1213	1634	1245	1198	1397	1566	833	1620	1226	1434	220	663	530	1667	1064	376					
9	Число недействительных бюллетеней	1169	40	20	20	16	66	38	25	36	40	48	62	10	29	27	26	26	35	53	13	29	29	26	25	43	8	39	43	29	16	68	55	61	5	4	9	35	15	0					
10	Число действительных бюллетеней	55188	1691	1528	1740	2043	1633	1355	2024	1780	1637	1823	1565	1775	1902	1794	1625	1856	1723	1871	1494	1723	998	1261	1248	1620	1340	1222	1406	1715	857	1592	1225	1420	215	659	633	1658	1147	390					
