Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																			
Дата голосования: 02.12.2007																																			
																																			
Наименование Избирательной комиссии:    Дубненская городская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432					
1	"Число избирателей, внесенных в списки избирателей"	55592	2155	2381	2132	2052	2006	2076	2153	2163	1991	2023	1625	1975	1722	2042	2085	2083	1841	1105	2135	2053	2270	1973	1736	2064	2185	1850	2174	1542					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	54330	2100	2200	2100	2000	2000	2100	2100	2100	2000	2000	1700	2000	1700	2000	2100	2100	1800	1100	2100	2000	2300	1900	1700	2000	2100	1800	2000	1230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	34640	1314	1406	1324	1398	1217	1299	1338	1338	1142	1222	1095	1191	1097	1214	1310	1257	1183	699	1320	1303	1461	1198	1094	1283	1382	1110	1237	1208					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1037	60	179	27	34	20	15	35	29	47	51	4	8	22	19	13	12	12	6	24	14	30	27	31	34	107	28	139	10					
6	Число погашенных избирательных бюллетеней	18653	726	615	749	568	763	786	727	733	811	727	601	801	581	767	777	831	605	395	756	683	809	675	575	683	611	662	624	12					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1035	60	179	27	34	20	15	35	29	47	51	4	8	22	19	13	12	12	6	24	14	30	27	30	34	107	28	138	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34572	1312	1406	1322	1394	1215	1299	1334	1335	1142	1216	1095	1189	1095	1212	1308	1254	1183	699	1320	1303	1455	1194	1091	1277	1374	1107	1235	1206					
9	Число недействительных избирательных бюллетеней	615	25	36	22	17	15	21	27	18	9	20	17	30	23	15	25	23	17	7	29	18	18	18	27	28	25	18	24	43					
10	Число действительных избирательных бюллетеней	34992	1347	1549	1327	1411	1220	1293	1342	1346	1180	1247	1082	1167	1094	1216	1296	1243	1178	698	1315	1299	1467	1203	1094	1283	1456	1117	1349	1173					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1445	50	50	50	50	50	50	50	50	50	70	50	50	50	50	50	50	50	50	50	60	65	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1123	27	24	39	43	26	41	24	36	44	66	47	47	27	28	50	39	43	37	45	58	61	34	40	45	40	27	49	36					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1015	10	46	9	11	8	16	17	19	19	14	31	10	10	6	19	15	26	15	16	10	12	15	16	23	20	23	76	503					
