Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Дубненская городская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456					
1	"Число избирателей, внесенных в список избирателей"	55754	2104	2152	2059	2034	2072	1990	2039	2080	2194	2284	2083	2046	1894	1956	1984	2022	1787	1706	2043	2294	2233	2186	1713	2031	1951	1845	2028	944					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	53600	2100	2000	2000	2000	2000	1900	2000	2000	2200	2100	2000	1900	1900	1900	1900	2000	1700	1600	2000	2200	2200	2100	1600	2000	1900	1800	1800	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31245	1122	1178	1235	1237	1175	1141	1085	1222	1152	1247	1108	1121	1084	1038	1134	1163	980	943	1165	1340	1293	1201	997	1134	1124	985	1076	565					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	819	42	142	33	28	21	16	26	34	33	39	21	4	13	28	10	9	18	13	23	17	34	16	28	23	36	31	73	8					
6	Число погашенных избирательных бюллетеней	21525	936	680	732	735	804	743	889	744	1015	810	871	775	803	830	756	827	702	644	812	841	873	883	575	843	740	784	651	227					
7	Число избирательных бюллетеней в переносных ящиках для голосования	819	42	142	33	28	21	16	26	34	33	39	21	4	13	28	10	9	18	13	23	17	34	16	28	23	36	31	73	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31066	1117	1178	1199	1237	1156	1127	1079	1219	1145	1247	1106	1121	1083	1033	1131	1162	978	943	1154	1338	1279	1201	969	1131	1120	981	1067	565					
9	Число недействительных избирательных бюллетеней	839	26	40	29	25	36	37	28	24	36	26	26	26	44	25	27	33	31	27	27	36	24	28	33	39	28	28	38	12					
10	Число действительных избирательных бюллетеней	31046	1133	1280	1203	1240	1141	1106	1077	1229	1142	1260	1101	1099	1052	1036	1114	1138	965	929	1150	1319	1289	1189	964	1115	1128	984	1102	561					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	955	30	30	40	50	30	30	30	30	40	40	40	30	40	30	30	40	30	30	45	30	30	30	40	30	30	30	40	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	701	15	16	30	38	23	24	22	22	28	33	32	28	30	12	27	34	18	21	35	30	24	21	28	30	15	20	31	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	536	6	27	12	10	16	17	7	22	15	26	20	31	14	5	19	7	9	21	19	19	25	28	24	33	21	21	37	25					
14	Число погашенных неиспользованных открепительных удостоверений	254	15	14	10	12	7	6	8	8	12	7	8	2	10	18	3	6	12	9	10	0	6	9	12	0	15	10	9	16					
