Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    район Новокосино 																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1082	УИК №1083	УИК №1084	УИК №1085	УИК №1086	УИК №1087	УИК №1088	УИК №1089	УИК №1090	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108					
1	"Число избирателей, внесенных в список избирателей"	62725	2789	2726	2435	370	2391	2490	2257	2585	2469	2475	2451	2211	2134	2162	2216	2607	2465	2464	2554	2480	2002	2062	2706	2620	2040	2250	2314					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50350	2200	2200	1900	250	1900	2000	1800	2100	2000	1950	1950	1750	1700	1700	1750	2000	2000	2000	2000	2000	1600	1650	2100	2100	2100	1800	1850					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	38098	1795	2026	1627	207	1158	1296	1438	1695	1704	1847	1864	1352	1014	978	1416	1406	1605	1622	1169	1472	1259	1304	1470	1186	1132	1474	1582					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	610	24	20	26	3	18	18	26	34	10	24	20	28	23	17	14	16	27	50	16	25	18	19	60	18	17	17	22					
6	Число погашенных избирательных бюллетеней	11640	381	154	247	40	724	686	336	371	286	79	64	370	663	705	320	578	368	328	815	503	323	327	570	896	951	309	246					
7	Число избирательных бюллетеней в переносных ящиках для голосования	610	24	20	26	3	18	18	26	34	10	24	20	28	23	17	14	16	27	50	16	25	18	19	60	18	17	17	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	38032	1788	2026	1624	207	1137	1295	1430	1695	1704	1845	1862	1352	1011	976	1416	1406	1605	1622	1169	1466	1259	1304	1470	1183	1124	1474	1582					
9	Число недействительных избирательных бюллетеней	774	24	31	29	5	23	22	19	16	15	21	23	85	30	28	58	30	36	3	25	31	30	30	87	22	17	17	17					
10	Число действительных избирательных бюллетеней	37868	1788	2015	1621	205	1132	1291	1437	1713	1699	1848	1859	1295	1004	965	1372	1392	1596	1669	1160	1460	1247	1293	1443	1179	1124	1474	1587					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1551	51	62	51	15	68	65	66	66	51	76	51	51	51	51	36	58	68	50	46	66	61	61	71	56	71	71	61					
