Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    район Новокосино 																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1091	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113					
1	"Число избирателей, внесенных в списки избирателей"	61714	2983	2035	2487	2894	2783	2654	2206	2797	2772	2566	2783	2617	1238	2828	2909	2913	3042	2813	2897	2973	2886	2791	2847					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50050	2350	1650	2100	2200	2250	2200	1800	2300	2200	2100	2300	2150	1000	2300	2350	2400	2400	2350	2300	2450	2350	2200	2350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	31704	1470	993	1313	1453	1426	1411	1174	1460	1302	1333	1458	1367	677	1547	1435	1398	1525	1485	1510	1495	1427	1481	1564					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	591	35	17	31	35	29	13	20	23	35	14	28	16	21	22	36	28	19	39	40	17	19	32	22					
6	Число погашенных избирательных бюллетеней	17755	845	640	756	712	795	776	606	817	863	753	814	767	302	731	879	974	856	826	750	938	904	687	764					
7	Число избирательных бюллетеней в переносных ящиках для голосования	591	35	17	31	35	29	13	20	23	35	14	28	16	21	22	36	28	19	39	40	17	19	32	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31595	1462	993	1313	1448	1426	1411	1172	1460	1302	1333	1458	1363	677	1547	1429	1394	1525	1485	1510	1495	1427	1481	1484					
9	Число недействительных избирательных бюллетеней	469	16	20	6	23	10	21	18	15	16	18	21	18	19	20	42	22	21	45	23	14	22	16	23					
10	Число действительных избирательных бюллетеней	31717	1481	990	1338	1460	1445	1403	1174	1468	1321	1329	1465	1361	679	1549	1423	1400	1523	1479	1527	1498	1424	1497	1483					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1526	70	50	70	70	50	70	70	70	70	70	78	58	40	70	50	70	71	69	70	76	64	80	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1440	64	44	67	70	50	68	70	62	64	70	77	58	19	70	50	70	71	53	54	76	64	79	70					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	955	33	41	63	111	59	34	22	46	49	26	26	31	67	28	15	15	48	25	36	20	21	104	35					
14	Число погашенных неиспользованных открепительных удостоверений	86	6	6	3	0	0	2	0	8	6	0	1	0	21	0	0	0	0	16	16	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	73	5	4	3	3	1	3	4	3	8	6	3	0	1	1	0	3	2	1	5	4	6	0	7					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	967	41	23	38	51	32	44	29	48	38	49	37	59	23	42	32	64	42	41	53	43	54	42	42					
		3.00%	2.74%	2.28%	2.83%	3.44%	2.20%	3.09%	2.43%	3.24%	2.84%	3.64%	2.49%	4.28%	3.30%	2.68%	2.18%	4.50%	2.72%	2.69%	3.42%	2.84%	3.73%	2.78%	2.79%					
19	2.Всероссийская политическая партия «Гражданская Сила»	839	38	41	37	44	34	31	37	36	38	37	34	47	18	48	34	35	25	36	32	41	39	30	47					
		2.61%	2.54%	4.06%	2.75%	2.97%	2.34%	2.18%	3.10%	2.43%	2.84%	2.75%	2.29%	3.41%	2.58%	3.06%	2.32%	2.46%	1.62%	2.36%	2.06%	2.71%	2.70%	1.98%	3.12%					
20	3.Политическая партия «Демократическая партия России»	63	1	0	2	2	5	1	1	5	4	4	7	2	1	3	3	5	4	1	3	4	2	2	1					
		0.20%	0.07%	0.00%	0.15%	0.13%	0.34%	0.07%	0.08%	0.34%	0.30%	0.30%	0.47%	0.15%	0.14%	0.19%	0.20%	0.35%	0.26%	0.07%	0.19%	0.26%	0.14%	0.13%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3838	173	80	178	142	162	175	177	151	173	194	212	195	72	202	176	156	143	233	194	189	138	151	172					
		11.92%	11.56%	7.92%	13.24%	9.58%	11.13%	12.29%	14.85%	10.18%	12.94%	14.40%	14.27%	14.14%	10.32%	12.87%	12.01%	10.97%	9.26%	15.29%	12.52%	12.50%	9.54%	9.98%	11.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	639	30	15	28	36	25	27	28	32	38	25	23	33	13	21	15	28	21	35	32	30	25	35	44					
		1.99%	2.00%	1.49%	2.08%	2.43%	1.72%	1.90%	2.35%	2.16%	2.84%	1.86%	1.55%	2.39%	1.86%	1.34%	1.02%	1.97%	1.36%	2.30%	2.06%	1.98%	1.73%	2.31%	2.92%					
23	6.Политическая партия «Партия социальной справедливости»	140	8	8	8	4	6	7	7	3	7	8	7	7	0	5	3	6	5	5	8	7	9	3	9					
		0.43%	0.53%	0.79%	0.60%	0.27%	0.41%	0.49%	0.59%	0.20%	0.52%	0.59%	0.47%	0.51%	0.00%	0.32%	0.20%	0.42%	0.32%	0.33%	0.52%	0.46%	0.62%	0.20%	0.60%					
24	7.Политическая партия «Либерально-демократическая партия России»	2828	121	86	119	118	135	114	108	142	130	123	133	113	65	121	131	107	153	118	122	129	165	143	132					
		8.79%	8.08%	8.51%	8.85%	7.96%	9.28%	8.01%	9.06%	9.58%	9.72%	9.13%	8.95%	8.19%	9.31%	7.71%	8.94%	7.52%	9.91%	7.74%	7.87%	8.53%	11.41%	9.45%	8.76%					
