Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Ломоносовская N 9																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021					
1	"Число избирателей, внесенных в списки избирателей"	30572	2474	1885	1768	1714	1722	1951	1566	1824	2068	2682	2486	2096	2387	1398	1800	751					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26500	2000	1500	1500	1500	1500	1500	1500	2000	2000	2500	2000	2000	2000	1000	1500	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16669	1330	1019	944	959	985	1016	857	1024	1162	1413	1278	1239	1234	747	1120	342					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	534	52	37	36	35	22	40	23	31	37	31	50	14	17	33	31	45					
6	Число погашенных избирательных бюллетеней	9297	618	444	520	506	493	444	620	945	801	1056	672	747	749	220	349	113					
7	Число избирательных бюллетеней в переносных ящиках для голосования	534	52	37	36	35	22	40	23	31	37	31	50	14	17	33	31	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16661	1327	1019	944	957	985	1016	856	1024	1162	1413	1278	1239	1232	747	1120	342					
9	Число недействительных избирательных бюллетеней	139	11	10	13	10	4	11	3	9	10	8	14	11	7	6	11	1					
10	Число действительных избирательных бюллетеней	17056	1368	1046	967	982	1003	1045	876	1046	1189	1436	1314	1242	1242	774	1140	386					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	737	61	48	46	52	50	42	27	54	50	56	46	54	48	56	30	17					
