Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Забайкальская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552					
1	"Число избирателей, внесенных в список избирателей"	15515	2976	1694	2227	1648	925	928	1084	867	914	494	23	122	514	378	721					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15073	2755	1666	2089	1663	930	943	1127	723	897	505	23	126	533	407	686					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7538	1617	845	1116	672	418	352	469	537	438	261	16	74	233	171	319					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	417	32	21	38	16	21	54	19	9	75	34	3	4	23	8	60					
6	Число погашенных избирательных бюллетеней	7118	1106	800	935	975	491	537	639	177	384	210	4	48	277	228	307					
7	Число избирательных бюллетеней в переносных ящиках для голосования	417	32	21	38	16	21	54	19	9	75	34	3	4	23	8	60					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7538	1617	845	1116	672	418	352	469	537	438	261	16	74	233	171	319					
9	Число недействительных избирательных бюллетеней	123	23	23	22	14	5	9	6	6	7	3	0	1	3	0	1					
10	Число действительных избирательных бюллетеней	7832	1626	843	1132	674	434	397	482	540	506	292	19	77	253	179	378					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	427	70	25	30	20	30	15	39	55	20	20	5	5	23	35	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	334	58	22	22	11	30	12	38	39	12	12	1	1	19	25	32					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	420	120	82	80	12	18	12	6	39	10	5	3	2	10	3	18					
14	Число погашенных неиспользованных открепительных удостоверений	93	12	3	8	9	0	3	1	16	8	8	4	4	4	10	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	3	1	0	0	0	2	2	3	0	0	2	0	2	6					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	989	217	147	144	90	41	39	58	63	45	34	1	8	30	30	42					
		12.43%	13.16%	16.97%	12.48%	13.08%	9.34%	9.61%	11.89%	11.54%	8.77%	11.53%	5.26%	10.26%	11.72%	16.76%	11.08%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1752	355	219	330	167	89	66	116	92	87	48	5	20	45	48	65					
		22.02%	21.53%	25.29%	28.60%	24.27%	20.27%	16.26%	23.77%	16.85%	16.96%	16.27%	26.32%	25.64%	17.58%	26.82%	17.15%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	14	7	7	9	2	2	1	10	0	1	0	1	0	1	4					
		0.74%	0.85%	0.81%	0.61%	1.31%	0.46%	0.49%	0.20%	1.83%	0.00%	0.34%	0.00%	1.28%	0.00%	0.56%	1.06%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1444	348	177	165	115	131	63	89	50	65	69	1	8	54	33	76					
		18.15%	21.10%	20.44%	14.30%	16.72%	29.84%	15.52%	18.24%	9.16%	12.67%	23.39%	5.26%	10.26%	21.09%	18.44%	20.05%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	104	36	18	15	8	2	4	3	8	4	0	0	2	1	1	2					
		1.31%	2.18%	2.08%	1.30%	1.16%	0.46%	0.99%	0.61%	1.47%	0.78%	0.00%	0.00%	2.56%	0.39%	0.56%	0.53%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3453	647	268	466	284	165	223	213	316	304	140	12	38	122	66	189					
		43.41%	39.24%	30.95%	40.38%	41.28%	37.59%	54.93%	43.65%	57.88%	59.26%	47.46%	63.16%	48.72%	47.66%	36.87%	49.87%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	31	9	7	5	1	4	0	2	1	1	0	0	0	1	0	0					
		0.39%	0.55%	0.81%	0.43%	0.15%	0.91%	0.00%	0.41%	0.18%	0.19%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
