Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Большесельская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414					
1	"Число избирателей, внесенных в списки избирателей"	8010	2058	437	905	489	261	1703	344	138	270	186	180	136	427	233	243					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8456	2093	500	920	553	304	1786	342	157	332	196	171	149	466	225	262					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4322	1250	291	472	254	150	832	137	76	149	102	83	69	257	112	88					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1232	115	27	98	134	87	218	86	45	81	40	43	38	87	48	85					
6	Число погашенных избирательных бюллетеней	2902	728	182	350	165	67	736	119	36	102	54	45	42	122	65	89					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1232	115	27	98	134	87	218	86	45	81	40	43	38	87	48	85					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4322	1250	291	472	254	150	832	137	76	149	102	83	69	257	112	88					
9	Число недействительных избирательных бюллетеней	43	9	1	4	5	1	8	1	3	3	1	0	1	3	2	1					
10	Число действительных избирательных бюллетеней	5511	1356	317	566	383	236	1042	222	118	227	141	126	106	341	158	172					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	316	33	10	20	33	22	35	28	15	20	15	15	15	25	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	250	30	1	10	33	22	30	8	15	20	13	9	15	25	15	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	153	51	6	11	13	3	16	13	7	3	4	4	2	7	6	7					
14	Число погашенных неиспользованных открепительных удостоверений	66	3	9	10	0	0	5	20	0	0	2	6	0	0	0	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	311	108	12	14	14	14	76	7	7	10	8	4	1	29	6	1					
		5.60%	7.91%	3.77%	2.46%	3.61%	5.91%	7.24%	3.14%	5.79%	4.35%	5.63%	3.17%	0.93%	8.43%	3.75%	0.58%					
19	2.Всероссийская политическая партия «Гражданская Сила»	20	6	0	2	1	0	4	0	0	2	0	0	1	1	1	2					
		0.36%	0.44%	0.00%	0.35%	0.26%	0.00%	0.38%	0.00%	0.00%	0.87%	0.00%	0.00%	0.93%	0.29%	0.63%	1.16%					
20	3.Политическая партия «Демократическая партия России»	3	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0					
		0.05%	0.00%	0.00%	0.18%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	402	122	48	29	16	12	60	16	14	11	5	0	4	48	4	13					
		7.24%	8.94%	15.09%	5.09%	4.12%	5.06%	5.71%	7.17%	11.57%	4.78%	3.52%	0.00%	3.74%	13.95%	2.50%	7.51%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	4	0	1	0	0	1	0	0	2	1	1	0	0	1	1					
