Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Партизанская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1797	УИК №1798	УИК №1799					
1	"Число избирателей, внесенных в списки избирателей"	8472	278	108	644	382	132	810	63	57	202	244	131	65	334	206	239	476	491	162	2024	911	513					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	8334	292	103	600	350	132	780	63	57	212	260	131	61	355	217	240	490	470	171	2000	850	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4989	203	87	344	210	97	496	57	53	125	126	108	40	219	91	137	296	352	119	1088	444	297					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	749	16	2	94	88	15	55	0	3	39	43	20	12	37	63	44	44	14	12	73	30	45					
6	Число погашенных избирательных бюллетеней	2596	73	14	162	52	20	229	6	1	48	91	3	9	99	63	59	150	104	40	839	376	158					
7	Число избирательных бюллетеней в переносных ящиках для голосования	749	16	2	94	88	15	55	0	3	39	43	20	12	37	63	44	44	14	12	73	30	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4987	203	87	344	210	97	496	57	53	125	126	108	40	219	91	137	296	352	119	1086	444	297					
9	Число недействительных избирательных бюллетеней	52	1	2	1	3	0	9	0	1	1	0	1	0	4	3	0	0	2	3	13	4	4					
10	Число действительных избирательных бюллетеней	5684	218	87	437	295	112	542	57	55	163	169	127	52	252	151	181	340	364	128	1146	470	338					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	150	7	3	4	6	0	13	0	0	4	8	4	0	11	13	6	8	8	5	32	10	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	150	7	3	4	6	0	13	0	0	4	8	4	0	11	13	6	8	8	5	32	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	61	4	1	3	7	1	3	1	1	1	0	1	1	3	1	4	1	12	1	12	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	153	12	3	12	5	3	23	1	1	6	10	7	0	3	0	4	11	6	1	33	6	6					
		2.67%	5.48%	3.37%	2.74%	1.68%	2.68%	4.17%	1.75%	1.79%	3.66%	5.92%	5.47%	0.00%	1.17%	0.00%	2.21%	3.24%	1.64%	0.76%	2.85%	1.27%	1.75%					
