Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Сосновская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1878	УИК №1879	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15382	742	718	1215	801	849	579	746	750	467	444	420	154	114	332	203	325	604	402	525	162	107	438	191	93	314	310	151	258	253	374	306	274	254	461	319	370	357									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15340	750	720	1230	800	840	580	750	750	460	440	420	150	110	330	200	320	620	410	530	160	110	430	190	90	310	310	150	250	240	370	300	280	250	460	310	360	360									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7460	274	388	476	404	255	395	309	290	221	264	179	87	51	124	117	126	268	241	418	111	29	255	137	37	192	201	84	176	76	216	158	163	72	172	145	186	163									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2152	33	103	13	65	171	38	50	25	154	86	32	21	23	38	42	25	74	79	28	22	62	31	4	38	12	28	23	34	78	94	129	35	91	88	40	84	159									
6	Число погашенных избирательных бюллетеней	5728	443	229	741	331	414	147	391	435	85	90	209	42	36	168	41	169	278	90	84	27	19	144	49	15	106	81	43	40	86	60	13	82	87	200	125	90	38									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2152	33	103	13	65	171	38	50	25	154	86	32	21	23	38	42	25	74	79	28	22	62	31	4	38	12	28	23	34	78	94	129	35	91	88	40	84	159									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7460	274	388	476	404	255	395	309	290	221	264	179	87	51	124	117	126	268	241	418	111	29	255	137	37	192	201	84	176	76	216	158	163	72	172	145	186	163									
9	Число недействительных избирательных бюллетеней	66	4	26	0	0	0	0	3	4	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	8	0	0	6	0	1	0	3	2	0									
10	Число действительных избирательных бюллетеней	9546	303	465	489	469	426	433	356	311	375	350	205	108	73	162	159	151	341	320	446	133	91	286	141	75	203	229	107	202	154	310	281	198	162	260	182	268	322									
