Выборы Президента Российской Федерации																																																																	
Дата голосования: 02.03.2008																																																																	
																																																																	
Наименование Избирательной комиссии:    Туапсинская районная																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
	Число участковых избирательных комиссий	58																																																															
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	58																																																															
																																																																	
		Сумма	УИК №5301	УИК №5302	УИК №5303	УИК №5304	УИК №5305	УИК №5306	УИК №5307	УИК №5308	УИК №5309	УИК №5310	УИК №5311	УИК №5312	УИК №5313	УИК №5314	УИК №5315	УИК №5316	УИК №5317	УИК №5318	УИК №5319	УИК №5320	УИК №5321	УИК №5322	УИК №5323	УИК №5324	УИК №5325	УИК №5326	УИК №5327	УИК №5328	УИК №5329	УИК №5330	УИК №5331	УИК №5332	УИК №5333	УИК №5334	УИК №5335	УИК №5336	УИК №5337	УИК №5338	УИК №5339	УИК №5340	УИК №5341	УИК №5342	УИК №5343	УИК №5344	УИК №5345	УИК №5346	УИК №5347	УИК №5348	УИК №5349	УИК №5350	УИК №5351	УИК №5352	УИК №5353	УИК №5354	УИК №5355	УИК №5356	УИК №5357	УИК №5358					
1	"Число избирателей, включенных в списки избирателей"	40822	510	1300	382	411	637	1322	835	716	798	709	1167	2223	2055	1802	266	751	1737	448	1041	1384	1355	1487	1183	958	989	156	468	381	343	81	126	470	430	1187	785	986	175	156	817	531	83	658	259	350	172	65	944	136	102	165	352	568	525	579	476	487	603	740					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41661	506	1305	394	447	547	1423	923	620	807	706	1159	2268	2250	1882	315	830	1901	457	1051	1385	1333	1506	1192	961	1015	131	454	375	338	87	140	429	441	1207	796	997	182	160	830	530	85	647	265	353	160	61	944	131	102	174	354	598	539	581	473	491	611	812					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	32249	430	927	328	371	405	1028	646	517	675	473	1092	1788	1323	1297	226	648	1301	391	813	1050	1108	1229	1126	629	786	120	328	255	214	76	104	389	347	903	723	939	167	123	770	409	83	549	175	282	130	54	708	125	91	130	285	410	421	546	408	338	394	646					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3849	30	150	43	24	127	39	30	103	52	144	29	57	377	201	22	48	131	45	71	85	48	78	30	118	72	11	74	60	59	3	22	16	34	188	27	41	0	30	35	107	0	87	45	34	27	5	158	4	6	20	52	103	68	32	35	102	193	17					
6	Число погашенных избирательных бюллетеней	5563	46	228	23	52	15	356	247	0	80	89	38	423	550	384	67	134	469	21	167	250	177	199	36	214	157	0	52	60	65	8	14	24	60	116	46	17	15	7	25	14	2	11	45	37	3	2	78	2	5	24	17	85	50	3	30	51	24	149					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3849	30	150	43	24	127	39	30	103	52	144	29	57	377	201	22	48	131	45	71	85	48	78	30	118	72	11	74	60	59	3	22	16	34	188	27	41	0	30	35	107	0	87	45	34	27	5	158	4	6	20	52	103	68	32	35	102	193	17					
8	Число бюллетеней в стационарных ящиках для голосования	32243	430	927	328	371	405	1022	646	517	675	473	1092	1788	1323	1297	226	648	1301	391	813	1050	1108	1229	1126	629	786	120	328	255	214	76	104	389	347	903	723	939	167	123	770	409	83	549	175	282	130	54	708	125	91	130	285	410	421	546	408	338	394	646					
9	Число недействительных избирательных бюллетеней	463	0	0	0	0	0	16	24	5	4	3	15	16	14	26	0	19	15	0	8	0	25	54	0	29	10	10	22	16	31	0	0	0	18	9	7	16	0	0	8	3	0	11	8	2	2	0	2	0	0	0	3	0	3	0	3	0	6	0					
10	Число действительных избирательных бюллетеней	35629	460	1077	371	395	532	1045	652	615	723	614	1106	1829	1686	1472	248	677	1417	436	876	1135	1131	1253	1156	718	848	121	380	299	242	79	126	405	363	1082	743	964	167	153	797	513	83	625	212	314	155	59	864	129	97	150	334	513	486	578	440	440	581	663					
11	Число полученных открепительных  удостоверений	594	5	10	15	10	15	15	10	9	15	9	30	20	20	15	5	10	15	5	10	10	20	20	5	15	15	5	10	10	10	5	5	10	10	15	15	10	3	3	10	10	3	6	6	5	5	5	7	5	5	10	10	15	15	4	10	4	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	594	5	10	15	10	15	15	10	9	15	9	30	20	20	15	5	10	15	5	10	10	20	20	5	15	15	5	10	10	10	5	5	10	10	15	15	10	3	3	10	10	3	6	6	5	5	5	7	5	5	10	10	15	15	4	10	4	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	471	3	3	2	6	7	15	1	18	16	13	16	17	12	11	0	6	15	104	7	8	11	11	5	13	9	10	9	5	4	2	2	3	1	0	15	3	0	0	11	0	4	3	0	6	15	4	15	2	0	0	4	3	5	3	5	0	3	5					
