Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Район Фили-Давыдково																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685					
1	"Число избирателей, внесенных в списки"	65576	2536	422	2002	2144	2108	2129	2748	2829	2579	2514	2090	2440	2423	2471	2165	2681	2287	2464	2096	2311	2229	2585	2556	2409	2540	2448	2725	2645					
2	"Число бюллетеней, полученных участковыми комиссиями"	60325	2300	425	1900	2000	2000	2000	2500	2500	2400	2300	1900	2200	2200	2300	2000	2500	2100	2300	1900	2100	2100	2400	2300	2200	2300	2300	2500	2400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	37136	1726	422	1145	1247	1195	1201	1506	1553	1389	1461	1240	1376	1275	1433	1033	1505	1366	1493	1220	1372	1253	1406	1398	1368	1353	1352	1416	1432					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1124	78	0	28	54	25	37	35	46	58	49	46	31	28	34	32	36	44	29	42	43	30	47	53	51	57	37	36	38					
6	Число погашенных бюллетеней	22065	496	3	727	699	780	762	959	901	953	790	614	793	897	833	935	959	690	778	638	685	817	947	849	781	890	911	1048	930					
7	Число бюллетеней в переносных ящиках для голосования	1122	78	0	28	54	25	37	35	46	58	49	46	31	26	34	32	36	44	29	42	43	30	47	53	51	57	37	36	38					
8	Число бюллетеней в стационарных ящиках для голосования	36900	1719	422	1114	1246	1190	1201	1506	1507	1387	1450	1229	1376	1271	1433	1033	1504	1357	1405	1218	1367	1251	1406	1394	1368	1353	1352	1416	1425					
9	Число недействительных бюллетеней	427	12	0	17	13	8	28	21	33	25	6	10	11	11	14	19	7	10	13	7	15	8	12	14	18	19	28	18	30					
10	Число действительных бюллетеней	37595	1785	422	1125	1287	1207	1210	1520	1520	1420	1493	1265	1396	1286	1453	1046	1533	1391	1421	1253	1395	1273	1441	1433	1401	1391	1361	1434	1433					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1787	65	5	65	65	65	65	65	65	65	65	65	65	65	65	65	65	92	65	65	65	65	65	65	65	65	65	65	65					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	795	48	0	25	32	26	30	32	20	40	22	26	35	27	30	17	34	34	28	24	33	31	21	26	32	32	27	26	37					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	495	24	0	10	26	10	23	27	10	19	19	16	24	10	17	19	17	17	13	14	15	21	18	27	30	20	16	17	16					
14	Число погашенных открепительных удостоверений	992	17	5	40	33	39	35	33	45	25	43	39	30	38	35	48	31	58	37	41	32	34	44	39	33	33	38	39	28					
15	Число открепительных удостоверений выданных ТИК	12	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	236	8	0	9	5	4	9	8	13	8	9	9	8	8	6	9	9	13	2	4	4	9	9	11	7	7	14	12	22					
		0.62%	0.44%	0.0%	0.78%	0.38%	0.32%	0.72%	0.51%	0.83%	0.55%	0.60%	0.70%	0.56%	0.61%	0.40%	0.84%	0.58%	0.92%	0.13%	0.31%	0.28%	0.70%	0.61%	0.76%	0.49%	0.49%	1.00%	0.82%	1.50%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2987	197	0	66	78	73	92	127	103	89	136	126	113	145	187	67	102	131	157	118	128	86	146	103	67	91	109	85	65					
		7.85%	10.96%	0.0%	5.77%	6.0%	6.00%	7.43%	8.24%	6.63%	6.15%	9.07%	9.88%	8.03%	11.17%	12.74%	6.29%	6.62%	9.35%	10.94%	9.36%	9.07%	6.71%	10.04%	7.11%	4.72%	6.45%	7.84%	5.85%	4.44%					
