Выборы Президента Российской Федерации																																																			
Дата голосования: 04.03.2012																																																			
																																																			
Наименование Избирательной комиссии:    Мокроусовская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	40																																																	
																																																			
		Сумма	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721									
1	Число избирателей, включенных в список избирателей	9931	259	455	642	627	245	504	280	337	224	236	127	132	209	81	144	280	303	311	48	336	118	537	63	288	153	327	152	282	102	141	58	388	85	71	299	180	273	299	278	57									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	10340	260	450	650	640	260	520	300	320	240	225	130	130	220	90	150	300	335	320	45	370	120	560	80	310	160	340	160	290	100	140	60	410	90	65	340	220	300	310	280	50									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	6612	164	299	397	396	181	327	193	222	160	148	96	89	156	58	102	214	243	177	33	235	79	357	36	192	93	225	101	185	74	85	39	233	58	49	213	122	161	205	175	40									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	850	19	13	42	35	16	23	19	51	13	11	20	23	28	2	16	25	34	31	4	19	6	31	3	20	23	26	24	16	5	23	7	51	2	4	23	46	46	32	15	3									
6	Число погашенных избирательных бюллетеней	2878	77	138	211	209	63	170	88	47	67	66	14	18	36	30	32	61	58	112	8	116	35	172	41	98	44	89	35	89	21	32	14	126	30	12	104	52	93	73	90	7									
7	Число избирательных бюллетеней в переносных ящиках для голосования	850	19	13	42	35	16	23	19	51	13	11	20	23	28	2	16	25	34	31	4	19	6	31	3	20	23	26	24	16	5	23	7	51	2	4	23	46	46	32	15	3									
