Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Змеиногорская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819					
1	"Число избирателей, внесенных в список избирателей"	18241	1233	1215	1158	1113	1159	1210	988	1263	187	1709	262	1043	161	94	178	607	94	148	342	120	721	138	127	1074	79	908	614	296					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	18352	1251	1225	1175	1117	1169	1217	954	1246	194	1733	264	1056	169	96	180	624	94	149	353	120	750	142	128	1099	79	850	617	301					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8411	487	445	409	527	560	478	463	464	121	977	174	507	79	67	89	310	62	77	160	72	382	79	61	491	49	388	277	156					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	750	15	95	51	63	60	15	33	85	8	47	4	45	6	3	7	14	0	0	29	8	38	2	4	42	4	32	17	23					
6	Число погашенных избирательных бюллетеней	9187	749	685	715	527	549	724	458	697	65	709	86	504	84	26	84	300	32	72	164	40	326	61	63	566	26	430	323	122					
7	Число избирательных бюллетеней в переносных ящиках для голосования	754	15	95	51	63	60	15	33	85	8	47	4	45	6	3	7	14	0	0	29	8	42	2	4	42	4	32	17	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8409	487	445	409	527	560	478	463	464	121	975	174	507	79	67	89	310	62	77	160	72	382	79	61	491	49	388	277	156					
9	Число недействительных избирательных бюллетеней	163	5	7	7	7	12	12	6	8	3	27	6	12	2	0	0	5	0	3	3	3	9	0	3	10	0	7	5	1					
10	Число действительных избирательных бюллетеней	9000	497	533	453	583	608	481	490	541	126	995	172	540	83	70	96	319	62	74	186	77	415	81	62	523	53	413	289	178					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	10	10	5	10	10	5	10	10	4	21	0	10	3	3	3	10	2	4	6	3	10	3	3	10	3	10	8	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	79	7	4	1	4	4	4	5	5	4	18	0	4	1	0	0	4	0	0	1	0	2	3	0	4	1	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	68	2	4	1	5	2	3	5	4	0	7	1	3	0	0	0	0	0	0	0	1	2	1	1	3	3	14	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	111	3	6	4	6	6	1	5	5	0	3	0	6	2	3	3	6	2	4	5	3	8	0	3	6	2	8	7	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	4	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
