Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Светлоярская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429					
1	"Число избирателей, внесенных в список"	28695	1512	1097	1854	877	1361	1526	1832	39	1341	907	2141	565	1349	1196	1171	400	167	1142	630	1163	270	215	1871	220	175	1827	1135	712					
2	Число полученных избирательных бюллетеней	29050	1525	1064	1891	908	1371	1582	1840	39	1267	924	2207	560	1362	1223	1175	407	168	1141	636	1263	283	231	1874	209	168	1860	1141	731					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	14197	768	547	885	506	738	762	909	36	575	484	910	244	626	574	624	223	98	581	306	636	106	140	927	112	78	917	513	372					
5	"Число избирательных бюллетеней, выданных вне помещения"	1254	32	31	30	107	9	52	22	0	17	40	79	47	28	61	101	18	2	28	73	63	60	19	124	49	29	34	75	24					
6	Число погашенных избирательных бюллетеней	13599	725	486	976	295	624	768	909	3	675	400	1218	269	708	588	450	166	68	532	257	564	117	72	823	48	61	909	553	335					
7	Число избирательных бюллетеней в переносных ящиках	1254	32	31	30	107	9	52	22	0	17	40	79	47	28	61	101	18	2	28	73	63	60	19	124	49	29	34	75	24					
8	Число бюллетеней в стационарных ящиках для голосования	14195	768	547	883	506	738	762	909	36	575	484	910	244	626	574	624	223	98	581	306	636	106	140	927	112	78	917	513	372					
9	Число недействительных избирательных бюллетеней	190	6	10	11	1	9	7	10	0	14	7	22	4	13	6	11	1	0	7	6	10	1	1	7	1	0	16	3	6					
10	Число действительных избирательных бюллетеней	15259	794	568	902	612	738	807	921	36	578	517	967	287	641	629	714	240	100	602	373	689	165	158	1044	160	107	935	585	390					
11	Число полученных открепительных  удостоверений	395	21	15	25	12	20	21	24	1	20	19	20	8	18	17	15	5	2	17	8	19	4	3	24	3	2	26	16	10					
12	Число выданных открепительных удостоверений	103	8	2	6	1	5	7	4	0	0	10	8	2	5	6	5	0	1	4	1	10	0	1	7	0	0	8	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	4	3	2	8	15	3	2	2	1	3	2	0	1	3	2	1	0	5	1	1	0	1	3	1	2	5	5	1					
14	Число неиспользованных открепительных удостоверений	292	13	13	19	11	15	14	20	1	20	9	12	6	13	11	10	5	1	13	7	9	4	2	17	3	2	18	16	8					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	464	21	9	22	17	31	27	44	1	22	18	49	6	16	12	13	5	2	27	5	13	2	0	15	7	5	43	28	4					
		3.00%	2.62%	1.56%	2.41%	2.77%	4.15%	3.32%	4.73%	2.78%	3.72%	3.44%	4.95%	2.06%	2.45%	1.89%	1.79%	2.07%	2.00%	4.43%	1.32%	1.86%	1.20%	0.00%	1.43%	4.35%	4.67%	4.52%	4.76%	1.01%					
19	. Малышкин Олег Александрович	354	21	15	9	13	20	11	19	0	22	12	25	2	11	10	12	8	6	11	15	18	6	1	19	9	2	19	23	15					
		2.29%	2.62%	2.60%	0.99%	2.12%	2.68%	1.35%	2.04%	0.00%	3.72%	2.29%	2.53%	0.69%	1.68%	1.57%	1.66%	3.32%	6.00%	1.81%	3.96%	2.58%	3.61%	0.63%	1.81%	5.59%	1.87%	2.00%	3.91%	3.79%					
20	. Миронов Сергей Михайлович	75	4	4	7	5	5	3	3	0	7	0	13	0	1	2	1	0	0	4	1	4	1	1	4	0	1	2	1	1					
		0.49%	0.50%	0.69%	0.77%	0.82%	0.67%	0.37%	0.32%	0.00%	1.18%	0.00%	1.31%	0.00%	0.15%	0.31%	0.14%	0.00%	0.00%	0.66%	0.26%	0.57%	0.60%	0.63%	0.38%	0.00%	0.93%	0.21%	0.17%	0.25%					
21	. Путин Владимир Владимирович	9940	521	357	588	385	445	586	605	31	364	347	536	218	414	357	460	183	70	361	206	470	143	121	710	105	57	609	417	274					
		64.34%	65.12%	61.76%	64.40%	62.81%	59.57%	71.99%	64.98%	86.11%	61.49%	66.22%	54.20%	74.91%	63.30%	56.22%	63.45%	75.93%	70.00%	59.28%	54.35%	67.24%	86.14%	76.10%	67.55%	65.22%	53.27%	64.04%	70.92%	69.19%					
22	. Хакамада Ирина Муцуовна	373	16	23	23	17	33	18	25	0	13	8	28	11	8	21	11	2	1	9	19	11	1	2	15	4	4	33	11	6					
		2.41%	2.00%	3.98%	2.52%	2.77%	4.42%	2.21%	2.69%	0.00%	2.20%	1.53%	2.83%	3.78%	1.22%	3.31%	1.52%	0.83%	1.00%	1.48%	5.01%	1.57%	0.60%	1.26%	1.43%	2.48%	3.74%	3.47%	1.87%	1.52%					
23	. Харитонов Николай Михайлович	3513	175	139	214	149	152	119	163	3	141	117	286	47	175	197	204	38	15	179	122	150	9	32	254	30	36	200	88	79					
		22.74%	21.88%	24.05%	23.44%	24.31%	20.35%	14.62%	17.51%	8.33%	23.82%	22.33%	28.92%	16.15%	26.76%	31.02%	28.14%	15.77%	15.00%	29.39%	32.19%	21.46%	5.42%	20.13%	24.17%	18.63%	33.64%	21.03%	14.97%	19.95%					
																																			
24	Против всех	540	36	21	39	26	52	43	62	1	9	15	30	3	16	30	13	4	6	11	5	23	3	1	27	5	2	29	17	11					
		3.50%	4.50%	3.63%	4.27%	4.24%	6.96%	5.28%	6.66%	2.78%	1.52%	2.86%	3.03%	1.03%	2.45%	4.72%	1.79%	1.66%	6.00%	1.81%	1.32%	3.29%	1.81%	0.63%	2.57%	3.11%	1.87%	3.05%	2.89%	2.78%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
