Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Юринская  																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527					
1	"Число избирателей, внесенных в списки"	9142	922	1456	1153	231	747	534	250	149	266	86	81	417	269	145	387	80	91	133	981	53	82	518	111					
2	"Число бюллетеней, полученных участковыми комиссиями"	9286	925	1465	1170	235	735	547	252	141	284	96	80	446	284	150	404	103	95	135	985	51	78	514	111					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4757	442	703	558	144	376	206	135	89	148	60	65	235	174	79	246	80	31	79	500	29	40	272	66					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	574	22	36	37	16	35	138	27	16	8	6	0	8	4	27	27	0	46	36	28	6	20	23	8					
6	Число погашенных бюллетеней	3955	461	726	575	75	324	203	90	36	128	30	15	203	106	44	131	23	18	20	457	16	18	219	37					
7	Число бюллетеней в переносных ящиках для голосования	574	22	36	37	16	35	138	27	16	8	6	0	8	4	27	27	0	46	36	28	6	20	23	8					
8	Число бюллетеней в стационарных ящиках для голосования	4757	442	703	558	144	376	206	135	89	148	60	65	235	174	79	246	80	31	79	500	29	40	272	66					
9	Число недействительных бюллетеней	93	10	8	5	0	4	4	6	2	7	4	1	3	3	3	5	1	1	0	14	0	6	4	2					
10	Число действительных бюллетеней	5238	454	731	590	160	407	340	156	103	149	62	64	240	175	103	268	79	76	115	514	35	54	291	72					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	190	20	25	25	5	10	5	5	5	5	5	5	10	5	5	5	5	5	5	15	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	48	3	17	7	0	6	1	1	1	1	0	0	0	0	1	4	0	0	1	1	0	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	45	2	6	3	0	3	4	0	0	2	0	1	3	1	3	1	3	2	4	4	0	1	1	1					
14	Число погашенных открепительных удостоверений	142	17	8	18	5	4	4	4	4	4	5	5	10	5	4	1	5	5	4	14	5	5	1	5					
15	Число открепительных удостоверений выданных ТИК	8	1	1	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	73	8	8	2	10	3	6	3	0	1	0	0	5	3	2	8	0	0	2	9	2	0	0	1					
		1.36%	1.72%	1.08%	0.33%	6.25%	0.72%	1.74%	1.85%	0.0%	0.64%	0.0%	0.0%	2.05%	1.68%	1.88%	2.93%	0.0%	0.0%	1.73%	1.70%	5.71%	0.0%	0.0%	1.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	67	7	15	11	5	6	6	1	1	0	0	0	1	1	0	0	0	3	1	6	0	0	2	1					
		1.25%	1.50%	2.02%	1.84%	3.12%	1.45%	1.74%	0.61%	0.95%	0.0%	0.0%	0.0%	0.41%	0.56%	0.0%	0.0%	0.0%	3.89%	0.86%	1.13%	0.0%	0.0%	0.67%	1.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	115	10	23	11	4	9	4	4	1	4	4	1	6	8	2	3	0	1	1	11	0	1	5	2					
		2.15%	2.15%	3.11%	1.84%	2.5%	2.18%	1.16%	2.46%	0.95%	2.56%	6.06%	1.53%	2.46%	4.49%	1.88%	1.09%	0.0%	1.29%	0.86%	2.08%	0.0%	1.66%	1.69%	2.70%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	80	6	6	8	2	4	1	2	1	2	1	0	8	4	1	4	0	4	0	20	0	2	2	2					
		1.50%	1.29%	0.81%	1.34%	1.25%	0.97%	0.29%	1.23%	0.95%	1.28%	1.51%	0.0%	3.29%	2.24%	0.94%	1.46%	0.0%	5.19%	0.0%	3.78%	0.0%	3.33%	0.67%	2.70%					
22	"5. ""За Русь Святую"""	24	1	1	5	0	1	2	1	1	0	1	0	0	0	0	1	1	1	0	6	0	0	2	0					
		0.45%	0.21%	0.13%	0.84%	0.0%	0.24%	0.58%	0.61%	0.95%	0.0%	1.51%	0.0%	0.0%	0.0%	0.0%	0.36%	1.25%	1.29%	0.0%	1.13%	0.0%	0.0%	0.67%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	1	1	2	0	2	0	2	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0					
		0.22%	0.21%	0.13%	0.33%	0.0%	0.48%	0.0%	1.23%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	18	1	2	2	2	1	1	1	0	1	1	0	0	0	0	0	1	0	0	4	0	0	1	0					
		0.33%	0.21%	0.27%	0.33%	1.25%	0.24%	0.29%	0.61%	0.0%	0.64%	1.51%	0.0%	0.0%	0.0%	0.0%	0.0%	1.25%	0.0%	0.0%	0.75%	0.0%	0.0%	0.33%	0.0%					
25	"8. ""Народно-республиканская партия России"""	19	0	0	0	0	2	1	0	1	4	0	4	0	0	0	1	0	0	3	1	1	0	1	0					
		0.35%	0.0%	0.0%	0.0%	0.0%	0.48%	0.29%	0.0%	0.95%	2.56%	0.0%	6.15%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	2.60%	0.18%	2.85%	0.0%	0.33%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	0	1	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0					
		0.24%	0.0%	0.13%	0.16%	0.62%	0.72%	0.0%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.56%	0.0%	1.66%	0.33%	0.0%					
27	"10. ""Аграрная партия России"""	136	9	14	18	3	23	8	3	1	2	2	2	11	4	6	5	3	3	2	12	0	1	4	0					
		2.55%	1.93%	1.89%	3.02%	1.87%	5.59%	2.32%	1.85%	0.95%	1.28%	3.03%	3.07%	4.52%	2.24%	5.66%	1.83%	3.75%	3.89%	1.73%	2.27%	0.0%	1.66%	1.35%	0.0%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	27	1	3	5	3	1	3	1	0	2	0	0	0	0	2	1	0	0	0	3	0	0	2	0					
		0.50%	0.21%	0.40%	0.84%	1.87%	0.24%	0.87%	0.61%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	1.88%	0.36%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.67%	0.0%					
30	"13. ""Демократическая партия России"""	41	12	1	4	0	1	17	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	1					
		0.76%	2.58%	0.13%	0.67%	0.0%	0.24%	4.94%	0.61%	0.0%	0.0%	0.0%	0.0%	0.82%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	1.35%					
31	"14. ""Великая Россия - Евразийский Союз"""	18	0	2	2	0	2	0	1	1	1	2	0	1	0	1	1	0	1	0	1	0	0	0	2					
		0.33%	0.0%	0.27%	0.33%	0.0%	0.48%	0.0%	0.61%	0.95%	0.64%	3.03%	0.0%	0.41%	0.0%	0.94%	0.36%	0.0%	1.29%	0.0%	0.18%	0.0%	0.0%	0.0%	2.70%					
32	"15. ""Партия СЛОН"""	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0					
		0.07%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	247	14	42	37	12	22	10	6	2	6	6	0	22	4	3	9	5	2	2	35	0	1	7	0					
		4.63%	3.01%	5.68%	6.21%	7.5%	5.35%	2.90%	3.70%	1.90%	3.84%	9.09%	0.0%	9.05%	2.24%	2.83%	3.29%	6.25%	2.59%	1.73%	6.62%	0.0%	1.66%	2.37%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	1	2	2	0	2	2	0	1	2	1	0	1	0	0	1	0	0	0	1	1	0	3	0					
		0.37%	0.21%	0.27%	0.33%	0.0%	0.48%	0.58%	0.0%	0.95%	1.28%	1.51%	0.0%	0.41%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.18%	2.85%	0.0%	1.01%	0.0%					
35	"18. ""ЛДПР"""	746	101	112	99	34	80	40	29	20	12	7	3	11	11	7	24	5	8	9	79	5	5	34	11					
		13.99%	21.76%	15.15%	16.63%	21.25%	19.46%	11.62%	17.90%	19.04%	7.69%	10.60%	4.61%	4.52%	6.17%	6.60%	8.79%	6.25%	10.38%	7.82%	14.96%	14.28%	8.33%	11.52%	14.86%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	155	11	20	12	7	9	16	0	1	2	4	2	8	7	3	6	2	8	13	12	0	0	8	4					
