Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																					
Дата голосования: 02.12.2007																																																					
																																																					
Наименование Избирательной комиссии:    Ичалковская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320					
1	"Число избирателей, внесенных в списки избирателей"	16744	378	189	295	303	508	586	560	569	519	534	613	500	277	528	521	528	539	425	112	257	141	250	230	639	600	644	634	394	547	343	105	178	358	147	251	206	56	131	218	361	346	205	307	159	165	388					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16676	378	189	295	298	509	577	555	565	509	530	613	495	278	530	520	530	535	428	112	258	141	247	228	625	600	640	620	400	542	353	105	178	360	145	250	202	55	128	219	362	345	204	305	164	165	389					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15282	335	172	259	284	451	544	497	520	444	468	579	428	258	499	488	491	495	412	88	230	141	214	169	528	541	605	605	352	534	326	105	155	296	120	250	190	54	128	213	355	312	194	280	151	153	369					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1325	40	17	36	13	56	33	58	45	65	58	34	64	19	28	29	37	40	12	24	27	0	33	59	97	59	35	11	37	8	16	0	23	62	25	0	12	1	0	4	5	33	9	25	7	12	17					
6	Число погашенных избирательных бюллетеней	69	3	0	0	1	2	0	0	0	0	4	0	3	1	3	3	2	0	4	0	1	0	0	0	0	0	0	4	11	0	11	0	0	2	0	0	0	0	0	2	2	0	1	0	6	0	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1325	40	17	36	13	56	33	58	45	65	58	34	64	19	28	29	37	40	12	24	27	0	33	59	97	59	35	11	37	8	16	0	23	62	25	0	12	1	0	4	5	33	9	25	7	12	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15282	335	172	259	284	451	544	497	520	444	468	579	428	258	499	488	491	495	412	88	230	141	214	169	528	541	605	605	352	534	326	105	155	296	120	250	190	54	128	213	355	312	194	280	151	153	369					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	16607	375	189	295	297	507	577	555	565	509	526	613	492	277	527	517	528	535	424	112	257	141	247	228	625	600	640	616	389	542	342	105	178	358	145	250	202	55	128	217	360	345	203	305	158	165	386					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	497	9	6	8	9	15	16	18	18	14	20	18	15	3	20	17	16	15	13	2	5	4	7	6	18	18	18	18	12	15	10	3	5	9	6	7	6	2	4	6	12	16	6	10	5	5	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	410	1	4	8	9	13	16	18	18	14	20	13	15	3	20	9	10	9	12	2	5	4	4	6	18	6	18	18	12	15	10	3	2	0	6	0	6	2	4	6	9	15	2	10	5	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	123	0	5	0	0	1	0	0	4	2	1	1	0	77	1	0	1	1	2	2	0	0	1	1	3	0	0	1	0	0	0	0	0	3	0	0	1	0	3	2	1	1	3	3	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	87	8	2	0	0	2	0	0	0	0	0	5	0	0	0	8	6	6	1	0	0	0	3	0	0	12	0	0	0	0	0	0	3	9	0	7	0	0	0	0	3	1	4	0	0	0	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
