Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Ичалковская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318					
1	"Число избирателей, внесенных в список избирателей"	15839	362	142	301	576	303	308	618	889	564	295	357	525	802	392	380	673	110	74	374	127	240	100	865	374	420	805	113	119	546	362	340	349	102	183	274	357	201	250	98	179	197	332	318	257	135	151					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16049	367	145	302	592	319	325	615	901	566	298	365	527	814	394	393	686	111	85	374	128	238	107	880	383	416	810	114	119	551	357	342	360	100	182	274	370	206	255	97	178	198	341	324	249	136	155					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12288	272	113	264	436	257	284	527	737	462	215	287	414	675	334	293	551	106	61	334	76	193	68	621	259	343	637	70	70	435	276	306	279	65	156	149	252	156	124	97	136	161	203	192	146	93	103					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2076	46	27	36	69	38	20	85	91	53	48	23	53	47	51	42	62	4	10	33	51	45	28	79	47	47	41	42	25	29	39	31	54	29	5	101	54	24	99	0	42	36	96	39	81	40	34					
6	Число погашенных избирательных бюллетеней	1685	49	5	2	87	24	21	3	73	51	35	55	60	92	9	58	73	1	14	7	1	0	11	180	77	26	132	2	24	87	42	5	27	6	21	24	64	26	32	0	0	1	42	93	22	3	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2076	46	27	36	69	38	20	85	91	53	48	23	53	47	51	42	62	4	10	33	51	45	28	79	47	47	41	42	25	29	39	31	54	29	5	101	54	24	99	0	42	36	96	39	81	40	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12288	272	113	264	436	257	284	527	737	462	215	287	414	675	334	293	551	106	61	334	76	193	68	621	259	343	637	70	70	435	276	306	279	65	156	149	252	156	124	97	136	161	203	192	146	93	103					
9	Число недействительных избирательных бюллетеней	93	17	0	1	1	0	0	0	0	8	0	5	3	8	0	0	0	1	0	0	1	0	0	3	0	0	0	0	1	14	6	0	0	0	3	2	0	8	2	0	0	0	1	2	6	0	0					
10	Число действительных избирательных бюллетеней	14271	301	140	299	504	295	304	612	828	507	263	305	464	714	385	335	613	109	71	367	126	238	96	697	306	390	678	112	94	450	309	337	333	94	158	248	306	172	221	97	178	197	298	229	221	133	137					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	546	18	10	14	13	26	20	25	35	20	25	10	14	9	10	8	20	1	1	13	2	10	4	20	20	20	35	0	1	20	14	13	3	6	1	7	12	8	6	4	6	7	7	8	10	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	531	18	10	14	13	26	20	25	35	20	25	10	14	9	10	8	20	1	1	13	0	10	4	20	20	20	35	0	1	20	14	13	3	6	1	2	12	8	4	0	4	7	7	8	10	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	212	5	2	3	3	2	3	9	6	10	6	3	4	0	4	3	8	34	4	2	1	7	3	1	5	5	8	3	2	3	9	0	2	4	8	1	1	3	2	4	3	6	3	6	5	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	4	2	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
