Выборы Президента Российской Федерации																																																										
Дата голосования: 04.03.2012																																																										
																																																										
Наименование Избирательной комиссии:    Каслинская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	47																																																								
																																																										
		Сумма	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975									
1	Число избирателей, включенных в список избирателей	28301	828	832	824	800	893	968	739	885	971	1006	869	980	877	874	897	59	380	1633	1881	88	620	641	79	71	181	873	1030	653	339	163	203	131	60	206	549	518	252	82	80	1371	1128	274	183	243	621	208	258									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	22210	600	600	600	600	700	700	600	700	700	800	600	700	700	700	700	100	350	1200	1500	80	450	500	70	60	180	650	800	500	300	160	200	130	50	200	400	400	250	80	80	1000	900	250	170	250	500	200	250									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	14568	446	456	499	480	506	526	435	535	446	558	484	466	397	379	434	20	162	836	966	56	286	299	30	42	88	394	547	312	180	103	109	62	43	103	334	259	143	60	49	653	463	130	78	125	332	117	140									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1587	32	23	21	13	8	19	23	15	41	17	12	20	18	21	18	25	28	76	74	15	65	53	20	18	32	109	36	53	23	10	12	15	6	12	50	103	66	12	18	70	60	44	29	18	75	19	40									
6	Число погашенных избирательных бюллетеней	6055	122	121	80	107	186	155	142	150	213	225	104	214	285	300	248	55	160	288	460	9	99	148	20	0	60	147	217	135	97	47	79	53	1	85	16	38	41	8	13	277	377	76	63	107	93	64	70									
