Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Солигаличская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8312	211	266	170	225	105	294	125	187	222	279	89	518	387	2634	2600									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6470	180	200	150	180	90	240	100	150	180	230	70	400	300	2000	2000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	3065	99	107	54	84	55	85	42	64	107	103	35	170	146	998	916									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	629	19	25	34	43	13	77	9	22	11	45	6	48	58	85	134									
6	Число погашенных избирательных бюллетеней	2776	62	68	62	53	22	78	49	64	62	82	29	182	96	917	950									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	629	19	25	34	43	13	77	9	22	11	45	6	48	58	85	134									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	3064	99	107	54	84	55	85	42	64	107	103	35	170	146	997	916									
9	Число недействительных избирательных бюллетеней	53	3	1	0	5	3	1	3	0	1	3	0	5	4	14	10									
10	Число действительных избирательных бюллетеней	3640	115	131	88	122	65	161	48	86	117	145	41	213	200	1068	1040									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	106	7	3	3	3	3	4	3	4	7	4	3	6	6	25	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	69	7	3	3	3	3	4	0	4	7	4	3	2	6	13	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	34	0	2	1	0	0	0	2	2	1	2	1	1	5	7	10									
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	0	0	0	0	3	0	0	0	0	4	0	12	18									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	0	0	1	1	0	0	1	0	0	0	0	1	2	21	14									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	31	0	0	0	1	0	2	0	0	0	0	1	1	1	12	13									
		0.84%	0.00%	0.00%	0.00%	0.79%	0.00%	1.23%	0.00%	0.00%	0.00%	0.00%	2.44%	0.46%	0.49%	1.11%	1.24%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	94	3	2	1	4	3	4	2	0	3	2	1	1	9	29	30									
		2.55%	2.54%	1.52%	1.14%	3.15%	4.41%	2.47%	3.92%	0.00%	2.54%	1.35%	2.44%	0.46%	4.41%	2.68%	2.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	105	9	2	3	3	1	6	1	1	3	2	2	4	10	35	23									
		2.84%	7.63%	1.52%	3.41%	2.36%	1.47%	3.70%	1.96%	1.16%	2.54%	1.35%	4.88%	1.83%	4.90%	3.23%	2.19%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1512	35	60	45	59	33	75	26	39	57	90	21	86	86	415	385									
		40.94%	29.66%	45.45%	51.14%	46.46%	48.53%	46.30%	50.98%	45.35%	48.31%	60.81%	51.22%	39.45%	42.16%	38.35%	36.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	0	0	2	1	0	0	1	0	1	1	0	2	2	9	5									
		0.65%	0.00%	0.00%	2.27%	0.79%	0.00%	0.00%	1.96%	0.00%	0.85%	0.68%	0.00%	0.92%	0.98%	0.83%	0.48%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.96%	0.00%	0.00%	1.35%	0.00%	0.00%	0.00%	0.18%	0.10%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1100	41	44	23	28	16	53	13	25	39	27	13	76	54	329	319									
		29.79%	34.75%	33.33%	26.14%	22.05%	23.53%	32.72%	25.49%	29.07%	33.05%	18.24%	31.71%	34.86%	26.47%	30.41%	30.38%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	2	0	2	0	0	1	0	0	0	0	0	3	1	4	3									
		0.43%	1.69%	0.00%	2.27%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	1.38%	0.49%	0.37%	0.29%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	26	0	1	0	0	1	0	0	2	0	0	1	0	1	9	11									
		0.70%	0.00%	0.76%	0.00%	0.00%	1.47%	0.00%	0.00%	2.33%	0.00%	0.00%	2.44%	0.00%	0.49%	0.83%	1.05%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.09%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	34	2	0	0	2	0	2	0	2	0	2	0	1	3	9	11									
		0.92%	1.69%	0.00%	0.00%	1.57%	0.00%	1.23%	0.00%	2.33%	0.00%	1.35%	0.00%	0.46%	1.47%	0.83%	1.05%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	566	22	16	8	17	9	10	3	11	9	15	1	36	24	173	212									
		15.33%	18.64%	12.12%	9.09%	13.39%	13.24%	6.17%	5.88%	12.79%	7.63%	10.14%	2.44%	16.51%	11.76%	15.99%	20.19%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	2	0	1	0	1	1	0	1	1	1	0	0	7	1									
		0.43%	0.00%	1.52%	0.00%	0.79%	0.00%	0.62%	1.96%	0.00%	0.85%	0.68%	2.44%	0.00%	0.00%	0.65%	0.10%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	107	1	4	4	6	2	6	0	6	4	3	0	2	9	34	26									
		2.90%	0.85%	3.03%	4.55%	4.72%	2.94%	3.70%	0.00%	6.98%	3.39%	2.03%	0.00%	0.92%	4.41%	3.14%	2.48%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
