Выборы Президента Российской Федерации																																																																																																										
Дата голосования: 04.03.2012																																																																																																										
																																																																																																										
Наименование Избирательной комиссии:    Омск, Советская																																																																																																										
																																																																																																										
Сводная таблица итогов голосования																																																																																																										
																																																																																																										
	Число участковых избирательных комиссий	95																																																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	95																																																																																																								
																																																																																																										
		Сумма	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341									
1	Число избирателей, включенных в список избирателей	200073	1866	493	2262	2344	2445	2859	2842	1937	2208	2060	1026	2346	2895	2660	1727	2101	2387	2220	2003	127	2438	2422	2665	2335	2458	2415	2355	2227	2193	2238	2382	2401	2034	2641	2605	2071	2292	2399	2189	2335	2258	1883	2255	2672	2753	2934	2463	2242	112	1703	1941	1543	2449	2463	2440	2632	2941	1867	1959	1956	2882	2750	1577	2141	2519	2370	2404	2243	2048	2465	2246	2248	1658	2138	1681	2424	2148	2344	2448	109	1433	2299	1804	2381	1744	1382	1321	1846	2358	1266	1264	2130	2588	1911	134									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	177227	1630	450	2040	2090	2190	2090	2250	1740	1970	1830	900	2090	2290	2130	1540	1860	2160	1990	1770	137	2170	2180	2400	2200	2190	2170	2120	2050	1960	2020	2130	2170	1840	2360	2340	1850	2040	2140	1920	2100	1890	1690	2060	2420	2200	2630	2180	2030	115	1530	1710	1370	2200	2200	2170	2360	2630	1680	1750	1790	2250	2470	1390	1970	2260	2120	2170	2010	1830	2240	2060	2010	1500	1910	1500	2200	1970	2070	2190	99	1280	2050	1600	1970	1540	1240	1170	1670	2120	1070	1110	1920	2340	1690	136									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	112396	850	165	1355	1290	1474	1486	1485	1186	1208	1185	439	1273	1502	1462	1008	890	1145	1180	1106	99	1374	1444	1490	1372	1361	1339	1349	1304	1225	1277	1404	1251	1326	1629	1506	1116	1342	1326	1123	1266	1321	1180	1307	1406	1407	1486	1225	1195	112	907	972	942	1337	1217	1391	1540	1747	1017	1069	1080	1536	1502	940	1245	1487	1420	1344	1355	1219	1403	1298	1300	941	1228	887	1277	1212	1223	1407	76	834	1275	870	1493	977	737	765	1127	1510	1057	925	1243	1502	1211	100									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2898	31	54	19	49	23	33	35	18	36	23	6	45	44	70	30	40	37	31	41	20	55	30	38	21	21	32	27	30	25	42	20	22	25	32	10	28	21	44	28	34	39	42	40	59	17	31	39	35	0	33	49	44	24	43	14	22	33	34	31	31	41	32	18	22	18	11	10	17	21	23	36	28	29	23	21	49	30	14	27	23	6	11	42	50	39	38	44	18	26	2	10	37	96	24	32									
6	Число погашенных избирательных бюллетеней	61933	749	231	666	751	693	571	730	536	726	622	455	772	744	598	502	930	978	779	623	18	741	706	872	807	808	799	744	716	710	701	706	897	489	699	824	706	677	770	769	800	530	468	713	955	776	1113	916	800	3	590	689	384	839	940	765	798	850	629	650	679	673	936	432	703	755	689	816	638	590	814	726	682	530	659	592	874	728	833	756	0	440	764	688	427	524	465	361	525	584	11	175	640	742	455	4									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2897	31	53	19	49	23	33	35	18	36	23	6	45	44	70	30	40	37	31	41	20	55	30	38	21	21	32	27	30	25	42	20	22	25	32	10	28	21	44	28	34	39	42	40	59	17	31	39	35	0	33	49	44	24	43	14	22	33	34	31	31	41	32	18	22	18	11	10	17	21	23	36	28	29	23	21	49	30	14	27	23	6	11	42	50	39	38	44	18	26	2	10	37	96	24	32									
8	Число бюллетеней в стационарных ящиках для голосования	112305	850	165	1355	1290	1472	1485	1483	1186	1208	1184	439	1272	1501	1462	1008	890	1145	1173	1105	99	1372	1444	1490	1372	1361	1339	1346	1304	1222	1276	1403	1251	1326	1629	1506	1116	1342	1326	1123	1266	1321	1180	1307	1405	1406	1484	1225	1194	112	907	970	941	1337	1216	1391	1539	1746	1009	1068	1078	1532	1501	940	1241	1487	1420	1338	1352	1216	1403	1298	1299	940	1228	887	1277	1212	1223	1406	76	834	1274	870	1491	975	735	765	1125	1509	1057	924	1240	1498	1210	100									
9	Число недействительных избирательных бюллетеней	1711	17	5	21	24	21	22	20	14	21	18	6	19	22	27	13	18	17	22	49	0	19	29	14	15	16	20	24	16	16	29	12	20	17	26	16	18	20	26	18	16	21	12	17	24	21	14	16	16	0	13	27	10	19	24	17	36	24	16	24	12	12	26	15	18	30	22	23	15	16	22	17	8	23	18	11	14	14	24	15	2	18	17	19	20	13	16	7	25	11	23	18	21	12	18	2									
10	Число действительных избирательных бюллетеней	113491	864	213	1353	1315	1474	1496	1498	1190	1223	1189	439	1298	1523	1505	1025	912	1165	1182	1097	119	1408	1445	1514	1378	1366	1351	1349	1318	1231	1289	1411	1253	1334	1635	1500	1126	1343	1344	1133	1284	1339	1210	1330	1440	1402	1501	1248	1213	112	927	992	975	1342	1235	1388	1525	1755	1027	1075	1097	1561	1507	943	1245	1475	1409	1325	1354	1221	1404	1317	1319	946	1233	897	1312	1228	1213	1418	97	822	1268	893	1521	1001	757	802	1118	1524	1036	916	1256	1582	1216	130									
11	Число полученных открепительных  удостоверений	3906	30	10	40	30	40	40	60	30	40	40	40	40	30	30	40	40	50	30	30	0	50	40	50	40	40	30	40	40	40	40	50	50	50	60	50	40	40	50	40	50	40	40	40	50	50	45	50	50	0	30	40	30	40	30	30	70	80	30	40	60	31	40	30	50	60	60	60	40	40	50	50	60	30	40	40	40	40	40	40	0	40	40	30	40	40	30	30	60	50	60	40	60	70	50	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2616	28	3	28	24	34	30	43	29	28	29	12	30	23	21	26	12	23	22	27	0	37	33	43	24	39	30	33	32	26	26	25	30	42	38	36	17	32	23	27	32	38	15	24	41	28	36	30	33	0	20	27	20	39	30	30	65	34	22	24	26	31	31	18	36	30	36	42	30	29	38	43	35	24	25	14	28	25	26	27	0	11	36	19	33	23	16	9	31	34	42	26	32	28	29	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2690	40	33	27	26	18	17	35	25	34	26	20	28	31	11	28	45	22	29	38	0	49	26	33	34	51	36	37	19	26	22	29	16	23	26	27	19	49	34	29	25	72	8	25	20	27	30	36	29	9	19	22	33	28	13	40	40	33	16	27	32	61	22	26	27	44	30	37	24	32	10	18	29	21	26	22	18	20	28	38	12	17	48	18	25	48	23	19	29	22	43	15	34	21	57	24									
