Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Обливская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147					
1	"Число избирателей, внесенных в список избирателей"	14731	2564	1435	2487	1531	401	566	656	87	552	401	604	110	95	517	331	266	332	270	498	132	416	291	189					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14984	2600	1380	2525	1550	410	583	637	90	572	427	624	115	95	545	350	272	335	277	519	141	433	301	203					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6718	1109	597	1152	595	181	208	303	60	277	241	259	71	60	273	163	123	141	105	248	93	189	159	111					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1182	147	113	91	59	70	72	69	19	53	31	53	0	4	54	37	15	64	39	57	12	69	45	9					
6	Число погашенных избирательных бюллетеней	7084	1344	670	1282	896	159	303	265	11	242	155	312	44	31	218	150	134	130	133	214	36	175	97	83					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1182	147	113	91	59	70	72	69	19	53	31	53	0	4	54	37	15	64	39	57	12	69	45	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6718	1109	597	1152	595	181	208	303	60	277	241	259	71	60	273	163	123	141	105	248	93	189	159	111					
9	Число недействительных избирательных бюллетеней	78	10	10	19	6	2	2	4	0	0	1	3	1	0	2	5	4	1	0	6	1	0	0	1					
10	Число действительных избирательных бюллетеней	7822	1246	700	1224	648	249	278	368	79	330	271	309	70	64	325	195	134	204	144	299	104	258	204	119					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	278	25	20	35	20	10	15	3	1	17	23	7	1	3	20	7	5	5	5	15	7	7	12	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	242	22	16	31	17	10	13	3	0	13	23	5	0	3	20	7	0	1	5	13	7	7	12	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	95	10	18	12	8	3	1	3	1	1	4	1	1	5	4	1	3	2	1	2	1	3	9	1					
14	Число погашенных неиспользованных открепительных удостоверений	36	3	4	4	3	0	2	0	1	4	0	2	1	0	0	0	5	4	0	2	0	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	5	4	3	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1351	234	126	224	129	29	52	77	3	68	39	58	7	5	63	36	27	28	18	30	18	25	29	26					
		17.10%	18.63%	17.75%	18.02%	19.72%	11.55%	18.57%	20.70%	3.80%	20.61%	14.34%	18.59%	9.86%	7.81%	19.27%	18.00%	19.57%	13.66%	12.50%	9.84%	17.14%	9.69%	14.22%	21.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	987	135	77	141	81	27	59	26	2	33	45	55	9	7	29	29	9	41	34	47	24	40	28	9					
		12.49%	10.75%	10.85%	11.34%	12.39%	10.76%	21.07%	6.99%	2.53%	10.00%	16.54%	17.63%	12.68%	10.94%	8.87%	14.50%	6.52%	20.00%	23.61%	15.41%	22.86%	15.50%	13.73%	7.50%					
