Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Таттинская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549					
1	"Число избирателей, внесенных в списки"	9662	192	696	265	585	480	381	523	710	465	107	445	611	325	1457	1303	1117					
2	"Число бюллетеней, полученных участковыми комиссиями"	9500	215	700	270	580	470	370	520	730	470	110	455	640	320	1400	1250	1000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5833	160	463	218	376	383	272	340	470	299	106	286	446	233	617	559	605					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	895	28	66	9	76	46	47	75	60	72	0	80	38	38	77	111	72					
6	Число погашенных бюллетеней	2772	27	171	43	128	41	51	105	200	99	4	89	156	49	706	580	323					
7	Число бюллетеней в переносных ящиках для голосования	895	28	66	9	76	46	47	75	60	72	0	80	38	38	77	111	72					
8	Число бюллетеней в стационарных ящиках для голосования	5833	160	463	218	376	383	272	340	470	299	106	286	446	233	617	559	605					
9	Число недействительных бюллетеней	68	1	3	2	9	4	1	2	8	5	0	2	6	2	8	10	5					
10	Число действительных бюллетеней	6660	187	526	225	443	425	318	413	522	366	106	364	478	269	686	660	672					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	350	20	20	20	20	20	20	20	20	20	10	20	30	20	30	30	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	135	0	12	3	10	0	9	5	3	4	4	10	23	6	26	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	100	1	1	1	5	3	9	3	4	2	4	3	25	4	16	10	9					
14	Число погашенных открепительных удостоверений	215	20	8	17	10	20	11	15	17	16	6	10	7	14	4	20	20					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	321	9	17	18	19	27	13	19	40	17	8	19	27	13	22	25	28					
		4.77%	4.78%	3.21%	7.92%	4.20%	6.29%	4.07%	4.57%	7.54%	4.58%	7.54%	5.19%	5.57%	4.79%	3.17%	3.73%	4.13%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1583	39	186	42	139	95	83	115	84	91	8	53	99	49	174	149	177					
		23.52%	20.74%	35.16%	18.50%	30.75%	22.14%	26.01%	27.71%	15.84%	24.52%	7.54%	14.48%	20.45%	18.08%	25.07%	22.23%	26.14%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	156	1	10	9	14	8	9	15	6	8	0	1	7	7	19	20	22					
		2.31%	0.53%	1.89%	3.96%	3.09%	1.86%	2.82%	3.61%	1.13%	2.15%	0.0%	0.27%	1.44%	2.58%	2.73%	2.98%	3.24%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	31	1	3	1	1	4	0	2	2	1	2	1	6	2	1	3	1					
		0.46%	0.53%	0.56%	0.44%	0.22%	0.93%	0.0%	0.48%	0.37%	0.26%	1.88%	0.27%	1.23%	0.73%	0.14%	0.44%	0.14%					
22	"5. ""За Русь Святую"""	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	9	0	0	1	1	1	1	2	0	0	0	0	0	0	2	1	0					
		0.13%	0.0%	0.0%	0.44%	0.22%	0.23%	0.31%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.14%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	16	0	1	1	0	1	1	0	1	1	1	0	3	0	0	1	5					
		0.23%	0.0%	0.18%	0.44%	0.0%	0.23%	0.31%	0.0%	0.18%	0.26%	0.94%	0.0%	0.61%	0.0%	0.0%	0.14%	0.73%					
25	"8. ""Народно-республиканская партия России"""	15	0	1	4	0	4	1	1	0	1	0	0	1	0	0	2	0					
		0.22%	0.0%	0.18%	1.76%	0.0%	0.93%	0.31%	0.24%	0.0%	0.26%	0.0%	0.0%	0.20%	0.0%	0.0%	0.29%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	0	0	3	0	0	1	0	0	0	0	0	0	0	2	1	1					
		0.11%	0.0%	0.0%	1.32%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.14%	0.14%					
27	"10. ""Аграрная партия России"""	198	5	13	5	18	17	4	4	21	13	3	7	36	9	20	13	10					
		2.94%	2.65%	2.45%	2.20%	3.98%	3.96%	1.25%	0.96%	3.96%	3.50%	2.83%	1.91%	7.43%	3.32%	2.88%	1.94%	1.47%					
28	"11. ""Истинные патриоты России"""	10	0	2	0	0	2	2	1	0	1	1	0	0	0	0	1	0					
		0.14%	0.0%	0.37%	0.0%	0.0%	0.46%	0.62%	0.24%	0.0%	0.26%	0.94%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	84	2	4	24	3	1	3	4	4	4	2	3	3	1	5	9	12					
		1.24%	1.06%	0.75%	10.57%	0.66%	0.23%	0.94%	0.96%	0.75%	1.07%	1.88%	0.81%	0.61%	0.36%	0.72%	1.34%	1.77%					
30	"13. ""Демократическая партия России"""	13	1	1	1	1	1	0	1	1	0	0	1	1	0	1	2	1					
		0.19%	0.53%	0.18%	0.44%	0.22%	0.23%	0.0%	0.24%	0.18%	0.0%	0.0%	0.27%	0.20%	0.0%	0.14%	0.29%	0.14%					
31	"14. ""Великая Россия - Евразийский Союз"""	54	1	9	1	4	2	2	5	0	3	1	3	4	2	4	8	5					
		0.80%	0.53%	1.70%	0.44%	0.88%	0.46%	0.62%	1.20%	0.0%	0.80%	0.94%	0.81%	0.82%	0.73%	0.57%	1.19%	0.73%					
32	"15. ""Партия СЛОН"""	11	0	2	0	0	1	0	1	0	0	0	0	0	1	3	3	0					
		0.16%	0.0%	0.37%	0.0%	0.0%	0.23%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.43%	0.44%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	720	21	44	18	31	34	22	38	35	85	9	66	53	37	61	87	79					
		10.70%	11.17%	8.31%	7.92%	6.85%	7.92%	6.89%	9.15%	6.60%	22.91%	8.49%	18.03%	10.95%	13.65%	8.78%	12.98%	11.66%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	1	1	3	1	3	1	1	4	0	2	2	1	0	1	3	3					
		0.40%	0.53%	0.18%	1.32%	0.22%	0.69%	0.31%	0.24%	0.75%	0.0%	1.88%	0.54%	0.20%	0.0%	0.14%	0.44%	0.44%					
35	"18. ""ЛДПР"""	83	4	6	6	5	5	5	10	5	4	2	4	2	4	9	6	6					
		1.23%	2.12%	1.13%	2.64%	1.10%	1.16%	1.56%	2.40%	0.94%	1.07%	1.88%	1.09%	0.41%	1.47%	1.29%	0.89%	0.88%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	318	8	10	13	25	3	5	34	16	18	2	6	27	40	38	36	37					
		4.72%	4.25%	1.89%	5.72%	5.53%	0.69%	1.56%	8.19%	3.01%	4.85%	1.88%	1.63%	5.57%	14.76%	5.47%	5.37%	5.46%					
37	"20. ""Политическая партия ""Единая Россия"""	2415	82	175	63	147	164	152	131	265	76	56	171	149	75	257	233	219					
		35.89%	43.61%	33.08%	27.75%	32.52%	38.22%	47.64%	31.56%	50.0%	20.48%	52.83%	46.72%	30.78%	27.67%	37.03%	34.77%	32.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	0	0	1	1	0	1	1	0	1	0	0	2	2	0	3	1					
		0.19%	0.0%	0.0%	0.44%	0.22%	0.0%	0.31%	0.24%	0.0%	0.26%	0.0%	0.0%	0.41%	0.73%	0.0%	0.44%	0.14%					
39	"22. ""Развитие предпринимательства"""	11	0	2	1	0	1	0	1	1	0	0	0	1	1	1	2	0					
		0.16%	0.0%	0.37%	0.44%	0.0%	0.23%	0.0%	0.24%	0.18%	0.0%	0.0%	0.0%	0.20%	0.36%	0.14%	0.29%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	456	7	29	8	23	38	5	19	32	35	9	24	47	22	62	41	55					
		6.77%	3.72%	5.48%	3.52%	5.08%	8.85%	1.56%	4.57%	6.03%	9.43%	8.49%	6.55%	9.71%	8.11%	8.93%	6.11%	8.12%					
																							
41	Против всех	106	5	10	1	10	13	7	8	5	6	0	3	9	4	4	11	10					
		1.57%	2.65%	1.89%	0.44%	2.21%	3.03%	2.19%	1.92%	0.94%	1.61%	0.0%	0.81%	1.85%	1.47%	0.57%	1.64%	1.47%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
