Выборы Президента Российской Федерации																																					
																																					
"Наименование Избирательной комиссии:    Брянск, Фокинская"																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199					
1	"Число избирателей, внесенных в список"	69704	2293	2555	2318	2375	2909	2877	2526	693	2662	2265	2852	2503	2698	2493	2041	2110	1839	1331	2764	2328	1892	2944	2119	2599	2314	2651	2348	2171	2096	2138					
2	Число полученных избирательных бюллетеней	69100	2260	2520	2320	2350	2880	2850	2500	690	2620	2280	2800	2450	2700	2400	2030	2100	1820	1330	2780	2300	1880	2900	2120	2570	2300	2620	2340	2160	2100	2130					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	36115	923	1453	1268	1266	1420	1727	1503	408	1504	1136	1189	968	1197	1286	991	1119	1052	781	1600	1228	1026	1609	1185	1312	1254	1274	1285	1099	948	1104					
5	"Число избирательных бюллетеней, выданных вне помещения"	1473	59	28	20	49	53	17	50	15	21	67	64	55	51	38	78	62	68	26	20	46	12	43	25	34	29	37	97	153	103	53					
6	Число погашенных избирательных бюллетеней	31512	1278	1039	1032	1035	1407	1106	947	267	1095	1077	1547	1427	1452	1076	961	919	700	523	1160	1026	842	1248	910	1224	1017	1309	958	908	1049	973					
7	Число избирательных бюллетеней в переносных ящиках	1473	59	28	20	49	53	17	50	15	21	67	64	55	51	38	78	62	68	26	20	46	12	43	25	34	29	37	97	153	103	53					
8	Число бюллетеней в стационарных ящиках для голосования	36090	923	1453	1268	1266	1405	1727	1503	408	1504	1136	1189	965	1197	1282	991	1119	1051	781	1600	1228	1026	1607	1185	1312	1254	1274	1285	1099	948	1104					
9	Число недействительных избирательных бюллетеней	328	13	10	0	22	13	11	7	4	17	13	13	10	12	11	9	12	5	4	15	22	8	15	13	9	11	14	6	21	5	3					
10	Число действительных избирательных бюллетеней	37235	969	1471	1288	1293	1445	1733	1546	419	1508	1190	1240	1010	1236	1309	1060	1169	1114	803	1605	1252	1030	1635	1197	1337	1272	1297	1376	1231	1046	1154					
11	Число полученных открепительных  удостоверений	695	20	20	25	20	25	25	35	15	25	25	25	25	25	25	20	20	20	20	25	25	20	25	25	25	25	25	20	20	20	25					
12	Число выданных открепительных удостоверений	441	6	11	22	12	24	23	29	5	24	13	14	8	21	13	15	14	12	7	17	18	19	10	12	16	21	13	9	9	8	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	441	11	8	13	14	13	17	12	6	19	8	9	8	5	74	9	10	18	9	8	24	14	22	10	28	24	12	11	8	7	10					
14	Число неиспользованных открепительных удостоверений	254	14	9	3	8	1	2	6	10	1	12	11	17	4	12	5	6	8	13	8	7	1	15	13	9	4	12	11	11	12	9					
15	"Число открепительных удостоверений, выданных в ТИК"	17	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	1	2	0	2	2	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	1737	41	90	64	53	50	86	84	14	64	54	57	62	78	49	46	53	43	41	80	58	58	90	55	57	69	62	54	41	30	54					
		4.62%	4.18%	6.08%	4.97%	4.03%	3.43%	4.93%	5.41%	3.31%	4.20%	4.49%	4.55%	6.08%	6.25%	3.71%	4.30%	4.49%	3.84%	5.08%	4.94%	4.55%	5.59%	5.45%	4.55%	4.23%	5.38%	4.73%	3.91%	3.27%	2.85%	4.67%					
