Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Ливенская городская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №799	УИК №811					
1	"Число избирателей, внесенных в списки"	42482	1199	1106	1108	1115	1147	2759	1375	1305	1410	1292	1677	2253	1402	1570	1383	1326	1412	1481	1315	1605	2610	1329	2400	1470	1599	2074	239	1254	267					
2	"Число бюллетеней, полученных участковыми комиссиями"	41240	1100	1100	1100	1100	1100	2700	1300	1300	1400	1300	1600	2200	1300	1500	1300	1300	1400	1400	1300	1500	2600	1300	2300	1400	1600	2000	240	1200	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	28055	850	725	711	697	801	1794	914	970	875	857	1140	1553	905	1027	827	833	903	984	930	1082	1731	917	1549	881	1204	1484	176	698	37					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1522	28	81	100	32	32	69	50	13	27	75	36	78	47	51	44	80	34	28	3	2	56	31	61	35	23	32	11	162	201					
6	Число погашенных бюллетеней	11663	222	294	289	371	267	837	336	317	498	368	424	569	348	422	429	387	463	388	367	416	813	352	690	484	373	484	53	340	62					
7	Число бюллетеней в переносных ящиках для голосования	1522	28	81	100	32	32	69	50	13	27	75	36	78	47	51	44	80	34	28	3	2	56	31	61	35	23	32	11	162	201					
8	Число бюллетеней в стационарных ящиках для голосования	28049	850	725	711	697	800	1794	914	970	875	857	1140	1551	904	1027	827	833	903	984	930	1082	1729	917	1549	881	1204	1484	176	698	37					
9	Число недействительных бюллетеней	236	5	11	6	4	1	6	14	8	13	2	10	12	12	7	1	9	7	3	9	7	14	10	33	7	0	13	3	9	0					
10	Число действительных бюллетеней	29335	873	795	805	725	831	1857	950	975	889	930	1166	1617	939	1071	870	904	930	1009	924	1077	1771	938	1577	909	1227	1503	184	851	238					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	598	20	20	20	20	20	30	20	20	20	20	20	30	20	20	20	20	20	20	20	20	30	20	30	20	20	30	8	20	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	216	6	7	8	3	8	7	1	12	9	10	10	9	7	4	3	7	5	6	15	3	20	7	12	9	15	8	1	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	87	4	4	2	1	2	5	7	4	3	2	1	3	3	3	1	1	2	2	3	2	9	0	6	0	2	3	2	4	6					
14	Число погашенных открепительных удостоверений	382	14	13	12	17	12	23	19	8	11	10	10	21	13	16	17	13	15	14	5	17	10	13	18	11	5	22	7	16	0					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	190	1	6	9	6	3	12	3	4	8	6	10	10	5	14	9	8	2	7	3	13	5	4	8	5	9	15	2	3	0					
		0.64%	0.11%	0.74%	1.10%	0.82%	0.36%	0.64%	0.31%	0.40%	0.88%	0.64%	0.85%	0.61%	0.52%	1.29%	1.03%	0.87%	0.21%	0.69%	0.32%	1.19%	0.28%	0.42%	0.49%	0.54%	0.73%	0.98%	1.06%	0.34%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	373	9	14	10	10	10	15	6	14	14	8	13	19	16	13	19	14	9	12	8	18	24	13	22	16	11	15	7	14	0					
		1.26%	1.02%	1.73%	1.23%	1.37%	1.20%	0.80%	0.62%	1.42%	1.55%	0.85%	1.10%	1.16%	1.68%	1.20%	2.18%	1.53%	0.96%	1.18%	0.85%	1.66%	1.34%	1.37%	1.36%	1.74%	0.89%	0.98%	3.74%	1.62%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	495	1	14	7	12	7	22	19	11	23	27	17	47	20	13	21	9	6	14	13	18	22	28	39	18	23	22	3	17	2					
		1.67%	0.11%	1.73%	0.86%	1.64%	0.84%	1.18%	1.97%	1.11%	2.54%	2.89%	1.44%	2.88%	2.10%	1.20%	2.41%	0.98%	0.64%	1.38%	1.39%	1.66%	1.23%	2.95%	2.42%	1.96%	1.87%	1.45%	1.60%	1.97%	0.84%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	638	6	6	13	25	11	34	17	13	27	19	26	57	12	18	19	21	21	25	6	42	56	18	30	22	33	28	6	24	3					
		2.15%	0.68%	0.74%	1.60%	3.42%	1.32%	1.82%	1.76%	1.32%	2.99%	2.03%	2.21%	3.49%	1.26%	1.66%	2.18%	2.30%	2.24%	2.47%	0.64%	3.87%	3.13%	1.89%	1.86%	2.40%	2.68%	1.84%	3.20%	2.79%	1.26%					
22	"5. ""За Русь Святую"""	212	2	6	3	6	5	13	7	8	11	6	1	14	8	10	10	5	6	9	16	5	21	11	7	8	7	5	1	1	0					
		0.71%	0.22%	0.74%	0.36%	0.82%	0.60%	0.69%	0.72%	0.81%	1.21%	0.64%	0.08%	0.85%	0.84%	0.92%	1.14%	0.54%	0.64%	0.88%	1.71%	0.46%	1.17%	1.16%	0.43%	0.87%	0.57%	0.32%	0.53%	0.11%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	42	1	0	0	1	3	6	0	1	2	0	1	3	0	2	2	1	2	2	1	0	2	1	2	3	2	3	0	1	0					
		0.14%	0.11%	0.0%	0.0%	0.13%	0.36%	0.32%	0.0%	0.10%	0.22%	0.0%	0.08%	0.18%	0.0%	0.18%	0.22%	0.10%	0.21%	0.19%	0.10%	0.0%	0.11%	0.10%	0.12%	0.32%	0.16%	0.19%	0.0%	0.11%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	231	1	5	2	6	7	20	7	12	4	10	6	13	9	5	4	12	8	4	4	9	15	9	12	5	13	12	5	12	0					
		0.78%	0.11%	0.62%	0.24%	0.82%	0.84%	1.07%	0.72%	1.22%	0.44%	1.07%	0.51%	0.79%	0.94%	0.46%	0.45%	1.31%	0.85%	0.39%	0.42%	0.83%	0.84%	0.94%	0.74%	0.54%	1.05%	0.79%	2.67%	1.39%	0.0%					
25	"8. ""Народно-республиканская партия России"""	32	1	2	0	0	1	4	2	2	1	1	2	2	1	0	0	4	0	0	1	0	2	1	1	1	1	0	0	2	0					
		0.10%	0.11%	0.24%	0.0%	0.0%	0.12%	0.21%	0.20%	0.20%	0.11%	0.10%	0.17%	0.12%	0.10%	0.0%	0.0%	0.43%	0.0%	0.0%	0.10%	0.0%	0.11%	0.10%	0.06%	0.10%	0.08%	0.0%	0.0%	0.23%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	61	2	0	1	2	2	2	1	5	1	1	2	0	6	3	4	2	2	0	1	0	5	5	5	1	3	4	0	1	0					
