Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
"Наименование Избирательной комиссии:    Новороссийск, Южная"																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №5801	УИК №5802	УИК №5803	УИК №5804	УИК №5805	УИК №5806	УИК №5807	УИК №5808	УИК №5809	УИК №5810	УИК №5811	УИК №5812	УИК №5813	УИК №5814	УИК №5815	УИК №5816	УИК №5817	УИК №5818	УИК №5819	УИК №5820	УИК №5821	УИК №5822	УИК №5823					
1	"Число избирателей, внесенных в список избирателей"	39784	1462	1059	1511	1215	1287	1547	1260	1755	2100	1526	1887	1619	1761	1607	2351	2176	1600	2420	2408	2376	1625	2025	1207					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	39884	1400	1154	1700	1350	1200	1650	1250	1750	2100	1700	1850	1600	1650	1850	2150	2150	1700	2250	2100	2100	1700	2200	1330					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29443	1048	744	1294	975	916	1214	899	1167	1441	1131	1338	1398	1345	1405	1628	1577	1078	1788	1567	1753	1275	1621	841					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1712	73	121	126	51	157	81	80	286	21	58	87	51	81	50	43	24	107	19	47	31	45	49	24					
6	Число погашенных избирательных бюллетеней	8729	279	289	280	324	127	355	271	297	638	511	425	151	224	395	479	549	515	443	486	316	380	530	465					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1712	73	121	126	51	157	81	80	286	21	58	87	51	81	50	43	24	107	19	47	31	45	49	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29397	1045	744	1282	975	916	1214	899	1167	1441	1124	1338	1398	1343	1398	1626	1574	1078	1788	1563	1748	1275	1621	840					
9	Число недействительных избирательных бюллетеней	421	13	11	28	17	21	41	5	24	1	16	28	17	0	15	3	39	13	28	20	30	7	32	12					
10	Число действительных избирательных бюллетеней	30688	1105	854	1380	1009	1052	1254	974	1429	1461	1166	1397	1432	1424	1433	1666	1559	1172	1779	1590	1749	1313	1638	852					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1661	50	50	60	50	50	60	50	60	70	60	70	60	60	70	120	120	60	120	70	70	110	121	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1661	50	50	60	50	50	60	50	60	70	60	70	60	60	70	120	120	60	120	70	70	110	121	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	692	16	29	23	55	18	64	10	17	21	15	21	13	65	48	35	36	17	34	46	25	19	24	41					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	39	0	0	0	1	0	3	1	2	3	1	2	0	1	4	2	1	2	10	3	1	0	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4873	186	171	216	168	158	211	173	209	248	203	245	161	235	149	281	245	177	222	289	365	140	271	150					
		15.66%	16.64%	19.77%	15.34%	16.37%	14.73%	16.29%	17.67%	14.38%	16.96%	17.17%	17.19%	11.11%	16.50%	10.29%	16.84%	15.33%	14.94%	12.29%	17.95%	20.52%	10.61%	16.23%	17.36%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2642	105	121	115	102	56	96	52	125	131	54	82	106	119	165	140	128	96	255	155	133	20	115	171					
