Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																										
Дата голосования: 04.12.2011																																																										
																																																										
Наименование Избирательной комиссии:    Спасская																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
		Сумма	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699					
1	"Число избирателей, внесенных в список избирателей"	25381	1014	1321	985	670	683	786	1186	476	376	391	653	676	180	408	252	798	701	836	635	301	410	258	879	552	145	534	252	613	230	493	390	172	668	225	231	310	187	320	866	535	495	282	289	632	335	879	100	192	74	91	414					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25270	1000	1300	1000	670	680	750	1200	480	380	390	660	680	170	400	240	800	720	830	640	300	400	240	880	560	140	540	250	620	220	500	390	160	670	220	240	300	190	320	870	530	500	290	280	620	340	880	100	190	70	90	380					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9853	416	610	441	238	250	281	484	188	106	136	232	282	61	170	68	208	227	303	230	161	207	103	454	223	56	256	113	198	72	211	125	79	220	88	74	130	40	72	348	182	189	117	110	231	150	381	36	77	22	38	159					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2731	16	34	29	31	21	65	34	57	65	78	53	42	31	58	91	77	29	37	52	49	51	60	44	25	34	57	29	55	41	62	75	27	78	25	57	39	24	85	183	101	63	31	46	108	73	184	14	33	21	7	50					
6	Число погашенных избирательных бюллетеней	12686	568	656	530	401	409	404	682	235	209	176	375	356	78	172	81	515	464	490	358	90	142	77	382	312	50	227	108	367	107	227	190	54	372	107	109	131	126	163	339	247	248	142	124	281	117	315	50	80	27	45	171					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2731	16	34	29	31	21	65	34	57	65	78	53	42	31	58	91	77	29	37	52	49	51	60	44	25	34	57	29	55	41	62	75	27	78	25	57	39	24	85	183	101	63	31	46	108	73	184	14	33	21	7	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9853	416	610	441	238	250	281	484	188	106	136	232	282	61	170	68	208	227	303	230	161	207	103	454	223	56	256	113	198	72	211	125	79	220	88	74	130	40	72	348	182	189	117	110	231	150	381	36	77	22	38	159					
9	Число недействительных избирательных бюллетеней	157	3	5	7	12	6	0	7	0	3	3	3	2	2	3	3	3	6	7	7	2	5	2	12	6	0	3	3	5	3	7	1	1	4	4	2	0	0	0	6	0	0	0	1	0	2	4	0	1	0	0	1					
10	Число действительных избирательных бюллетеней	12427	429	639	463	257	265	346	511	245	168	211	282	322	90	225	156	282	250	333	275	208	253	161	486	242	90	310	139	248	110	266	199	105	294	109	129	169	64	157	525	283	252	148	155	339	221	561	50	109	43	45	208					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	489	20	20	20	15	15	15	20	10	5	5	10	10	5	10	5	15	10	15	10	5	10	5	20	10	5	10	5	10	5	10	5	5	10	5	5	5	5	5	30	10	10	5	5	10	5	15	3	5	3	3	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	239	17	15	10	10	6	7	10	3	2	2	8	5	3	4	2	3	4	4	3	1	0	2	16	6	0	7	1	4	1	10	1	1	8	1	1	1	1	0	25	5	3	4	1	10	2	2	0	2	0	0	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	230	9	10	4	8	5	10	8	7	5	2	2	3	4	6	8	0	2	7	3	3	3	8	12	1	4	3	1	4	4	5	4	2	7	4	1	2	1	3	12	1	6	2	9	7	1	4	1	1	1	0	10					
14	Число погашенных неиспользованных открепительных удостоверений	250	3	5	10	5	9	8	10	7	3	3	2	5	2	6	3	12	6	11	7	4	10	3	4	4	5	3	4	6	4	0	4	4	2	4	4	4	4	5	5	5	7	1	4	0	3	13	3	3	3	3	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2276	99	154	125	43	57	68	115	35	41	33	53	51	14	39	15	45	49	62	55	37	35	13	106	49	8	73	12	44	33	34	22	25	40	28	31	32	11	27	94	18	28	28	42	55	46	76	14	18	1	11	32					
		18.09%	22.92%	23.91%	26.60%	15.99%	21.03%	19.65%	22.20%	14.29%	23.98%	15.42%	18.60%	15.74%	15.22%	17.11%	9.43%	15.79%	19.14%	18.24%	19.50%	17.62%	13.57%	7.98%	21.29%	19.76%	8.89%	23.32%	8.45%	17.39%	29.20%	12.45%	11.00%	23.58%	13.42%	24.78%	23.66%	18.93%	17.19%	17.20%	17.70%	6.36%	11.11%	18.92%	26.92%	16.22%	20.63%	13.45%	28.00%	16.36%	2.33%	24.44%	15.31%					
