Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Михайловская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450					
1	"Число избирателей, внесенных в список избирателей"	11855	517	1067	621	1407	702	1143	615	224	190	267	68	177	61	49	75	260	99	51	375	40	86	558	122	89	226	497	131	634	598	158	88	660					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12275	481	1112	649	1436	728	1199	609	229	198	273	90	205	63	66	77	238	196	51	380	40	87	573	125	93	237	519	132	630	614	163	95	687					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6636	267	515	277	680	350	584	375	150	120	183	63	158	43	43	52	172	69	38	280	24	63	324	70	51	119	289	78	299	355	113	53	379					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	647	14	44	40	98	47	47	40	18	6	22	5	19	9	6	0	18	11	8	7	0	0	21	3	5	16	21	3	48	23	2	8	38					
6	Число погашенных избирательных бюллетеней	4992	200	553	332	658	331	568	194	61	72	68	22	28	11	17	25	48	116	5	93	16	24	228	52	37	102	209	51	283	236	48	34	270					
7	Число избирательных бюллетеней в переносных ящиках для голосования	647	14	44	40	98	47	47	40	18	6	22	5	19	9	6	0	18	11	8	7	0	0	21	3	5	16	21	3	48	23	2	8	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6636	267	515	277	680	350	584	375	150	120	183	63	158	43	43	52	172	69	38	280	24	63	324	70	51	119	289	78	299	355	113	53	379					
9	Число недействительных избирательных бюллетеней	143	8	14	1	12	10	10	13	2	3	5	2	3	0	0	2	0	3	0	11	2	2	8	0	0	3	1	2	7	9	3	0	7					
10	Число действительных избирательных бюллетеней	7140	273	545	316	766	387	621	402	166	123	200	66	174	52	49	50	190	77	46	276	22	61	337	73	56	132	309	79	340	369	112	61	410					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	192	1	13	17	26	14	18	9	3	3	4	2	0	2	2	0	4	1	0	4	2	2	8	2	1	4	10	0	19	0	0	0	21					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	157	1	10	11	23	12	18	9	3	0	2	1	0	1	0	0	4	1	0	3	0	0	8	0	1	0	10	0	18	0	0	0	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	1	3	4	6	3	2	25	3	0	0	2	0	0	0	0	1	1	1	3	0	0	5	0	2	0	1	1	0	3	1	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	35	0	3	6	3	2	0	0	0	3	2	1	0	1	2	0	0	0	0	1	2	2	0	2	0	4	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	537	19	47	39	62	34	58	28	5	6	11	3	6	2	5	3	17	8	6	18	3	6	19	4	3	8	26	3	29	22	6	1	30					
		7.37%	6.76%	8.41%	12.30%	7.97%	8.56%	9.19%	6.75%	2.98%	4.76%	5.37%	4.41%	3.39%	3.85%	10.20%	5.77%	8.95%	10.00%	13.04%	6.27%	12.50%	9.52%	5.51%	5.48%	5.36%	5.93%	8.39%	3.70%	8.36%	5.82%	5.22%	1.64%	7.19%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1357	56	112	61	172	83	135	73	26	27	40	14	44	8	5	9	23	10	6	48	1	10	67	27	10	32	40	14	63	53	21	10	57					
		18.63%	19.93%	20.04%	19.24%	22.11%	20.91%	21.39%	17.59%	15.48%	21.43%	19.51%	20.59%	24.86%	15.38%	10.20%	17.31%	12.11%	12.50%	13.04%	16.72%	4.17%	15.87%	19.42%	36.99%	17.86%	23.70%	12.90%	17.28%	18.16%	14.02%	18.26%	16.39%	13.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	134	7	9	8	27	17	12	6	0	0	4	2	9	0	1	2	0	2	1	3	0	0	3	2	1	1	2	0	3	1	1	0	10					
