Выборы Президента Российской Федерации																								
																								
Наименование Избирательной комиссии:    Камбарская																								
																								
Итоги голосования 																								
																								
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917					
1	"Число избирателей, внесенных в список"	16425	1286	1178	1191	1126	1104	996	1506	647	1124	234	322	800	1875	1293	482	675	586					
2	Число полученных избирательных бюллетеней	15770	1200	1100	1000	1100	1000	1000	1500	600	1000	250	320	700	2000	1200	500	700	600					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10173	862	727	706	661	589	591	861	354	829	168	236	587	1129	741	343	413	376					
5	"Число избирательных бюллетеней, выданных вне помещения"	780	19	52	44	47	47	32	41	23	25	24	27	45	104	77	21	88	64					
6	Число погашенных избирательных бюллетеней	4817	319	321	250	392	364	377	598	223	146	58	57	68	767	382	136	199	160					
7	Число избирательных бюллетеней в переносных ящиках	780	19	52	44	47	47	32	41	23	25	24	27	45	104	77	21	88	64					
8	Число бюллетеней в стационарных ящиках для голосования	10170	862	727	706	661	589	591	861	354	829	168	236	584	1129	741	343	413	376					
9	Число недействительных избирательных бюллетеней	97	9	4	4	6	10	6	9	2	8	0	1	3	13	6	4	9	3					
10	Число действительных избирательных бюллетеней	10853	872	775	746	702	626	617	893	375	846	192	262	626	1220	812	360	492	437					
11	Число полученных открепительных  удостоверений	190	10	10	10	10	10	10	10	10	15	5	15	10	25	10	10	10	10					
12	Число выданных открепительных удостоверений	106	7	8	3	5	4	6	5	0	10	2	12	7	16	4	4	9	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	187	7	4	88	7	3	3	6	4	29	2	2	5	5	10	5	5	2					
14	Число неиспользованных открепительных удостоверений	84	3	2	7	5	6	4	5	10	5	3	3	3	9	6	6	1	6					
15	"Число открепительных удостоверений, выданных в ТИК"	8	2	0	0	0	0	2	2	1	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																								
18	. Глазьев Сергей Юрьевич	327	35	34	21	30	13	26	34	18	13	5	7	15	34	22	8	4	8					
		2.99%	3.97%	4.36%	2.80%	4.24%	2.04%	4.17%	3.77%	4.77%	1.52%	2.60%	2.66%	2.38%	2.76%	2.69%	2.20%	0.80%	1.82%					
19	. Малышкин Олег Александрович	355	35	12	22	26	29	30	19	17	25	5	11	11	34	31	13	24	11					
		3.24%	3.97%	1.54%	2.93%	3.67%	4.56%	4.82%	2.11%	4.51%	2.93%	2.60%	4.18%	1.75%	2.76%	3.79%	3.57%	4.79%	2.50%					
20	. Миронов Сергей Михайлович	100	8	8	12	8	4	8	14	5	5	1	4	1	6	5	3	4	4					
		0.91%	0.91%	1.03%	1.60%	1.13%	0.63%	1.28%	1.55%	1.33%	0.59%	0.52%	1.52%	0.16%	0.49%	0.61%	0.82%	0.80%	0.91%					
21	. Путин Владимир Владимирович	8249	641	560	542	503	427	415	681	265	709	141	191	499	952	638	299	404	382					
		75.33%	72.76%	71.89%	72.27%	71.05%	67.14%	66.61%	75.50%	70.29%	83.02%	73.44%	72.62%	79.33%	77.21%	78.00%	82.14%	80.64%	86.82%					
22	. Хакамада Ирина Муцуовна	330	33	38	29	12	33	39	23	11	19	2	4	16	30	22	6	12	1					
		3.01%	3.75%	4.88%	3.87%	1.69%	5.19%	6.26%	2.55%	2.92%	2.22%	1.04%	1.52%	2.54%	2.43%	2.69%	1.65%	2.40%	0.23%					
23	. Харитонов Николай Михайлович	1174	91	92	90	97	97	79	102	48	40	33	35	60	144	80	25	36	25					
		10.72%	10.33%	11.81%	12.00%	13.70%	15.25%	12.68%	11.31%	12.73%	4.68%	17.19%	13.31%	9.54%	11.68%	9.78%	6.87%	7.19%	5.68%					
																								
24	Против всех	318	29	31	30	26	23	20	20	11	35	5	10	24	20	14	6	8	6					
		2.90%	3.29%	3.98%	4.00%	3.67%	3.62%	3.21%	2.22%	2.92%	4.10%	2.60%	3.80%	3.82%	1.62%	1.71%	1.65%	1.60%	1.36%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
