Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																							
Дата голосования: 07.12.2003 0:00:00																																							
																																							
Наименование Избирательной комиссии:    Сорочинская																																							
																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																							
																																							
		Сумма	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616					
1	"Число избирателей, внесенных в списки"	12516	359	185	180	712	75	667	178	181	699	850	230	345	330	354	427	319	442	331	114	327	240	510	686	50	1005	155	189	453	131	862	415	515					
2	"Число бюллетеней, полученных участковыми комиссиями"	12841	373	183	182	733	78	683	181	184	719	872	226	354	338	373	448	332	446	349	115	347	244	515	704	54	1036	154	194	470	132	869	427	526					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8251	232	127	137	455	63	416	161	118	390	482	152	269	211	230	244	208	287	227	66	255	184	337	382	49	645	115	155	286	103	625	277	363					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	369	44	20	4	16	0	26	0	0	0	0	0	0	0	5	10	12	25	17	14	23	0	22	66	0	12	0	0	9	0	20	24	0					
6	Число погашенных бюллетеней	4220	97	36	41	262	15	241	20	66	329	390	74	85	127	138	194	112	134	105	35	69	60	156	256	5	378	39	39	175	29	224	126	163					
7	Число бюллетеней в переносных ящиках для голосования	369	44	20	4	16	0	26	0	0	0	0	0	0	0	5	10	12	25	17	14	23	0	22	66	0	12	0	0	9	0	20	24	0					
8	Число бюллетеней в стационарных ящиках для голосования	8251	232	127	137	455	63	416	161	118	390	482	152	269	211	230	244	208	287	227	66	255	184	337	382	49	645	115	155	286	103	625	277	363					
9	Число недействительных бюллетеней	226	7	8	9	16	5	10	1	5	7	20	13	2	4	3	14	9	11	7	2	8	5	9	18	0	11	3	5	6	0	2	1	5					
10	Число действительных бюллетеней	8394	269	139	132	455	58	432	160	113	383	462	139	267	207	232	240	211	301	237	78	270	179	350	430	49	646	112	150	289	103	643	300	358					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	6	6	6	6	6	6	6	6	6	6	6	6	6	9	6	6	9	4	4	9	8	9	4	4	4	4	6	6	6	8	8	8					
