Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Угранская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368					
1	"Число избирателей, внесенных в списки"	8912	178	183	331	755	179	275	85	561	360	202	296	207	239	89	425	222	174	2251	1900					
2	"Число бюллетеней, полученных участковыми комиссиями"	8986	190	185	330	746	186	277	85	559	364	204	297	211	245	86	434	224	177	2266	1920					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3981	78	59	144	371	97	108	27	224	147	150	114	91	146	57	194	140	90	965	779					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1170	54	89	83	102	59	81	43	85	38	8	102	54	55	24	53	41	65	72	62					
6	Число погашенных бюллетеней	3835	58	37	103	273	30	88	15	250	179	46	81	66	44	5	187	43	22	1229	1079					
7	Число бюллетеней в переносных ящиках для голосования	1170	54	89	83	102	59	81	43	85	38	8	102	54	55	24	53	41	65	72	62					
8	Число бюллетеней в стационарных ящиках для голосования	3981	78	59	144	371	97	108	27	224	147	150	114	91	146	57	194	140	90	965	779					
9	Число недействительных бюллетеней	68	1	0	1	11	0	6	0	12	5	1	2	1	0	0	3	2	0	11	12					
10	Число действительных бюллетеней	5083	131	148	226	462	156	183	70	297	180	157	214	144	201	81	244	179	155	1026	829					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	222	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	18	17					
