Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Ольгинская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744					
1	"Число избирателей, внесенных в список избирателей"	8711	346	512	1517	1551	353	563	129	119	149	94	108	274	839	739	88	913	417					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8092	362	520	1300	1300	308	580	131	118	153	96	105	293	800	700	94	800	432					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4977	215	312	786	811	207	338	86	83	85	60	35	180	413	497	55	587	227					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	293	9	10	50	63	12	9	6	3	11	9	4	20	28	21	7	28	3					
6	Число погашенных избирательных бюллетеней	2809	138	198	464	426	89	233	39	32	57	27	53	93	359	182	32	185	202					
7	Число избирательных бюллетеней в переносных ящиках для голосования	306	9	10	50	63	12	9	6	3	11	9	17	20	28	21	7	28	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4976	215	312	786	810	207	338	86	83	85	60	35	180	413	497	55	587	227					
9	Число недействительных избирательных бюллетеней	139	10	11	29	16	6	4	4	2	3	0	1	3	22	7	1	14	6					
10	Число действительных избирательных бюллетеней	5143	214	311	807	857	213	343	88	84	93	69	51	197	419	511	61	601	224					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	222	15	6	48	51	9	5	3	0	5	4	6	7	16	16	4	20	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	179	15	3	45	38	7	3	3	0	4	2	0	7	16	10	4	16	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	77	5	3	9	6	14	4	1	2	3	2	4	4	3	4	1	10	2					
14	Число погашенных неиспользованных открепительных удостоверений	43	0	3	3	13	2	2	0	0	1	2	6	0	0	6	0	4	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	881	36	48	163	161	41	62	11	16	17	7	5	40	77	84	12	77	24					
		16.68%	16.07%	14.91%	19.50%	18.44%	18.72%	17.87%	11.96%	18.60%	17.71%	10.14%	9.62%	20.00%	17.46%	16.22%	19.35%	12.52%	10.43%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	823	30	33	140	123	36	68	8	12	6	16	17	19	68	96	7	117	27					
		15.58%	13.39%	10.25%	16.75%	14.09%	16.44%	19.60%	8.70%	13.95%	6.25%	23.19%	32.69%	9.50%	15.42%	18.53%	11.29%	19.02%	11.74%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	0	5	6	3	1	4	0	0	0	1	0	1	4	6	0	15	2					
		0.91%	0.00%	1.55%	0.72%	0.34%	0.46%	1.15%	0.00%	0.00%	0.00%	1.45%	0.00%	0.50%	0.91%	1.16%	0.00%	2.44%	0.87%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1643	93	105	291	370	65	82	21	26	24	16	15	69	99	72	21	182	92					
		31.11%	41.52%	32.61%	34.81%	42.38%	29.68%	23.63%	22.83%	30.23%	25.00%	23.19%	28.85%	34.50%	22.45%	13.90%	33.87%	29.59%	40.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	2	1	19	21	6	4	1	0	2	1	1	1	2	11	0	6	3					
		1.53%	0.89%	0.31%	2.27%	2.41%	2.74%	1.15%	1.09%	0.00%	2.08%	1.45%	1.92%	0.50%	0.45%	2.12%	0.00%	0.98%	1.30%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1646	51	117	186	177	62	121	45	30	44	28	13	67	167	241	21	200	76					
		31.16%	22.77%	36.34%	22.25%	20.27%	28.31%	34.87%	48.91%	34.88%	45.83%	40.58%	25.00%	33.50%	37.87%	46.53%	33.87%	32.52%	33.04%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	21	2	2	2	2	2	2	2	0	0	0	0	0	2	1	0	4	0					
		0.40%	0.89%	0.62%	0.24%	0.23%	0.91%	0.58%	2.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.19%	0.00%	0.65%	0.00%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
