Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Панкрушихинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207					
1	"Число избирателей, внесенных в списки избирателей"	11774	2807	1589	640	900	222	466	154	507	260	479	102	789	88	489	298	759	92	406	423	304					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11569	2741	1561	644	859	216	461	143	500	240	463	96	797	91	470	276	768	104	402	429	308					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7142	1551	882	397	565	153	306	118	342	174	288	82	464	66	333	209	435	40	265	276	196					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	709	101	92	42	57	13	44	7	37	32	61	0	25	6	32	9	42	31	25	31	22					
6	Число погашенных избирательных бюллетеней	3718	1089	587	205	237	50	111	18	121	34	114	14	308	19	105	58	291	33	112	122	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	709	101	92	42	57	13	44	7	37	32	61	0	25	6	32	9	42	31	25	31	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7140	1550	882	397	565	153	306	118	342	174	288	82	464	66	333	209	434	40	265	276	196					
9	Число недействительных избирательных бюллетеней	87	18	7	8	5	1	5	0	2	3	4	0	6	0	8	0	6	0	3	7	4					
10	Число действительных избирательных бюллетеней	7762	1633	967	431	617	165	345	125	377	203	345	82	483	72	357	218	470	71	287	300	214					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	99	16	5	5	5	3	5	3	3	5	5	3	5	3	5	3	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	56	16	4	3	2	0	5	1	3	0	4	0	1	1	1	1	5	0	5	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	49	13	11	1	6	4	2	1	1	0	0	0	1	0	5	3	1	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	43	0	1	2	3	3	0	2	0	5	1	3	4	2	4	2	0	5	0	1	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	426	67	47	30	30	5	20	6	24	11	19	0	31	8	23	8	42	8	17	14	16					
		5.43%	4.06%	4.83%	6.83%	4.82%	3.01%	5.71%	4.80%	6.33%	5.34%	5.44%	0.00%	6.34%	11.11%	6.30%	3.67%	8.82%	11.27%	5.86%	4.56%	7.34%					
19	2.Всероссийская политическая партия «Гражданская Сила»	12	4	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	2	0					
		0.15%	0.24%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.29%	0.00%	0.20%	0.00%	0.27%	0.00%	0.21%	0.00%	0.00%	0.65%	0.00%					
20	3.Политическая партия «Демократическая партия России»	7	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0					
		0.09%	0.06%	0.10%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.21%	0.00%	0.00%	0.65%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1190	301	182	63	63	36	30	9	28	24	71	8	66	4	39	19	92	15	60	48	32					
		15.16%	18.23%	18.69%	14.35%	10.13%	21.69%	8.57%	7.20%	7.39%	11.65%	20.34%	9.76%	13.50%	5.56%	10.68%	8.72%	19.33%	21.13%	20.69%	15.64%	14.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	83	17	9	7	2	0	8	0	4	1	9	2	3	0	2	0	3	3	4	6	3					
		1.06%	1.03%	0.92%	1.59%	0.32%	0.00%	2.29%	0.00%	1.06%	0.49%	2.58%	2.44%	0.61%	0.00%	0.55%	0.00%	0.63%	4.23%	1.38%	1.95%	1.38%					
23	6.Политическая партия «Партия социальной справедливости»	14	1	2	1	0	0	2	1	0	1	0	2	2	0	0	0	1	0	0	1	0					
		0.18%	0.06%	0.21%	0.23%	0.00%	0.00%	0.57%	0.80%	0.00%	0.49%	0.00%	2.44%	0.41%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.33%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	568	99	60	40	57	15	14	22	23	38	15	0	25	10	36	32	27	6	11	26	12					
		7.24%	5.99%	6.16%	9.11%	9.16%	9.04%	4.00%	17.60%	6.07%	18.45%	4.30%	0.00%	5.11%	13.89%	9.86%	14.68%	5.67%	8.45%	3.79%	8.47%	5.50%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	608	126	66	36	79	23	32	1	15	25	29	0	36	4	13	7	39	5	23	28	21					
		7.75%	7.63%	6.78%	8.20%	12.70%	13.86%	9.14%	0.80%	3.96%	12.14%	8.31%	0.00%	7.36%	5.56%	3.56%	3.21%	8.19%	7.04%	7.93%	9.12%	9.63%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	63	8	11	1	4	3	2	0	2	3	6	0	2	1	6	1	7	1	2	1	2					
