Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Актанышская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662					
1	"Число избирателей, внесенных в списки"	22587	1095	1284	1663	790	694	664	241	326	491	354	361	110	113	329	251	181	699	319	190	331	129	862	299	1139	205	443	148	691	828	704	821	116	726	723	677	459	221	564	234	377	246	420	154	313	371	231					
2	"Число бюллетеней, полученных участковыми комиссиями"	23582	1106	1325	1636	823	677	669	242	327	493	361	357	109	115	327	250	180	688	326	190	333	131	877	312	1121	203	438	154	696	1678	704	843	116	740	725	680	459	222	565	237	387	250	427	153	321	366	243					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20066	994	1213	1536	690	661	509	220	305	398	299	278	101	95	309	218	176	650	284	178	303	113	723	274	1022	184	352	139	590	702	621	758	116	645	645	617	394	186	481	218	338	229	371	139	277	311	204					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1804	20	33	22	76	16	118	21	18	29	39	67	6	17	17	22	3	25	30	12	28	16	54	24	80	19	86	9	97	119	73	61	0	42	76	30	37	32	80	16	39	17	49	13	36	53	27					
6	Число погашенных бюллетеней	1712	92	79	78	57	0	42	1	4	66	23	12	2	3	1	10	1	13	12	0	2	2	100	14	19	0	0	6	9	857	10	24	0	53	4	33	28	4	4	3	10	4	7	1	8	2	12					
7	Число бюллетеней в переносных ящиках для голосования	1804	20	33	22	76	16	118	21	18	29	39	67	6	17	17	22	3	25	30	12	28	16	54	24	80	19	86	9	97	119	73	61	0	42	76	30	37	32	80	16	39	17	49	13	36	53	27					
8	Число бюллетеней в стационарных ящиках для голосования	20064	994	1213	1536	690	660	509	220	305	398	299	278	101	95	309	218	176	650	284	178	303	113	723	274	1022	184	352	139	590	702	621	758	116	645	644	617	394	186	481	218	338	229	371	139	277	311	204					
9	Число недействительных бюллетеней	358	6	8	26	0	29	3	30	1	9	3	5	7	4	18	30	0	4	33	1	0	1	0	6	11	2	3	2	7	12	2	4	0	0	0	6	6	8	5	17	1	0	0	2	21	21	4					
10	Число действительных бюллетеней	21510	1008	1238	1532	766	647	624	211	322	418	335	340	100	108	308	210	179	671	281	189	331	128	777	292	1091	201	435	146	680	809	692	815	116	687	720	641	425	210	556	217	376	246	420	150	292	343	227					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	506	43	32	35	16	15	9	4	10	8	10	5	2	2	5	9	3	20	10	3	5	5	28	15	17	3	7	5	16	18	10	28	2	11	10	15	12	4	9	3	9	4	11	2	5	6	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	351	31	28	29	10	5	6	0	9	0	7	0	2	2	0	5	2	2	10	1	3	2	28	14	7	1	7	5	11	18	1	28	0	11	4	15	6	4	7	2	9	1	4	1	5	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	170	7	7	4	4	4	3	1	3	4	5	6	3	2	3	3	2	7	4	2	2	1	4	3	4	2	5	3	6	3	7	6	2	2	2	10	6	4	6	4	3	0	1	4	1	4	1					
14	Число погашенных открепительных удостоверений	155	12	4	6	6	10	3	4	1	8	3	5	0	0	5	4	1	18	0	2	2	3	0	1	10	2	0	0	5	0	9	0	2	0	6	0	6	0	2	1	0	3	7	1	0	3	0					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	"1. ""ЕДИНЕНИЕ"""	355	12	20	43	0	23	19	4	5	2	5	12	3	2	11	10	0	11	14	2	4	2	3	18	12	2	2	2	0	5	0	8	3	6	0	1	23	5	30	11	9	1	0	7	0	2	1					
