Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Куркинская 																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942					
1	"Число избирателей, внесенных в списки"	10234	151	155	281	188	490	387	458	1238	2035	1414	334	393	324	404	221	381	369	452	145	414					
2	"Число бюллетеней, полученных участковыми комиссиями"	10180	151	153	276	179	490	378	454	1221	2038	1413	334	397	320	401	222	381	365	455	142	410					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4346	76	68	112	95	210	165	176	620	919	656	100	139	147	159	31	122	131	198	51	171					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1386	34	33	71	19	73	54	75	41	75	42	106	138	90	70	110	91	64	58	64	78					
6	Число погашенных бюллетеней	4448	41	52	93	65	207	159	203	560	1044	715	128	120	83	172	81	168	170	199	27	161					
7	Число бюллетеней в переносных ящиках для голосования	1386	34	33	71	19	73	54	75	41	75	42	106	138	90	70	110	91	64	58	64	78					
8	Число бюллетеней в стационарных ящиках для голосования	4346	76	68	112	95	210	165	176	620	919	656	100	139	147	159	31	122	131	198	51	171					
9	Число недействительных бюллетеней	80	6	0	1	2	4	5	3	5	18	15	0	3	3	0	0	0	4	5	0	6					
10	Число действительных бюллетеней	5652	104	101	182	112	279	214	248	656	976	683	206	274	234	229	141	213	191	251	115	243					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	1	1	1	4	3	1	3	15	29	11	1	1	4	4	4	4	4	4	4	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	63	0	0	0	0	2	1	2	14	29	9	0	0	2	1	0	2	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	42	0	1	4	7	1	3	4	1	1	1	2	0	4	0	1	1	4	3	2	2					
14	Число погашенных открепительных удостоверений	37	1	1	1	4	1	0	1	1	0	2	1	1	2	3	4	2	4	3	4	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
