Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																						
Дата голосования: 04.12.2011																						
																						
Наименование Избирательной комиссии:    Завьяловская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734					
1	"Число избирателей, внесенных в список избирателей"	17020	1954	2247	1930	200	806	564	1101	371	1181	1506	1033	727	511	1679	1210					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17100	2000	2270	1870	200	810	560	1100	370	1190	1500	1050	750	500	1700	1230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8124	893	1187	862	106	413	283	464	210	519	680	500	390	295	738	584					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	606	51	68	105	12	22	17	55	9	80	30	59	38	8	11	41					
6	Число погашенных избирательных бюллетеней	8370	1056	1015	903	82	375	260	581	151	591	790	491	322	197	951	605					
7	Число избирательных бюллетеней в переносных ящиках для голосования	606	51	68	105	12	22	17	55	9	80	30	59	38	8	11	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8124	893	1187	862	106	413	283	464	210	519	680	500	390	295	738	584					
9	Число недействительных избирательных бюллетеней	151	22	25	12	1	0	4	3	1	4	13	12	11	8	21	14					
10	Число действительных избирательных бюллетеней	8579	922	1230	955	117	435	296	516	218	595	697	547	417	295	728	611					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	192	20	49	35	2	2	1	10	3	10	15	10	10	10	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	122	20	34	25	2	2	1	4	2	3	4	6	6	6	3	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	70	3	4	9	2	4	4	7	5	6	5	3	4	6	7	1					
14	Число погашенных неиспользованных открепительных удостоверений	70	0	15	10	0	0	0	6	1	7	11	4	4	4	2	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	2	2	2	0	0	0	1	0	1	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1428	145	201	169	16	91	60	66	33	111	98	88	78	64	107	101					
		16.36%	15.36%	16.02%	17.48%	13.56%	20.92%	20.00%	12.72%	15.07%	18.53%	13.80%	15.74%	18.22%	21.12%	14.29%	16.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1395	152	173	149	23	41	36	73	21	124	156	77	72	46	130	122					
		15.98%	16.10%	13.78%	15.41%	19.49%	9.43%	12.00%	14.07%	9.59%	20.70%	21.97%	13.77%	16.82%	15.18%	17.36%	19.52%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	58	6	4	7	1	4	1	5	1	3	10	1	6	1	5	3					
		0.66%	0.64%	0.32%	0.72%	0.85%	0.92%	0.33%	0.96%	0.46%	0.50%	1.41%	0.18%	1.40%	0.33%	0.67%	0.48%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2181	276	420	305	31	93	75	131	55	157	108	157	80	59	132	102					
		24.98%	29.24%	33.47%	31.54%	26.27%	21.38%	25.00%	25.24%	25.11%	26.21%	15.21%	28.09%	18.69%	19.47%	17.62%	16.32%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	80	10	33	6	0	4	0	2	1	2	1	6	2	1	6	6					
		0.92%	1.06%	2.63%	0.62%	0.00%	0.92%	0.00%	0.39%	0.46%	0.33%	0.14%	1.07%	0.47%	0.33%	0.80%	0.96%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3413	329	393	317	46	202	124	236	107	197	323	217	176	124	346	276					
		39.10%	34.85%	31.31%	32.78%	38.98%	46.44%	41.33%	45.47%	48.86%	32.89%	45.49%	38.82%	41.12%	40.92%	46.19%	44.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	24	4	6	2	0	0	0	3	0	1	1	1	3	0	2	1					
		0.27%	0.42%	0.48%	0.21%	0.00%	0.00%	0.00%	0.58%	0.00%	0.17%	0.14%	0.18%	0.70%	0.00%	0.27%	0.16%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
