Выборы Президента Российской Федерации																																		
Дата голосования: 18.03.2018																																		
																																		
Наименование Избирательной комиссии:    Бабынинская																																		
																																		
Сводная таблица итогов голосования																																		
																																		
	Число участковых избирательных комиссий	23																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	23																																
																																		
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123									
1	"Число избирателей, включенных в список избирателей"	16713	327	2218	929	551	188	314	570	269	325	593	157	397	183	342	329	170	244	2481	1986	2375	409	709	647									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16730	330	2250	900	550	190	310	570	280	340	580	160	380	170	330	310	160	230	2500	2000	2450	390	700	650									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10150	81	1430	567	261	117	228	415	187	118	321	84	269	112	159	206	91	136	1532	1189	1564	242	433	408									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1410	145	149	123	124	26	14	100	47	69	77	17	58	13	118	61	24	46	63	46	35	7	32	16									
6	Число погашенных избирательных бюллетеней	5170	104	671	210	165	47	68	55	46	153	182	59	53	45	53	43	45	48	905	765	851	141	235	226									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1410	145	149	123	124	26	14	100	47	69	77	17	58	13	118	61	24	46	63	46	35	7	32	16									
8	Число бюллетеней в стационарных ящиках для голосования	10150	81	1430	567	261	117	228	415	187	118	321	84	269	112	159	206	91	136	1532	1189	1564	242	433	408									
9	Число недействительных избирательных бюллетеней	126	1	17	13	4	1	3	3	0	2	9	0	3	1	4	2	1	1	17	10	18	4	8	4									
