Выборы Президента Российской Федерации																																							
																																							
Наименование Избирательной комиссии:    Чернская																																							
																																							
Итоги голосования 																																							
																																							
		Сумма	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819					
1	"Число избирателей, внесенных в список"	15843	407	268	796	409	486	293	426	183	245	221	257	142	176	324	380	266	389	244	241	289	289	342	682	355	228	1199	271	295	318	409	2472	2541					
2	Число полученных избирательных бюллетеней	16533	475	279	815	418	515	288	450	199	237	220	261	154	176	326	406	300	391	270	255	311	307	344	693	367	252	1285	305	303	327	410	2584	2610					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10348	357	174	520	280	260	282	252	131	170	160	213	37	112	256	290	169	329	153	178	202	186	177	460	243	149	721	174	219	187	250	1568	1489					
5	"Число избирательных бюллетеней, выданных вне помещения"	3084	43	90	123	92	152	0	161	47	64	47	41	102	53	58	77	81	33	89	53	70	94	94	131	92	67	342	89	49	102	75	309	164					
6	Число погашенных избирательных бюллетеней	3101	75	15	172	46	103	6	37	21	3	13	7	15	11	12	39	50	29	28	24	39	27	73	102	32	36	222	42	35	38	85	707	957					
7	Число избирательных бюллетеней в переносных ящиках	3084	43	90	123	92	152	0	161	47	64	47	41	102	53	58	77	81	33	89	53	70	94	94	131	92	67	342	89	49	102	75	309	164					
8	Число бюллетеней в стационарных ящиках для голосования	10348	357	174	520	280	260	282	252	131	170	160	213	37	112	256	290	169	329	153	178	202	186	177	460	243	149	721	174	219	187	250	1568	1489					
9	Число недействительных избирательных бюллетеней	53	1	1	5	0	0	2	1	0	0	0	1	0	0	1	5	1	1	0	0	5	3	4	1	0	0	9	2	0	2	2	6	0					
10	Число действительных избирательных бюллетеней	13379	399	263	638	372	412	280	412	178	234	207	253	139	165	313	362	249	361	242	231	267	277	267	590	335	216	1054	261	268	287	323	1871	1653					
11	Число полученных открепительных  удостоверений	740	80	15	15	14	30	0	20	15	3	3	3	2	3	3	30	30	10	20	13	20	20	15	15	8	30	72	36	13	5	5	94	98					
12	Число выданных открепительных удостоверений	724	80	15	15	14	30	0	20	15	2	0	3	0	2	3	30	30	10	20	13	20	20	10	12	8	29	72	36	13	5	5	94	98					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	214	8	9	7	5	5	0	8	6	7	4	4	0	5	4	5	2	9	2	2	3	6	8	7	4	6	14	5	8	7	5	12	37					
14	Число неиспользованных открепительных удостоверений	16	0	0	0	0	0	0	0	0	1	3	0	2	1	0	0	0	0	0	0	0	0	5	3	0	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																							
18	. Глазьев Сергей Юрьевич	367	11	9	19	6	8	2	8	4	4	2	3	0	1	28	9	1	3	7	9	1	7	6	17	1	1	17	8	16	4	4	82	69					
		2.73%	2.75%	3.41%	2.95%	1.61%	1.94%	0.71%	1.94%	2.25%	1.71%	0.97%	1.18%	0.00%	0.61%	8.92%	2.45%	0.40%	0.83%	2.89%	3.90%	0.37%	2.50%	2.21%	2.88%	0.30%	0.46%	1.60%	3.04%	5.97%	1.38%	1.23%	4.37%	4.17%					
19	. Малышкин Олег Александрович	343	5	3	9	13	12	7	10	2	3	3	10	1	3	8	17	18	5	9	13	2	4	8	16	2	5	29	3	8	8	9	45	53					
		2.55%	1.25%	1.14%	1.40%	3.49%	2.91%	2.48%	2.42%	1.12%	1.28%	1.45%	3.94%	0.72%	1.82%	2.55%	4.63%	7.20%	1.38%	3.72%	5.63%	0.74%	1.43%	2.95%	2.71%	0.60%	2.31%	2.73%	1.14%	2.99%	2.77%	2.77%	2.40%	3.21%					
20	. Миронов Сергей Михайлович	98	3	2	3	1	1	17	1	0	1	0	1	1	0	0	3	0	2	0	0	2	0	2	4	3	2	13	3	3	2	1	17	10					
		0.73%	0.75%	0.76%	0.47%	0.27%	0.24%	6.03%	0.24%	0.00%	0.43%	0.00%	0.39%	0.72%	0.00%	0.00%	0.82%	0.00%	0.55%	0.00%	0.00%	0.74%	0.00%	0.74%	0.68%	0.90%	0.93%	1.22%	1.14%	1.12%	0.69%	0.31%	0.91%	0.60%					
21	. Путин Владимир Владимирович	9428	341	172	499	253	305	205	311	144	175	167	135	123	135	208	225	164	284	178	150	203	195	178	374	205	186	645	178	195	195	222	1316	1162					
		70.19%	85.25%	65.15%	77.60%	68.01%	74.03%	72.70%	75.30%	80.90%	74.79%	80.68%	53.15%	88.49%	81.82%	66.24%	61.31%	65.60%	78.45%	73.55%	64.94%	74.63%	69.64%	65.68%	63.28%	61.19%	86.11%	60.68%	67.68%	72.76%	67.47%	68.31%	70.11%	70.30%					
22	. Хакамада Ирина Муцуовна	233	9	5	19	6	1	6	2	0	6	3	7	0	3	2	5	7	8	4	3	3	2	4	9	6	1	33	4	1	0	2	37	35					
		1.73%	2.25%	1.89%	2.95%	1.61%	0.24%	2.13%	0.48%	0.00%	2.56%	1.45%	2.76%	0.00%	1.82%	0.64%	1.36%	2.80%	2.21%	1.65%	1.30%	1.10%	0.71%	1.48%	1.52%	1.79%	0.46%	3.10%	1.52%	0.37%	0.00%	0.62%	1.97%	2.12%					
23	. Харитонов Николай Михайлович	2519	26	63	75	78	73	28	72	22	43	27	91	14	21	62	97	52	49	42	54	47	63	62	153	104	19	278	59	44	66	61	312	262					
		18.75%	6.50%	23.86%	11.66%	20.97%	17.72%	9.93%	17.43%	12.36%	18.38%	13.04%	35.83%	10.07%	12.73%	19.75%	26.43%	20.80%	13.54%	17.36%	23.38%	17.28%	22.50%	22.88%	25.89%	31.04%	8.80%	26.15%	22.43%	16.42%	22.84%	18.77%	16.62%	15.85%					
																																							
24	Против всех	391	4	9	14	15	12	15	8	6	2	5	6	0	2	5	6	7	10	2	2	9	6	7	17	14	2	39	6	1	12	24	62	62					
		2.91%	1.00%	3.41%	2.18%	4.03%	2.91%	5.32%	1.94%	3.37%	0.85%	2.42%	2.36%	0.00%	1.21%	1.59%	1.63%	2.80%	2.76%	0.83%	0.87%	3.31%	2.14%	2.58%	2.88%	4.18%	0.93%	3.67%	2.28%	0.37%	4.15%	7.38%	3.30%	3.75%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
