Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Перевозская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942	УИК №1943	УИК №1944	УИК №1945	УИК №1946	УИК №1947	УИК №1948	УИК №1949	УИК №1950	УИК №1951					
1	"Число избирателей, внесенных в списки избирателей"	12681	2688	1787	1454	1470	262	292	654	193	577	116	66	164	207	401	369	144	367	331	172	644	323					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12491	2520	1690	1360	1370	270	300	600	170	600	140	65	220	230	600	380	130	390	340	170	620	326					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7859	1528	1135	945	887	165	174	408	124	324	63	50	123	155	364	205	85	237	218	101	404	164					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	640	20	33	8	54	17	20	52	13	48	42	7	34	24	37	30	12	43	24	10	40	72					
6	Число погашенных избирательных бюллетеней	3992	972	522	407	429	88	106	140	33	228	35	8	63	51	199	145	33	110	98	59	176	90					
7	Число избирательных бюллетеней в переносных ящиках для голосования	640	20	33	8	54	17	20	52	13	48	42	7	34	24	37	30	12	43	24	10	40	72					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7825	1528	1101	945	887	165	174	408	124	324	63	50	123	155	364	205	85	237	218	101	404	164					
9	Число недействительных избирательных бюллетеней	81	11	6	5	10	2	1	3	1	2	1	2	2	3	5	6	5	4	3	0	5	4					
10	Число действительных избирательных бюллетеней	8384	1537	1128	948	931	180	193	457	136	370	104	55	155	176	396	229	92	276	239	111	439	232					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	399	50	50	50	50	10	10	15	10	15	10	5	10	10	15	15	10	15	10	10	15	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	102	23	12	5	8	2	2	1	1	6	5	0	10	1	1	4	0	6	9	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	63	7	6	3	3	2	1	3	3	5	4	5	1	1	2	1	3	3	3	3	3	1					
