Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Чусовская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №4401	УИК №4402	УИК №4403	УИК №4404	УИК №4405	УИК №4406	УИК №4407	УИК №4408	УИК №4409	УИК №4410	УИК №4411	УИК №4412	УИК №4413	УИК №4414	УИК №4415	УИК №4416	УИК №4417	УИК №4418	УИК №4419	УИК №4420	УИК №4421	УИК №4422	УИК №4423	УИК №4424	УИК №4425	УИК №4426	УИК №4427	УИК №4428	УИК №4429	УИК №4430	УИК №4431	УИК №4432	УИК №4433	УИК №4434	УИК №4435	УИК №4436	УИК №4437	УИК №4438	УИК №4439	УИК №4440	УИК №4441	УИК №4442	УИК №4443	УИК №4444	УИК №4445	УИК №4446	УИК №4447	УИК №4448	УИК №4449	УИК №4450	УИК №4451	УИК №4452					
1	"Число избирателей, внесенных в список избирателей"	56181	1060	752	1269	1166	2209	516	669	1233	1455	1135	661	2229	1773	2044	2322	2549	1155	2843	1438	2345	2708	2057	2434	414	514	2785	735	916	1118	176	226	336	435	552	665	191	703	950	253	561	271	510	1035	126	241	265	1556	534	625	94	1108	264					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	50423	1050	730	1220	1140	2000	460	620	1200	1350	1100	660	2000	1500	2000	2000	2100	1000	2200	1400	2100	2200	2000	2100	400	500	2200	700	900	1000	170	220	300	400	500	650	150	700	700	200	500	250	500	1000	130	240	250	1500	500	600	83	800	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	25	0	0	0	0	12	0	0	15	4	0	0	9	0	0	28	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27273	389	372	509	430	835	179	333	560	809	704	255	1258	820	1134	1287	1403	710	1598	895	1249	1526	1245	1401	175	178	1182	342	300	444	92	55	111	173	216	238	47	240	338	117	229	56	158	436	45	95	95	683	305	372	65	460	125					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2660	59	49	93	84	109	62	75	30	122	46	30	68	79	50	94	114	49	58	74	50	48	36	46	14	14	100	43	41	44	10	20	23	35	34	59	20	99	99	36	60	50	45	27	28	7	13	113	9	29	0	52	11					
6	Число погашенных избирательных бюллетеней	20331	602	309	618	626	1056	219	212	610	419	350	375	674	601	816	619	583	241	544	431	801	626	719	653	211	308	918	315	559	446	68	120	166	192	250	353	71	361	263	32	207	144	297	528	57	138	114	704	186	199	18	288	114					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2819	59	49	93	84	109	62	75	30	122	46	30	68	79	50	94	114	49	58	74	50	48	36	46	14	14	100	43	41	110	10	45	23	35	34	59	32	99	99	51	64	50	45	36	28	7	41	113	9	29	0	52	11					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27234	389	372	509	430	834	178	332	560	809	704	255	1258	820	1134	1286	1403	710	1598	864	1249	1526	1244	1401	175	178	1182	342	300	444	92	55	111	173	216	238	47	240	338	117	229	56	158	436	45	95	94	681	305	372	65	460	125					
9	Число недействительных избирательных бюллетеней	620	9	7	20	8	17	5	4	11	13	17	5	24	26	24	37	26	15	28	21	34	33	31	20	3	0	28	6	9	10	0	1	6	4	7	9	1	4	7	2	6	1	2	14	1	1	1	28	13	3	1	12	5					
10	Число действительных избирательных бюллетеней	29433	439	414	582	506	926	235	403	579	918	733	280	1302	873	1160	1343	1491	744	1628	917	1265	1541	1249	1427	186	192	1254	379	332	544	102	99	128	204	243	288	78	335	430	166	287	105	201	458	72	101	134	766	301	398	64	500	131					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1110	25	20	25	25	35	10	15	20	25	15	10	40	30	40	40	30	25	35	15	30	40	40	35	10	10	30	10	15	20	5	5	5	10	10	10	10	10	20	15	15	15	15	15	10	10	20	55	55	35	15	20	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	519	5	4	8	8	20	3	6	13	13	8	10	17	15	17	26	21	9	26	10	16	27	17	27	3	0	25	4	4	11	0	1	0	5	2	4	1	2	4	10	7	3	10	4	10	0	9	16	9	35	4	8	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	373	6	3	9	2	34	8	4	20	18	8	2	16	8	4	8	14	5	6	4	9	14	12	8	5	2	16	2	2	4	1	1	6	4	5	5	0	2	3	5	4	2	12	8	3	4	7	5	4	13	22	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	591	20	16	17	17	15	7	9	7	12	7	0	23	15	23	14	9	16	9	5	14	13	23	8	7	10	5	6	11	9	5	4	5	5	8	6	9	8	16	5	8	12	5	11	0	10	11	39	46	0	11	12	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	2	0	1	1	0	1	0	1	1	0	1	2	2	1	1	0	3	4	1	1	2	1	3	0	0	1	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4557	72	53	83	74	132	21	59	98	123	82	38	191	165	190	249	289	143	276	145	195	263	211	269	34	35	209	61	34	63	10	12	18	26	34	36	9	26	41	12	25	15	33	73	8	23	18	117	47	43	7	52	15					
