Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Подосиновская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988					
1	"Число избирателей, внесенных в списки избирателей"	15020	165	455	311	438	244	1497	1739	335	1070	853	2344	2574	422	186	288	519	361	360	343	361	155					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15382	150	500	300	480	220	1400	1800	350	1100	850	2382	2700	400	200	300	500	400	400	350	400	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8782	109	267	151	310	142	875	1091	190	611	514	1207	1606	186	116	121	297	218	203	201	264	103					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2279	20	131	103	84	53	224	186	101	165	115	166	182	122	65	103	135	103	74	45	59	43					
6	Число погашенных избирательных бюллетеней	4321	21	102	46	86	25	301	523	59	324	221	1009	912	92	19	76	68	79	123	104	77	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2279	20	131	103	84	53	224	186	101	165	115	166	182	122	65	103	135	103	74	45	59	43					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8782	109	267	151	310	142	875	1091	190	611	514	1207	1606	186	116	121	297	218	203	201	264	103					
9	Число недействительных избирательных бюллетеней	97	0	2	1	4	1	14	5	5	6	6	10	20	0	2	0	3	4	1	7	3	3					
10	Число действительных избирательных бюллетеней	10964	129	396	253	390	194	1085	1272	286	770	623	1363	1768	308	179	224	429	317	276	239	320	143					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	443	0	3	2	57	10	28	21	30	10	10	54	72	10	15	10	6	15	20	20	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	440	0	3	2	57	10	28	21	30	10	10	52	71	10	15	10	6	15	20	20	25	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	70	0	5	2	6	0	12	14	1	0	5	8	6	0	2	2	1	1	3	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	173	9	65	1	4	3	21	27	2	1	0	3	14	3	6	0	1	13	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	738	13	47	41	61	17	65	106	26	26	26	66	81	18	12	31	37	30	13	9	8	5					
		6.67%	10.08%	11.81%	16.14%	15.48%	8.72%	5.91%	8.30%	8.93%	3.35%	4.13%	4.81%	4.53%	5.84%	6.63%	13.84%	8.56%	9.35%	4.69%	3.66%	2.48%	3.42%					
19	2.Всероссийская политическая партия «Гражданская Сила»	48	0	1	0	3	0	5	8	0	4	1	14	9	2	0	0	0	0	0	1	0	0					
		0.43%	0.00%	0.25%	0.00%	0.76%	0.00%	0.45%	0.63%	0.00%	0.52%	0.16%	1.02%	0.50%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	13	0	0	0	0	1	3	0	0	1	1	2	0	0	0	0	1	1	1	0	0	2					
		0.12%	0.00%	0.00%	0.00%	0.00%	0.51%	0.27%	0.00%	0.00%	0.13%	0.16%	0.15%	0.00%	0.00%	0.00%	0.00%	0.23%	0.31%	0.36%	0.00%	0.00%	1.37%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1048	11	18	22	28	11	128	136	18	79	83	118	194	23	9	16	41	16	16	29	40	12					
		9.47%	8.53%	4.52%	8.66%	7.11%	5.64%	11.65%	10.65%	6.19%	10.18%	13.20%	8.59%	10.85%	7.47%	4.97%	7.14%	9.49%	4.98%	5.78%	11.79%	12.38%	8.22%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	33	0	0	1	1	1	4	4	0	4	0	7	6	1	1	0	1	0	1	0	1	0					
		0.30%	0.00%	0.00%	0.39%	0.25%	0.51%	0.36%	0.31%	0.00%	0.52%	0.00%	0.51%	0.34%	0.32%	0.55%	0.00%	0.23%	0.00%	0.36%	0.00%	0.31%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	19	0	1	0	2	1	3	4	0	1	0	2	2	1	0	1	0	1	0	0	0	0					
		0.17%	0.00%	0.25%	0.00%	0.51%	0.51%	0.27%	0.31%	0.00%	0.13%	0.00%	0.15%	0.11%	0.32%	0.00%	0.45%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1088	11	47	38	48	16	94	141	20	66	53	148	153	35	16	26	45	36	24	18	38	15					
		9.84%	8.53%	11.81%	14.96%	12.18%	8.21%	8.55%	11.04%	6.87%	8.51%	8.43%	10.78%	8.56%	11.36%	8.84%	11.61%	10.42%	11.21%	8.66%	7.32%	11.76%	10.27%					
