Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Подосиновская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988					
1	"Число избирателей, внесенных в список избирателей"	14186	561	253	449	179	1460	1780	277	1060	859	2139	2599	416	160	242	400	328	301	285	320	118					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14175	670	260	500	200	1400	1700	330	1000	820	2035	2500	400	170	260	450	350	350	320	340	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5982	253	12	235	96	711	832	159	378	278	742	1180	115	71	83	212	175	144	110	144	52					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1685	126	170	45	36	83	180	67	159	115	71	112	90	49	83	92	72	55	35	23	22					
6	Число погашенных избирательных бюллетеней	6508	291	78	220	68	606	688	104	463	427	1222	1208	195	50	94	146	103	151	175	173	46					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1685	126	170	45	36	83	180	67	159	115	71	112	90	49	83	92	72	55	35	23	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5981	253	12	235	96	711	832	159	378	278	741	1180	115	71	83	212	175	144	110	144	52					
9	Число недействительных избирательных бюллетеней	81	1	1	2	1	9	14	3	7	1	18	12	3	1	2	2	2	1	0	1	0					
10	Число действительных избирательных бюллетеней	7585	378	181	278	131	785	998	223	530	392	794	1280	202	119	164	302	245	198	145	166	74					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	636	25	20	30	20	60	70	21	45	35	90	65	15	10	25	35	25	15	10	15	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	495	25	14	30	20	23	49	21	45	20	69	32	15	10	25	27	25	15	10	15	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	84	1	3	6	3	15	10	1	4	5	5	10	6	1	5	0	1	3	0	3	2					
