Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Мантуровская городская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404					
1	"Число избирателей, внесенных в списки"	15422	1581	1568	1485	1554	1660	1466	1520	1523	1470	1595					
2	"Число бюллетеней, полученных участковыми комиссиями"	15435	1575	1565	1490	1565	1655	1470	1520	1520	1485	1590					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6988	752	771	619	680	718	598	649	786	775	640					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	402	62	36	31	35	72	50	35	18	24	39					
6	Число погашенных бюллетеней	8045	761	758	840	850	865	822	836	716	686	911					
7	Число бюллетеней в переносных ящиках для голосования	402	62	36	31	35	72	50	35	18	24	39					
8	Число бюллетеней в стационарных ящиках для голосования	6985	752	771	619	680	718	597	649	786	773	640					
9	Число недействительных бюллетеней	86	15	7	6	8	11	5	5	1	4	24					
10	Число действительных бюллетеней	7301	799	800	644	707	779	642	679	803	793	655					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	20	20	20	20	20	20	20	20	20	19					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	18	4	1	0	3	0	2	0	1	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	7	0	3	0	1	0	0	0	0	3	0					
14	Число погашенных открепительных удостоверений	181	16	19	20	17	20	18	20	19	13	19					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
																	
18	"1. ""ЕДИНЕНИЕ"""	99	10	7	5	10	14	14	6	14	5	14					
		1.34%	1.22%	0.86%	0.76%	1.39%	1.77%	2.16%	0.87%	1.74%	0.62%	2.06%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	53	2	16	5	6	3	5	4	2	8	2					
		0.71%	0.24%	1.98%	0.76%	0.83%	0.37%	0.77%	0.58%	0.24%	1.00%	0.29%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	194	22	13	21	13	28	15	24	12	28	18					
		2.62%	2.70%	1.61%	3.23%	1.81%	3.54%	2.31%	3.50%	1.49%	3.51%	2.65%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	169	26	28	15	17	8	9	13	23	16	14					
		2.28%	3.19%	3.46%	2.30%	2.37%	1.01%	1.39%	1.90%	2.86%	2.00%	2.06%					
22	"5. ""За Русь Святую"""	41	8	1	1	5	4	5	5	3	6	3					
		0.55%	0.98%	0.12%	0.15%	0.69%	0.50%	0.77%	0.73%	0.37%	0.75%	0.44%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	2	0	6	2	0	0	2	3	5	1					
		0.28%	0.24%	0.0%	0.92%	0.27%	0.0%	0.0%	0.29%	0.37%	0.62%	0.14%					
24	"7. ""Новый курс - Автомобильная Россия"""	37	6	4	3	5	5	3	4	1	3	3					
		0.50%	0.73%	0.49%	0.46%	0.69%	0.63%	0.46%	0.58%	0.12%	0.37%	0.44%					
25	"8. ""Народно-республиканская партия России"""	15	3	2	1	1	4	0	0	2	0	2					
		0.20%	0.36%	0.24%	0.15%	0.13%	0.50%	0.0%	0.0%	0.24%	0.0%	0.29%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	1	2	2	0	0	0	1	1	1	0					
		0.10%	0.12%	0.24%	0.30%	0.0%	0.0%	0.0%	0.14%	0.12%	0.12%	0.0%					
27	"10. ""Аграрная партия России"""	454	60	69	41	40	46	40	53	42	30	33					
		6.14%	7.37%	8.55%	6.30%	5.59%	5.82%	6.18%	7.74%	5.22%	3.76%	4.86%					
28	"11. ""Истинные патриоты России"""	7	1	1	1	2	0	1	0	1	0	0					
		0.09%	0.12%	0.12%	0.15%	0.27%	0.0%	0.15%	0.0%	0.12%	0.0%	0.0%					
