Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Рассказовская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №8319									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	36642	1401	2218	625	2568	1174	2226	2536	1788	1126	2461	1893	2197	2131	1942	2368	1624	2191	1931	1824	418									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	75400	1300	2000	600	2100	1100	2000	2100	1700	1100	2100	1800	2000	2000	1900	2000	1500	2000	1900	1800	42400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15552	625	900	189	764	294	899	1220	483	362	597	717	1507	1462	588	1576	788	534	530	1099	418									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1745	121	139	9	57	53	132	212	105	68	43	49	106	74	87	148	216	47	44	35	0									
6	Число погашенных избирательных бюллетеней	58103	554	961	402	1279	753	969	668	1112	670	1460	1034	387	464	1225	276	496	1419	1326	666	41982									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1745	121	139	9	57	53	132	212	105	68	43	49	106	74	87	148	216	47	44	35	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15552	625	900	189	764	294	899	1220	483	362	597	717	1507	1462	588	1576	788	534	530	1099	418									
9	Число недействительных избирательных бюллетеней	278	1	15	6	29	4	11	10	12	10	19	8	1	17	20	8	33	17	14	38	5									
10	Число действительных избирательных бюллетеней	17019	745	1024	192	792	343	1020	1422	576	420	621	758	1612	1519	655	1716	971	564	560	1096	413									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	501	15	30	11	30	15	30	30	25	15	30	30	30	30	25	30	25	30	25	25	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	218	6	11	11	9	5	15	14	12	6	16	15	14	14	12	13	8	10	14	13	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	87	3	2	7	1	8	4	5	16	2	5	1	4	6	5	6	2	1	4	2	3									
14	Число погашенных неиспользованных открепительных удостоверений	283	9	19	0	21	10	15	16	13	9	14	15	16	16	13	17	17	20	11	12	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	140	1	7	5	12	2	10	7	9	2	14	5	10	6	12	5	8	8	8	9	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	902	8	37	14	63	27	24	11	42	31	42	51	130	37	62	69	46	44	51	94	19									
		5.21%	1.07%	3.56%	7.07%	7.67%	7.78%	2.33%	0.77%	7.14%	7.21%	6.56%	6.66%	8.06%	2.41%	9.19%	4.00%	4.58%	7.57%	8.89%	8.29%	4.55%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	121	0	17	5	2	9	4	1	4	7	2	16	8	7	4	8	2	14	2	4	5									
		0.70%	0.00%	1.64%	2.53%	0.24%	2.59%	0.39%	0.07%	0.68%	1.63%	0.31%	2.09%	0.50%	0.46%	0.59%	0.46%	0.20%	2.41%	0.35%	0.35%	1.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	148	0	13	5	2	6	3	1	3	5	5	18	11	20	3	15	15	11	3	5	4									
		0.86%	0.00%	1.25%	2.53%	0.24%	1.73%	0.29%	0.07%	0.51%	1.16%	0.78%	2.35%	0.68%	1.30%	0.44%	0.87%	1.49%	1.89%	0.52%	0.44%	0.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12190	582	747	94	517	208	765	1194	409	218	427	498	1168	1196	436	1276	720	353	381	796	205									
		70.47%	78.02%	71.90%	47.47%	62.97%	59.94%	74.20%	83.38%	69.56%	50.70%	66.72%	65.01%	72.41%	77.86%	64.59%	74.01%	71.71%	60.76%	66.38%	70.19%	49.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	41	0	2	0	2	1	1	2	2	0	2	5	2	2	2	7	3	2	1	1	4									
		0.24%	0.00%	0.19%	0.00%	0.24%	0.29%	0.10%	0.14%	0.34%	0.00%	0.31%	0.65%	0.12%	0.13%	0.30%	0.41%	0.30%	0.34%	0.17%	0.09%	0.96%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	0	2	0	0	0	1	1	1	0	1	0	0	1	1	1	2	1	1									
		0.08%	0.00%	0.10%	0.00%	0.24%	0.00%	0.00%	0.00%	0.17%	0.23%	0.16%	0.00%	0.06%	0.00%	0.00%	0.06%	0.10%	0.17%	0.35%	0.09%	0.24%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1403	70	89	25	71	32	89	92	45	66	51	52	133	95	55	125	90	50	45	95	33									
		8.11%	9.38%	8.57%	12.63%	8.65%	9.22%	8.63%	6.42%	7.65%	15.35%	7.97%	6.79%	8.25%	6.18%	8.15%	7.25%	8.96%	8.61%	7.84%	8.38%	7.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	72	0	1	0	10	2	2	2	2	0	6	3	2	4	1	2	0	9	10	3	13									
		0.42%	0.00%	0.10%	0.00%	1.22%	0.58%	0.19%	0.14%	0.34%	0.00%	0.94%	0.39%	0.12%	0.26%	0.15%	0.12%	0.00%	1.55%	1.74%	0.26%	3.11%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	66	0	6	3	1	3	1	0	2	2	13	8	1	3	1	2	3	5	3	3	6									
		0.38%	0.00%	0.58%	1.52%	0.12%	0.86%	0.10%	0.00%	0.34%	0.47%	2.03%	1.04%	0.06%	0.20%	0.15%	0.12%	0.30%	0.86%	0.52%	0.26%	1.44%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	1	1	0	0	0	1	1	4	1	1	2	2	1	0	0	0	0									
		0.09%	0.00%	0.00%	0.00%	0.12%	0.29%	0.00%	0.00%	0.00%	0.23%	0.16%	0.52%	0.06%	0.07%	0.30%	0.12%	0.10%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	188	1	12	1	5	12	3	2	1	7	1	20	4	8	2	11	2	10	2	5	79									
		1.09%	0.13%	1.15%	0.51%	0.61%	3.46%	0.29%	0.14%	0.17%	1.63%	0.16%	2.61%	0.25%	0.52%	0.30%	0.64%	0.20%	1.72%	0.35%	0.44%	18.90%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1260	55	74	34	66	29	71	76	37	66	40	48	98	107	49	141	75	45	45	73	31									
		7.28%	7.37%	7.12%	17.17%	8.04%	8.36%	6.89%	5.31%	6.29%	15.35%	6.25%	6.27%	6.08%	6.97%	7.26%	8.18%	7.47%	7.75%	7.84%	6.44%	7.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	0	2	2	5	1	2	0	0	1	4	0	5	1	1	1	2	0	2	1	1									
		0.18%	0.00%	0.19%	1.01%	0.61%	0.29%	0.19%	0.00%	0.00%	0.23%	0.63%	0.00%	0.31%	0.07%	0.15%	0.06%	0.20%	0.00%	0.35%	0.09%	0.24%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	568	29	23	9	45	12	55	41	28	15	26	35	48	38	37	56	11	20	13	15	12									
		3.28%	3.89%	2.21%	4.55%	5.48%	3.46%	5.33%	2.86%	4.76%	3.49%	4.06%	4.57%	2.98%	2.47%	5.48%	3.25%	1.10%	3.44%	2.26%	1.32%	2.87%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
