Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
"Наименование Избирательной комиссии:    Ульяновск, Заволжская N1"																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812					
1	"Число избирателей, внесенных в список избирателей"	87690	2756	2735	2249	2482	2627	1408	2941	2694	2934	2916	2956	2697	2677	2720	2782	2833	2207	2599	2361	2064	2029	2732	505	689	3017	3778	2499	2401	2325	2432	2762	2102	2234	2878	2717	952					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	80250	2500	2500	2000	2200	2500	1300	2700	2500	2700	2600	2700	2500	2500	2500	2500	2600	1900	2500	2200	1900	1900	2500	500	800	2700	2950	2300	2200	2200	2300	2500	2000	2000	2700	2500	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	44808	1418	1469	1158	1197	1138	579	1286	1189	1408	1259	1701	1357	1406	1365	1161	1508	982	1259	1071	1086	1128	1484	354	534	1292	2580	1252	1210	1189	1295	1513	1165	1211	1571	1523	510					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1428	15	28	27	57	54	25	77	52	64	36	34	30	31	55	48	59	38	41	31	18	31	32	140	146	38	73	18	19	15	17	8	5	7	13	15	31					
6	Число погашенных избирательных бюллетеней	34014	1067	1003	815	946	1308	696	1337	1259	1228	1305	965	1113	1063	1080	1291	1033	880	1200	1098	796	741	984	6	120	1370	297	1030	971	996	988	979	830	782	1116	962	359					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1428	15	28	27	57	54	25	77	52	64	36	34	30	31	55	48	59	38	41	31	18	31	32	140	146	38	73	18	19	15	17	8	5	7	13	15	31					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44772	1418	1469	1158	1195	1136	579	1286	1187	1407	1259	1701	1357	1406	1363	1161	1505	982	1248	1070	1085	1128	1482	354	534	1289	2579	1252	1208	1189	1293	1513	1165	1211	1571	1522	510					
9	Число недействительных избирательных бюллетеней	650	18	19	10	25	20	9	26	8	26	26	40	21	19	22	11	13	20	31	16	17	19	18	7	13	14	43	12	10	21	17	16	14	11	16	17	5					
10	Число действительных избирательных бюллетеней	45550	1415	1478	1175	1227	1170	595	1337	1231	1445	1269	1695	1366	1418	1396	1198	1551	1000	1258	1085	1086	1140	1496	487	667	1313	2609	1258	1217	1183	1293	1505	1156	1207	1568	1520	536					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1226	48	43	27	35	40	27	44	27	35	28	40	39	45	48	27	58	27	35	27	35	32	45	2	0	35	52	27	32	35	27	40	35	27	40	40	22					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1175	48	43	26	35	38	20	41	27	35	28	39	36	40	48	27	58	27	35	27	31	32	45	0	0	34	50	24	32	34	27	39	35	27	40	40	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	860	18	13	12	19	8	8	18	13	16	15	73	10	12	24	29	13	20	9	30	36	54	17	0	180	34	17	19	21	17	5	7	14	19	19	29	12					
14	Число погашенных неиспользованных открепительных удостоверений	51	0	0	1	0	2	7	3	0	0	0	1	3	5	0	0	0	0	0	0	4	0	0	2	0	1	2	3	0	1	0	1	0	0	0	0	15					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	33	2	0	0	2	3	2	0	1	0	1	1	1	3	0	1	0	0	2	0	1	1	0	0	0	1	0	0	2	0	0	1	1	2	1	2	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9323	277	341	271	246	277	138	283	264	300	236	335	276	301	329	209	361	224	270	227	198	218	300	49	155	266	294	245	279	235	302	331	213	266	346	323	138					
		20.18%	19.33%	22.78%	22.87%	19.65%	23.28%	22.85%	20.76%	21.31%	20.39%	18.22%	19.31%	19.90%	20.95%	23.20%	17.29%	23.08%	21.96%	20.95%	20.62%	17.95%	18.81%	19.82%	9.92%	22.79%	20.05%	11.09%	19.29%	22.74%	19.52%	23.05%	21.76%	18.21%	21.84%	21.84%	21.01%	25.51%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7118	221	195	132	188	199	104	173	166	221	220	230	235	216	196	179	198	159	203	157	166	152	244	20	97	188	655	211	182	178	202	228	217	188	254	289	55					
		15.41%	15.42%	13.03%	11.14%	15.02%	16.72%	17.22%	12.69%	13.40%	15.02%	16.99%	13.26%	16.94%	15.03%	13.82%	14.81%	12.66%	15.59%	15.75%	14.26%	15.05%	13.11%	16.12%	4.05%	14.26%	14.17%	24.70%	16.61%	14.83%	14.78%	15.42%	14.99%	18.55%	15.44%	16.04%	18.80%	10.17%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	682	25	30	12	19	12	7	28	16	18	14	24	15	14	16	19	28	10	20	20	25	25	37	7	8	24	39	20	14	25	23	9	18	12	21	22	6					
		1.48%	1.74%	2.00%	1.01%	1.52%	1.01%	1.16%	2.05%	1.29%	1.22%	1.08%	1.38%	1.08%	0.97%	1.13%	1.57%	1.79%	0.98%	1.55%	1.82%	2.27%	2.16%	2.44%	1.42%	1.18%	1.81%	1.47%	1.57%	1.14%	2.08%	1.76%	0.59%	1.54%	0.99%	1.33%	1.43%	1.11%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	11878	390	415	360	349	271	137	395	305	313	266	451	348	439	404	305	434	304	314	269	289	319	441	97	152	358	343	367	300	389	344	420	339	354	452	362	83					
		25.71%	27.22%	27.72%	30.38%	27.88%	22.77%	22.68%	28.98%	24.62%	21.28%	20.54%	25.99%	25.09%	30.55%	28.49%	25.23%	27.75%	29.80%	24.36%	24.43%	26.20%	27.52%	29.13%	19.64%	22.35%	26.98%	12.93%	28.90%	24.45%	32.31%	26.26%	27.61%	28.97%	29.06%	28.54%	23.55%	15.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1647	60	46	43	42	46	11	44	28	45	38	77	41	39	36	33	71	24	45	44	50	54	66	2	23	42	38	58	43	33	65	77	54	46	56	79	48					
		3.56%	4.19%	3.07%	3.63%	3.35%	3.87%	1.82%	3.23%	2.26%	3.06%	2.93%	4.44%	2.96%	2.71%	2.54%	2.73%	4.54%	2.35%	3.49%	3.99%	4.53%	4.66%	4.36%	0.40%	3.38%	3.17%	1.43%	4.57%	3.50%	2.74%	4.96%	5.06%	4.62%	3.78%	3.54%	5.14%	8.87%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14597	428	438	350	378	360	196	404	449	540	488	555	442	398	404	442	452	272	401	363	353	367	396	311	228	427	1219	350	386	317	347	432	307	333	433	431	200					
		31.60%	29.87%	29.26%	29.54%	30.19%	30.25%	32.45%	29.64%	36.24%	36.71%	37.68%	31.99%	31.87%	27.70%	28.49%	36.56%	28.90%	26.67%	31.11%	32.97%	32.00%	31.67%	26.16%	62.96%	33.53%	32.18%	45.97%	27.56%	31.46%	26.33%	26.49%	28.40%	26.24%	27.34%	27.34%	28.04%	36.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	305	14	13	7	5	5	2	10	3	8	7	23	9	11	11	11	7	7	5	5	5	5	12	1	4	8	21	7	13	6	10	8	8	8	6	14	6					
		0.66%	0.98%	0.87%	0.59%	0.40%	0.42%	0.33%	0.73%	0.24%	0.54%	0.54%	1.33%	0.65%	0.77%	0.78%	0.91%	0.45%	0.69%	0.39%	0.45%	0.45%	0.43%	0.79%	0.20%	0.59%	0.60%	0.79%	0.55%	1.06%	0.50%	0.76%	0.53%	0.68%	0.66%	0.38%	0.91%	1.11%					
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
