Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Кунгурская городская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1925	УИК №1926	УИК №1927	УИК №1928					
1	"Число избирателей, внесенных в список"	51524	2725	2736	1988	1029	2806	2673	2380	2646	1225	1389	1362	1578	2918	2505	1581	1422	1045	1798	2510	2766	2470	1945	1004	1790	624	2189	420					
2	Число полученных избирательных бюллетеней	50200	2700	2700	2000	900	2800	2600	2500	2600	1200	1300	1300	1500	2900	2500	1500	1400	1000	1800	2500	2500	2300	1900	1000	1800	600	2000	400					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	31108	1501	1698	1114	689	1870	1838	1690	1803	681	952	842	882	1892	1505	960	817	549	1186	1340	1457	1432	1179	535	852	334	1231	279					
5	"Число избирательных бюллетеней, выданных вне помещения"	1722	53	84	63	17	113	74	109	52	33	33	18	45	31	63	35	61	45	62	108	223	43	46	35	133	38	85	20					
6	Число погашенных избирательных бюллетеней	17370	1146	918	823	194	817	688	701	745	486	315	440	573	977	932	505	522	406	552	1052	820	825	675	430	815	228	684	101					
7	Число избирательных бюллетеней в переносных ящиках	1722	53	84	63	17	113	74	109	52	33	33	18	45	31	63	35	61	45	62	108	223	43	46	35	133	38	85	20					
8	Число бюллетеней в стационарных ящиках для голосования	31085	1501	1698	1114	689	1870	1838	1689	1803	681	952	842	879	1892	1493	960	817	549	1186	1340	1457	1430	1179	535	847	334	1231	279					
9	Число недействительных избирательных бюллетеней	262	12	11	11	2	28	11	9	10	11	6	8	9	9	10	4	4	4	6	7	15	16	12	6	15	5	15	6					
10	Число действительных избирательных бюллетеней	32545	1542	1771	1166	704	1955	1901	1789	1845	703	979	852	915	1914	1546	991	874	590	1242	1441	1665	1457	1213	564	965	367	1301	293					
11	Число полученных открепительных  удостоверений	970	70	30	30	60	50	50	50	50	20	20	20	30	50	40	30	20	20	30	40	40	60	30	20	30	20	40	20					
12	Число выданных открепительных удостоверений	460	20	24	29	11	32	23	24	26	14	17	12	4	29	29	12	12	8	24	12	21	9	17	5	17	5	19	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	369	26	11	10	18	23	9	28	26	15	13	15	9	14	20	7	15	5	11	9	21	12	15	5	11	6	11	4					
14	Число неиспользованных открепительных удостоверений	510	50	6	1	49	18	27	26	24	6	3	8	26	21	11	18	8	12	6	28	19	51	13	15	13	15	21	15					
15	"Число открепительных удостоверений, выданных в ТИК"	8	1	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	1012	44	60	43	21	56	59	43	58	21	41	35	26	83	40	49	20	23	54	35	35	34	45	29	17	13	25	3					
		3.08%	2.83%	3.37%	3.65%	2.97%	2.82%	3.09%	2.39%	3.13%	2.94%	4.16%	4.07%	2.81%	4.32%	2.57%	4.92%	2.28%	3.87%	4.33%	2.42%	2.08%	2.31%	3.67%	5.09%	1.73%	3.49%	1.90%	1.00%					
19	. Малышкин Олег Александрович	1065	47	70	47	28	66	46	47	52	41	30	38	30	88	47	33	28	31	42	39	47	38	32	23	35	7	30	3					
		3.25%	3.02%	3.93%	3.99%	3.97%	3.33%	2.41%	2.61%	2.80%	5.74%	3.05%	4.42%	3.25%	4.58%	3.02%	3.32%	3.19%	5.22%	3.37%	2.69%	2.80%	2.58%	2.61%	4.04%	3.57%	1.88%	2.28%	1.00%					
20	. Миронов Сергей Михайлович	355	14	19	13	7	15	32	21	28	9	8	7	8	17	12	12	8	9	15	13	24	18	7	6	16	2	15	0					
		1.08%	0.90%	1.07%	1.10%	0.99%	0.76%	1.67%	1.17%	1.51%	1.26%	0.81%	0.81%	0.87%	0.88%	0.77%	1.21%	0.91%	1.52%	1.20%	0.90%	1.43%	1.22%	0.57%	1.05%	1.63%	0.54%	1.14%	0.00%					
21	. Путин Владимир Владимирович	23964	1180	1256	848	533	1424	1330	1320	1337	532	723	613	687	1394	1122	702	677	411	889	1041	1178	1101	893	416	777	296	1034	250					
		73.05%	75.93%	70.48%	72.05%	75.50%	71.81%	69.56%	73.41%	72.08%	74.51%	73.40%	71.28%	74.35%	72.49%	72.11%	70.55%	77.11%	69.19%	71.23%	71.89%	70.12%	74.75%	72.90%	72.98%	79.29%	79.57%	78.57%	83.61%					
22	. Хакамада Ирина Муцуовна	1319	66	91	53	27	70	97	94	71	33	26	37	43	72	55	44	38	25	41	74	61	60	51	25	26	9	28	2					
		4.02%	4.25%	5.11%	4.50%	3.82%	3.53%	5.07%	5.23%	3.83%	4.62%	2.64%	4.30%	4.65%	3.74%	3.53%	4.42%	4.33%	4.21%	3.29%	5.11%	3.63%	4.07%	4.16%	4.39%	2.65%	2.42%	2.13%	0.67%					
23	. Харитонов Николай Михайлович	3972	144	223	126	69	271	285	219	262	51	131	98	102	187	212	119	87	81	167	208	278	175	142	54	76	37	138	30					
		12.11%	9.27%	12.51%	10.71%	9.77%	13.67%	14.91%	12.18%	14.12%	7.14%	13.30%	11.40%	11.04%	9.72%	13.62%	11.96%	9.91%	13.64%	13.38%	14.36%	16.55%	11.88%	11.59%	9.47%	7.76%	9.95%	10.49%	10.03%					
																																		
24	Против всех	858	47	52	36	19	53	52	45	37	16	20	24	19	73	58	32	16	10	34	31	42	31	43	11	18	3	31	5					
		2.62%	3.02%	2.92%	3.06%	2.69%	2.67%	2.72%	2.50%	1.99%	2.24%	2.03%	2.79%	2.06%	3.80%	3.73%	3.22%	1.82%	1.68%	2.72%	2.14%	2.50%	2.10%	3.51%	1.93%	1.84%	0.81%	2.36%	1.67%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
