Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																											
Дата голосования: 04.12.2011																											
																											
Наименование Избирательной комиссии:    Новодугинская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308					
1	"Число избирателей, внесенных в список избирателей"	8116	155	232	455	214	653	162	175	177	486	907	824	957	137	301	207	612	241	612	254	355					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8284	155	245	471	218	667	168	168	179	513	916	850	968	141	307	212	620	251	610	261	364					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3845	98	139	222	45	308	109	83	132	154	422	399	534	81	156	82	232	96	220	107	226					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1592	23	25	94	84	135	37	51	24	196	50	76	63	47	83	55	169	98	190	82	10					
6	Число погашенных избирательных бюллетеней	2847	34	81	155	89	224	22	34	23	163	444	375	371	13	68	75	219	57	200	72	128					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1592	23	25	94	84	135	37	51	24	196	50	76	63	47	83	55	169	98	190	82	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3845	98	139	222	45	308	109	83	132	154	422	399	534	81	156	82	232	96	220	107	226					
9	Число недействительных избирательных бюллетеней	174	0	2	4	1	33	1	0	0	7	8	97	7	1	1	3	1	1	2	4	1					
10	Число действительных избирательных бюллетеней	5263	121	162	312	128	410	145	134	156	343	464	378	590	127	238	134	400	193	408	185	235					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	198	3	5	16	4	14	3	3	4	25	20	20	23	3	6	4	13	5	12	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	161	0	5	16	3	14	3	3	0	25	16	17	23	3	5	0	5	5	3	5	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	3	1	4	3	3	4	1	1	4	17	17	11	2	10	2	8	1	0	3	12					
14	Число погашенных неиспользованных открепительных удостоверений	37	3	0	0	1	0	0	0	4	0	4	3	0	0	1	4	8	0	9	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	0	0	0	1	0	0	0	1	1	7	2	0	0	0	2	0	0	0	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	793	8	22	77	25	58	23	20	2	63	80	58	118	16	15	15	44	18	72	24	35					
		14.59%	6.61%	13.41%	24.37%	19.38%	13.09%	15.75%	14.93%	1.28%	18.00%	16.95%	12.21%	19.77%	12.50%	6.28%	10.95%	10.97%	9.28%	17.56%	12.70%	14.83%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	792	12	29	31	20	21	22	31	8	91	98	73	85	8	20	29	53	34	62	12	53					
		14.57%	9.92%	17.68%	9.81%	15.50%	4.74%	15.07%	23.13%	5.13%	26.00%	20.76%	15.37%	14.24%	6.25%	8.37%	21.17%	13.22%	17.53%	15.12%	6.35%	22.46%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	1	2	4	0	0	3	4	0	3	5	5	4	1	3	2	3	0	5	1	1					
		0.86%	0.83%	1.22%	1.27%	0.00%	0.00%	2.05%	2.99%	0.00%	0.86%	1.06%	1.05%	0.67%	0.78%	1.26%	1.46%	0.75%	0.00%	1.22%	0.53%	0.42%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	837	30	19	56	16	59	13	23	12	69	123	57	153	8	10	14	53	19	38	18	47					
		15.39%	24.79%	11.59%	17.72%	12.40%	13.32%	8.90%	17.16%	7.69%	19.71%	26.06%	12.00%	25.63%	6.25%	4.18%	10.22%	13.22%	9.79%	9.27%	9.52%	19.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	0	0	5	0	2	0	2	0	1	2	5	15	0	3	1	3	0	0	1	3					
		0.79%	0.00%	0.00%	1.58%	0.00%	0.45%	0.00%	1.49%	0.00%	0.29%	0.42%	1.05%	2.51%	0.00%	1.26%	0.73%	0.75%	0.00%	0.00%	0.53%	1.27%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2735	70	90	139	66	266	84	54	134	116	155	179	211	94	185	73	244	121	230	129	95					
		50.30%	57.85%	54.88%	43.99%	51.16%	60.05%	57.53%	40.30%	85.90%	33.14%	32.84%	37.68%	35.34%	73.44%	77.41%	53.28%	60.85%	62.37%	56.10%	68.25%	40.25%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	16	0	0	0	1	4	0	0	0	0	1	1	4	0	2	0	0	1	1	0	1					
		0.29%	0.00%	0.00%	0.00%	0.78%	0.90%	0.00%	0.00%	0.00%	0.00%	0.21%	0.21%	0.67%	0.00%	0.84%	0.00%	0.00%	0.52%	0.24%	0.00%	0.42%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
