Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Алтуфьевский район																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531					
1	"Число избирателей, внесенных в списки избирателей"	34141	2179	1670	2256	2147	2056	2205	2206	2604	2714	2723	2917	2753	2857	2854					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24700	1600	1200	1700	1600	1500	1500	1600	1900	2000	2000	2000	2000	2100	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	18283	1135	884	1079	1052	1284	1259	1287	1396	1553	1499	1426	1380	1405	1644					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1062	53	59	34	75	45	59	189	81	85	57	84	48	128	65					
6	Число погашенных избирательных бюллетеней	5355	412	257	587	473	171	182	124	423	362	444	490	572	567	291					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1061	53	59	34	75	45	58	189	81	85	57	84	48	128	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18226	1117	882	1077	1051	1281	1255	1286	1394	1548	1491	1420	1375	1405	1644					
9	Число недействительных избирательных бюллетеней	260	20	13	18	7	14	11	13	26	36	22	19	18	16	27					
10	Число действительных избирательных бюллетеней	19027	1150	928	1093	1119	1312	1302	1462	1449	1597	1526	1485	1405	1517	1682					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	805	56	53	42	40	74	60	50	62	78	57	77	45	60	51					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	771	50	53	35	33	74	55	50	62	78	57	76	43	58	47					
